seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
42,beta,54,none,1.0,0.5,raw,2,0.255031805228793,0.6044099925843529,0.1300821352389197,0.9716098864395456
42,beta,54,none,1.0,0.5,raw,3,0.257331746695211,0.6085774317142505,0.131734689051331,0.967442822152241
42,beta,54,none,1.0,0.5,raw,4,0.2588678491968759,0.5934139784946237,0.13736671441294,0.9643572860005726
42,beta,54,none,1.0,0.5,raw,5,0.2613369733512725,0.6151742677048573,0.1407988321585069,0.9621942297293
42,beta,54,none,1.0,0.5,raw,6,0.2651012811460012,0.5932285873192435,0.1450303391561775,0.9583929764290486
42,beta,54,none,1.0,0.5,raw,7,0.2626369652598371,0.6118835743418612,0.146266673759659,0.962989471005503
42,beta,54,none,1.0,0.5,raw,8,0.2658165073052349,0.5956232233345693,0.1277446865154402,0.9719597926010752
42,beta,54,none,1.0,0.5,raw,9,0.2691940464988933,0.6139460511679643,0.1408564398211681,0.971657600916118
42,beta,54,none,1.0,0.5,raw,10,0.2659964628782147,0.5957931652453343,0.1516094729790699,0.9631167096096956
42,beta,54,none,1.0,0.5,raw,11,0.2809162411268306,0.5915291682115931,0.1522195627758213,0.9706237872570538
42,beta,54,none,1.0,0.5,raw,12,0.2683815970513936,0.6051322457051045,0.1420509311313853,0.9688106371473104
42,beta,54,none,1.0,0.5,raw,13,0.2714587549429308,0.6101378074403658,0.1388199378429387,0.9644845246047652
42,beta,54,none,1.0,0.5,raw,14,0.2844304685677014,0.6151433691756272,0.1404933379318736,0.9725164614944174
42,beta,54,none,1.0,0.5,raw,15,0.2727555763529486,0.5960982882214807,0.1412540776162118,0.9613671788020486
42,beta,54,none,1.0,0.5,raw,16,0.2750595618899122,0.6209986404647139,0.1421371001219263,0.962687279320546
42,beta,54,none,1.0,0.5,raw,17,0.286083516636349,0.6086121925596342,0.1597136627514853,0.967442822152241
42,beta,54,none,1.0,0.5,raw,18,0.289076598571076,0.5925333704115684,0.1531072886111006,0.958774692241626
42,beta,54,none,1.0,0.5,raw,19,0.2805191850076706,0.5423889197874181,0.1456238776581208,0.9563094442853962
42,beta,54,none,1.0,0.5,raw,20,0.2752451410930127,0.6108523359288098,0.1498523032200586,0.965232051404396
42,beta,54,none,1.0,0.5,raw,21,0.2772977280378211,0.6012583426028921,0.1410855262678957,0.9640391894900912
42,beta,54,none,1.0,0.5,raw,22,0.2779881955271754,0.6003970461006056,0.1419756781361024,0.9621306104272036
42,beta,54,none,1.0,0.5,raw,23,0.2767648027031268,0.6098597206772958,0.144723268489443,0.9678404427903426
42,beta,54,none,1.0,0.5,raw,24,0.2793112264293863,0.6209600173031764,0.143545870607499,0.9611445112447116
42,beta,54,none,1.0,0.5,raw,25,0.2897425462012534,0.5823870658756642,0.1565870048187001,0.9634029964691286
42,beta,54,none,1.0,0.5,raw,26,0.2803589295047447,0.6417315535780497,0.1462769756747999,0.958981454973439
42,beta,54,none,1.0,0.5,raw,27,0.2792679298180697,0.6016947843282661,0.148138127097387,0.9655819575659256
42,beta,54,none,1.0,0.5,raw,28,0.2806379758727752,0.5828196452848845,0.1464409318717996,0.9648185259407704
42,beta,54,none,1.0,0.5,raw,29,0.2812151887330968,0.6638819367198121,0.1380352261674231,0.9668702484333748
42,beta,54,none,1.0,0.5,raw,30,0.28187461212283765,0.587821344703992,0.14385032703124148,0.9670133918630912
