seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,1,max,1.0,0.5,raw,max,10,0.6596815782201645,0.4394340680546784,22,2,30,2
13,beta,1,max,1.0,0.5,raw,max,50,0.6296686083359155,0.444722353413147,27,2,30,2
37,beta,1,max,1.0,0.5,raw,max,50,0.654761996923998,0.440183481898148,26,2,30,2
3,beta,1,max,1.0,0.5,raw,max,50,0.6261167138113393,0.4372787426999546,29,2,30,2
10,beta,1,max,1.0,0.5,raw,max,50,0.6500749554951747,0.4286756044743178,5,2,30,2
17,beta,1,max,1.0,0.5,raw,max,50,0.6222277091906722,0.4485053825172386,28,2,30,2
1,beta,1,max,1.0,0.5,raw,max,50,0.6276424773988083,0.4420909297618836,30,2,30,2
31,beta,1,max,1.0,0.5,raw,max,50,0.6735369430427676,0.4239698252264663,20,2,30,2
21,beta,1,max,1.0,0.5,raw,max,50,0.6514619328557382,0.4303744287190674,11,2,30,2
30,beta,1,max,1.0,0.5,raw,max,50,0.6092055534732634,0.4538822752091881,27,2,30,2
38,beta,1,max,1.0,0.5,raw,max,50,0.6400069893576006,0.4298185495458685,24,2,30,2
29,beta,1,max,1.0,0.5,raw,max,20,0.6502588024600602,0.4344157597745591,27,2,30,2
2,beta,1,max,1.0,0.5,raw,max,50,0.6364911493253289,0.4277101448895267,22,2,30,2
4,beta,1,max,1.0,0.5,raw,max,50,0.6501752497654137,0.4428241036078624,20,2,30,2
14,beta,1,max,1.0,0.5,raw,max,50,0.584223210766372,0.4412599844518863,23,2,30,2
23,beta,1,max,1.0,0.5,raw,max,20,0.6514474223714865,0.4298327460591294,25,2,30,2
36,beta,1,max,1.0,0.5,raw,max,50,0.6122757630161579,0.45210241161763,29,2,30,2
25,beta,1,max,1.0,0.5,raw,max,50,0.5919987672761302,0.4374468123939087,23,2,30,2
5,beta,1,max,1.0,0.5,raw,max,50,0.6666514069371523,0.4107570788794502,8,2,30,2
16,beta,1,max,1.0,0.5,raw,max,20,0.6589419432301163,0.4291333179417773,15,2,30,2
46,beta,1,max,1.0,0.5,raw,max,50,0.6688241397633272,0.433547266625028,18,2,30,2
33,beta,1,max,1.0,0.5,raw,max,50,0.6408579528665149,0.4341415862175249,10,2,30,2
9,beta,1,max,1.0,0.5,raw,max,50,0.6592926550094977,0.4228814975635133,2,2,30,2
41,beta,1,max,1.0,0.5,raw,max,50,0.6187091974321126,0.4409204358341312,30,2,30,2
26,beta,1,max,1.0,0.5,raw,max,50,0.6148298866983262,0.4406634469539867,26,2,30,2
18,beta,1,max,1.0,0.5,raw,max,50,0.6377634078099776,0.4368934343402603,18,2,30,2
44,beta,1,max,1.0,0.5,raw,max,50,0.616774771255255,0.4355879452077296,19,2,30,2
19,beta,1,max,1.0,0.5,raw,max,50,0.6377435109666043,0.4316517237276347,29,2,30,2
43,beta,1,max,1.0,0.5,raw,max,50,0.6151492213441527,0.4407169225866249,24,2,30,2
34,beta,1,max,1.0,0.5,raw,max,50,0.6439759693494023,0.4351252751994721,20,2,30,2
47,beta,1,max,1.0,0.5,raw,max,50,0.6304211819398207,0.4267940724068046,29,2,30,2
48,beta,1,max,1.0,0.5,raw,max,50,0.5930456799713193,0.447255330196324,24,2,30,2
22,beta,1,max,1.0,0.5,raw,max,50,0.6181616981085529,0.4389320675300411,16,2,30,2
15,beta,1,max,1.0,0.5,raw,max,50,0.6244232178056056,0.4398993875334513,20,2,30,2
6,beta,1,max,1.0,0.5,raw,max,50,0.5866750082696927,0.443832296477088,23,2,30,2
11,beta,1,max,1.0,0.5,raw,max,50,0.6190944410801947,0.4450357313223145,19,2,30,2
35,beta,1,max,1.0,0.5,raw,max,50,0.6887198397225103,0.4265528869943039,11,2,30,2
7,beta,1,max,1.0,0.5,raw,max,50,0.6680419980640732,0.4257435913230795,11,2,30,2
27,beta,1,max,1.0,0.5,raw,max,50,0.6057009874155099,0.451975762699576,28,2,30,2
39,beta,1,max,1.0,0.5,raw,max,50,0.6468874496051911,0.424675108340757,21,2,30,2
32,beta,1,max,1.0,0.5,raw,max,50,0.6139785246130246,0.4428671570658654,19,2,30,2
28,beta,1,max,1.0,0.5,raw,max,50,0.6263292057008362,0.444991548222207,25,2,30,2
24,beta,1,max,1.0,0.5,raw,max,50,0.6409177249538696,0.4331054859526931,9,2,30,2
20,beta,1,max,1.0,0.5,raw,max,50,0.6560045330542555,0.4215427962746749,28,2,30,2
40,beta,1,max,1.0,0.5,raw,max,50,0.6593198735597022,0.426658653768285,26,2,30,2
8,beta,1,max,1.0,0.5,raw,max,50,0.6180228672710367,0.4361066428574517,28,2,30,2
0,beta,1,max,1.0,0.5,raw,max,50,0.6296973140601949,0.442337387481174,4,2,30,2
45,beta,1,max,1.0,0.5,raw,max,50,0.6611230680102418,0.4242735600760458,17,2,30,2
49,beta,1,max,1.0,0.5,raw,max,50,0.6348929462934323,0.4454802648848354,11,2,30,2
12,beta,1,max,1.0,0.5,raw,max,50,0.6217802673857177,0.43228660335409724,30,2,30,2
