seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,1,max,1.0,0.5,raw,max,10,0.6733710624359377,0.4449844992809684
13,beta,1,max,1.0,0.5,raw,max,50,0.6252890043582132,0.455208084475917
37,beta,1,max,1.0,0.5,raw,max,50,0.651735025134446,0.4434958764565117
3,beta,1,max,1.0,0.5,raw,max,50,0.6587393924486533,0.4363478407678632
10,beta,1,max,1.0,0.5,raw,max,50,0.680466766126843,0.4291577975581963
17,beta,1,max,1.0,0.5,raw,max,50,0.5944499314128944,0.4612298943239181
1,beta,1,max,1.0,0.5,raw,max,50,0.6183095335935895,0.4453024612098317
31,beta,1,max,1.0,0.5,raw,max,50,0.6927922228756975,0.4213390124424637
21,beta,1,max,1.0,0.5,raw,max,50,0.6618850962213795,0.4237415031830296
30,beta,1,max,1.0,0.5,raw,max,50,0.6257074587706148,0.453638706377575
38,beta,1,max,1.0,0.5,raw,max,50,0.6688521216308589,0.4236232420568835
29,beta,1,max,1.0,0.5,raw,max,20,0.7005109495675532,0.4138961313810194
2,beta,1,max,1.0,0.5,raw,max,50,0.6446392275774833,0.4313479851239337
4,beta,1,max,1.0,0.5,raw,max,50,0.6488560468068664,0.4482867648828226
14,beta,1,max,1.0,0.5,raw,max,50,0.6016292208645382,0.4413554069472205
23,beta,1,max,1.0,0.5,raw,max,20,0.6463478830289819,0.4275213085407569
36,beta,1,max,1.0,0.5,raw,max,50,0.6281149012567324,0.4700445102352812
25,beta,1,max,1.0,0.5,raw,max,50,0.6371697739706306,0.4324481366874573
5,beta,1,max,1.0,0.5,raw,max,50,0.7139008803278504,0.4017780920092835
16,beta,1,max,1.0,0.5,raw,max,20,0.6776365999380507,0.4199483109070621
46,beta,1,max,1.0,0.5,raw,max,50,0.6898779775582108,0.4279201748520602
33,beta,1,max,1.0,0.5,raw,max,50,0.6384687808965832,0.439748571474879
9,beta,1,max,1.0,0.5,raw,max,50,0.6788240952705666,0.4352409417350831
41,beta,1,max,1.0,0.5,raw,max,50,0.6253687886865031,0.4436763017194785
26,beta,1,max,1.0,0.5,raw,max,50,0.6094157766656018,0.4508460218150615
18,beta,1,max,1.0,0.5,raw,max,50,0.6728051285705876,0.4294734942092225
44,beta,1,max,1.0,0.5,raw,max,50,0.6221924187839526,0.437130601791953
19,beta,1,max,1.0,0.5,raw,max,50,0.6546366967926815,0.4254136379662185
43,beta,1,max,1.0,0.5,raw,max,50,0.6445951628802024,0.4416738222400251
34,beta,1,max,1.0,0.5,raw,max,50,0.6676568297000411,0.4352094600614818
47,beta,1,max,1.0,0.5,raw,max,50,0.6843063229155046,0.4180717697815327
48,beta,1,max,1.0,0.5,raw,max,50,0.5987459667782027,0.4492908419935489
22,beta,1,max,1.0,0.5,raw,max,50,0.6214801005106589,0.438792635158467
15,beta,1,max,1.0,0.5,raw,max,50,0.6494307281619918,0.4425033001049281
6,beta,1,max,1.0,0.5,raw,max,50,0.6151299420402411,0.4458230755716251
11,beta,1,max,1.0,0.5,raw,max,50,0.6404109517774684,0.4471219094275995
35,beta,1,max,1.0,0.5,raw,max,50,0.6983755754706161,0.426500657597624
7,beta,1,max,1.0,0.5,raw,max,50,0.6622465099286291,0.4325372523047113
27,beta,1,max,1.0,0.5,raw,max,50,0.610469708264859,0.4530486831852614
39,beta,1,max,1.0,0.5,raw,max,50,0.6735770175815262,0.420892436610943
32,beta,1,max,1.0,0.5,raw,max,50,0.6165667270952446,0.4484676384185397
28,beta,1,max,1.0,0.5,raw,max,50,0.6412712937388776,0.4435673364593566
24,beta,1,max,1.0,0.5,raw,max,50,0.6416771816997722,0.4277524204018458
20,beta,1,max,1.0,0.5,raw,max,50,0.6706730203899249,0.4155029576606008
40,beta,1,max,1.0,0.5,raw,max,50,0.6717593300703578,0.4191954072985968
8,beta,1,max,1.0,0.5,raw,max,50,0.6686334117852162,0.4306292876651613
0,beta,1,max,1.0,0.5,raw,max,50,0.6451300868386552,0.4453479518498089
45,beta,1,max,1.0,0.5,raw,max,50,0.6978000306176664,0.4105512442751022
49,beta,1,max,1.0,0.5,raw,max,50,0.6412746200442526,0.4580424932107287
12,beta,1,max,1.0,0.5,raw,max,50,0.6382066610319707,0.4275928594168324
