seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,bernoulli,54,none,1.0,0.5,raw,54,50,0.5514615004325795,0.4365719932501544
15,bernoulli,54,none,1.0,0.5,raw,54,50,0.5785067190095123,0.4468507133233185
1,bernoulli,54,none,1.0,0.5,raw,54,50,0.5647108783353386,0.4736963131209696
46,bernoulli,54,none,1.0,0.5,raw,54,50,0.5782651515151516,0.4357414324252478
29,bernoulli,54,none,1.0,0.5,raw,54,50,0.6128957896458901,0.452254478592678
11,bernoulli,54,none,1.0,0.5,raw,54,50,0.6323807065417804,0.443093459590034
17,bernoulli,54,none,1.0,0.5,raw,54,20,0.5610242754612043,0.4460097091798319
9,bernoulli,54,none,1.0,0.5,raw,54,50,0.5976351351351352,0.4300932095937307
41,bernoulli,54,none,1.0,0.5,raw,54,50,0.5897222881557085,0.3834089964677246
30,bernoulli,54,none,1.0,0.5,raw,54,50,0.5801800779635468,0.428149922891521
21,bernoulli,54,none,1.0,0.5,raw,54,50,0.6104437383209762,0.4147171207994152
7,bernoulli,54,none,1.0,0.5,raw,54,50,0.6054143787511174,0.4216652631390751
5,bernoulli,54,none,1.0,0.5,raw,54,50,0.6455290293161526,0.4537955781150853
3,bernoulli,54,none,1.0,0.5,raw,54,50,0.630931048502462,0.4457545010964719
33,bernoulli,54,none,1.0,0.5,raw,54,20,0.610599642692485,0.4580332702198646
43,bernoulli,54,none,1.0,0.5,raw,54,50,0.5534852172525236,0.488098125450608
39,bernoulli,54,none,1.0,0.5,raw,54,50,0.5825884505051345,0.4675966059984981
37,bernoulli,54,none,1.0,0.5,raw,54,50,0.5640370442553252,0.4575232767218454
25,bernoulli,54,none,1.0,0.5,raw,54,50,0.58160023973629,0.4818023533862995
48,bernoulli,54,none,1.0,0.5,raw,54,50,0.6253814429176453,0.3893329040709234
38,bernoulli,54,none,1.0,0.5,raw,54,50,0.5891229019625529,0.4484887868017458
13,bernoulli,54,none,1.0,0.5,raw,54,50,0.5798836151024572,0.4685702933113288
6,bernoulli,54,none,1.0,0.5,raw,54,20,0.579505393317548,0.4842187875684272
0,bernoulli,54,none,1.0,0.5,raw,54,50,0.5681055708341133,0.4726276704328874
22,bernoulli,54,none,1.0,0.5,raw,54,50,0.5641139504528144,0.4821122600671235
31,bernoulli,54,none,1.0,0.5,raw,54,50,0.5885078023407022,0.3992093034735195
27,bernoulli,54,none,1.0,0.5,raw,54,50,0.5287627702542171,0.4470139174182906
44,bernoulli,54,none,1.0,0.5,raw,54,20,0.5910821535821535,0.402143076508459
23,bernoulli,54,none,1.0,0.5,raw,54,50,0.5374329633772119,0.479434054515852
19,bernoulli,54,none,1.0,0.5,raw,54,50,0.615314727259897,0.4148354243935533
26,bernoulli,54,none,1.0,0.5,raw,54,50,0.5770984051851652,0.4779625167764471
35,bernoulli,54,none,1.0,0.5,raw,54,20,0.6164325811533427,0.4435002779459808
34,bernoulli,54,none,1.0,0.5,raw,54,50,0.5250243827318927,0.4100464265112497
47,bernoulli,54,none,1.0,0.5,raw,54,20,0.5990968723262668,0.3844405606811121
2,bernoulli,54,none,1.0,0.5,raw,54,50,0.541983282674772,0.4295546933323247
14,bernoulli,54,none,1.0,0.5,raw,54,50,0.621040032809662,0.4201463143907148
10,bernoulli,54,none,1.0,0.5,raw,54,50,0.5798871063576945,0.4440699525297696
18,bernoulli,54,none,1.0,0.5,raw,54,20,0.6011659807956105,0.427673561963927
12,bernoulli,54,none,1.0,0.5,raw,54,50,0.5926112877583466,0.4413906702313502
36,bernoulli,54,none,1.0,0.5,raw,54,50,0.5551332478896893,0.4525538001297008
24,bernoulli,54,none,1.0,0.5,raw,54,10,0.5249820659971306,0.515420468541738
20,bernoulli,54,none,1.0,0.5,raw,54,50,0.5669529948800197,0.4359642047974639
4,bernoulli,54,none,1.0,0.5,raw,54,50,0.5585710728237693,0.4419019835460177
49,bernoulli,54,none,1.0,0.5,raw,54,50,0.5237765151515151,0.4408905257326893
8,bernoulli,54,none,1.0,0.5,raw,54,50,0.5901872146797722,0.4492469447036808
40,bernoulli,54,none,1.0,0.5,raw,54,50,0.6095708020050125,0.4091374049953212
45,bernoulli,54,none,1.0,0.5,raw,54,50,0.564735571648014,0.4976034546638662
28,bernoulli,54,none,1.0,0.5,raw,54,20,0.5622788794460182,0.507802963167284
16,bernoulli,54,none,1.0,0.5,raw,54,50,0.5560249307479224,0.4657744379066907
32,bernoulli,54,none,1.0,0.5,raw,54,50,0.5368384845129031,0.4080654258827626
