seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
42,beta,54,none,1.0,0.5,raw,54,50,0.6151433691756272,0.2844304685677014,14,2,30,2
40,beta,54,none,1.0,0.5,raw,54,20,0.5264376218323588,0.2904054273722795,9,2,30,2
46,beta,54,none,1.0,0.5,raw,54,50,0.5558257575757577,0.2989966721269794,17,2,30,2
41,beta,54,none,1.0,0.5,raw,54,50,0.544069942242266,0.2927385824780221,14,2,30,2
5,beta,54,none,1.0,0.5,raw,54,20,0.5604783548828384,0.2820774067017118,22,2,30,2
13,beta,54,none,1.0,0.5,raw,54,50,0.5553862489312998,0.2970961700562378,25,2,30,2
33,beta,54,none,1.0,0.5,raw,54,20,0.4907683552328262,0.3192119766091839,26,2,30,2
15,beta,54,none,1.0,0.5,raw,54,50,0.4565189491167144,0.3092293892755761,26,2,30,2
17,beta,54,none,1.0,0.5,raw,54,20,0.5482816868163075,0.2984276874786493,15,2,30,2
1,beta,54,none,1.0,0.5,raw,54,50,0.5432443909689292,0.2879140049875302,11,2,30,2
29,beta,54,none,1.0,0.5,raw,54,50,0.525654753937447,0.3007288800511163,4,2,30,2
9,beta,54,none,1.0,0.5,raw,54,50,0.5275802364864866,0.294803785214295,20,2,30,2
25,beta,54,none,1.0,0.5,raw,54,50,0.59560483468185,0.2992586263673683,12,2,30,2
37,beta,54,none,1.0,0.5,raw,54,50,0.5344925904271061,0.2928998230278181,20,2,30,2
21,beta,54,none,1.0,0.5,raw,54,50,0.5773764929775159,0.2630255088138798,2,2,30,2
47,beta,54,none,1.0,0.5,raw,54,20,0.5639366859967677,0.3019797610715341,25,2,30,2
27,beta,54,none,1.0,0.5,raw,54,50,0.551177536231884,0.2917776818965814,16,2,30,2
2,beta,54,none,1.0,0.5,raw,54,50,0.5694774252786221,0.277897161750603,13,2,30,2
11,beta,54,none,1.0,0.5,raw,54,50,0.5290360646065344,0.2964379079439114,16,2,30,2
48,beta,54,none,1.0,0.5,raw,54,20,0.5538412457694513,0.2592128378876248,3,2,30,2
39,beta,54,none,1.0,0.5,raw,54,10,0.5857827852381546,0.2845283676370157,2,2,30,2
19,beta,54,none,1.0,0.5,raw,54,50,0.6187460306259261,0.29797577066057,18,2,30,2
14,beta,54,none,1.0,0.5,raw,54,20,0.5228370313951639,0.3141413499529218,24,2,30,2
3,beta,54,none,1.0,0.5,raw,54,50,0.5847701365778735,0.2970583625511748,21,2,30,2
31,beta,54,none,1.0,0.5,raw,54,20,0.4954486345903771,0.3034934955124587,6,2,30,2
18,beta,54,none,1.0,0.5,raw,54,20,0.6127604676987393,0.2745898488076824,15,2,30,2
44,beta,54,none,1.0,0.5,raw,54,20,0.5134956384956385,0.28693050859343,13,2,30,2
10,beta,54,none,1.0,0.5,raw,54,10,0.558407605466429,0.2804911628417341,3,2,30,2
35,beta,54,none,1.0,0.5,raw,54,20,0.5456078457476314,0.2770775202210689,13,2,30,2
22,beta,54,none,1.0,0.5,raw,54,50,0.5159864357514836,0.2957414141196298,11,2,30,2
7,beta,54,none,1.0,0.5,raw,54,50,0.5538724300855574,0.2911548153623992,17,2,30,2
23,beta,54,none,1.0,0.5,raw,54,50,0.624892454615848,0.2849287275029505,6,2,30,2
43,beta,54,none,1.0,0.5,raw,54,50,0.5451129819521473,0.3088593969282848,27,2,30,2
38,beta,54,none,1.0,0.5,raw,54,50,0.5665170887170121,0.2911186036061994,12,2,30,2
34,beta,54,none,1.0,0.5,raw,54,50,0.5549167564977842,0.2694697378981658,3,2,30,2
30,beta,54,none,1.0,0.5,raw,54,50,0.4757883476104416,0.3107737186530058,30,2,30,2
26,beta,54,none,1.0,0.5,raw,54,50,0.5717095177903881,0.2903215336497673,23,2,30,2
6,beta,54,none,1.0,0.5,raw,54,20,0.6011312812417785,0.2764319488887425,4,2,30,2
16,beta,54,none,1.0,0.5,raw,54,5,0.5546502770083103,0.2848175990393465,9,2,30,2
0,beta,54,none,1.0,0.5,raw,54,50,0.5764675814603102,0.2834319012771348,3,2,30,2
12,beta,54,none,1.0,0.5,raw,54,50,0.5929014308426073,0.2789154516032543,2,2,30,2
4,beta,54,none,1.0,0.5,raw,54,50,0.6046831955922864,0.264556897086714,4,2,30,2
24,beta,54,none,1.0,0.5,raw,54,10,0.5719751315160211,0.2906977818732839,10,2,30,2
8,beta,54,none,1.0,0.5,raw,54,50,0.5353165102826808,0.2869109032173282,16,2,30,2
45,beta,54,none,1.0,0.5,raw,54,50,0.562289431901793,0.303871615184259,29,2,30,2
49,beta,54,none,1.0,0.5,raw,54,50,0.5621515151515152,0.2994861214977367,29,2,30,2
32,beta,54,none,1.0,0.5,raw,54,50,0.6047182791368837,0.2683124628944469,3,2,30,2
20,beta,54,none,1.0,0.5,raw,54,50,0.5922290420085128,0.2766093349132456,8,2,30,2
28,beta,54,none,1.0,0.5,raw,54,20,0.551586402266289,0.3077651742677302,18,2,30,2
36,beta,54,none,1.0,0.5,raw,54,50,0.5689331329827197,0.2832103070630932,8,2,30,2
