seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
42,beta,1,max,1.0,0.5,raw,max,10,0.5,0.4527526180353833
13,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4608541025266575
37,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4538360968264103
3,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4486019710158179
10,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4477945224057659
17,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4657848672556807
1,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4519207671640249
31,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4401935358745359
21,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4448958505683931
30,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4633516036291869
38,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4399247415076956
29,beta,1,max,1.0,0.5,raw,max,20,0.5,0.4473076346712311
2,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4390908337339383
4,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4581784416503245
14,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4440462782203532
23,beta,1,max,1.0,0.5,raw,max,20,0.5,0.4405139411133933
36,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4698657109285388
25,beta,1,max,1.0,0.5,raw,max,50,0.5,0.443925219180545
5,beta,1,max,1.0,0.5,raw,max,50,0.5,0.433716043632744
16,beta,1,max,1.0,0.5,raw,max,20,0.5,0.4431848896860511
46,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4487900222262044
33,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4458527884590895
9,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4453070288874178
41,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4519343188435927
26,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4528952377792484
18,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4483141207684988
44,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4458913220219234
19,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4402610980557017
43,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4497722367222631
34,beta,1,max,1.0,0.5,raw,max,50,0.5,0.451873052785432
47,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4367546988006844
48,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4575555842147519
22,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4495646430465253
15,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4514922288646211
6,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4519126887188894
11,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4581451372818387
35,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4461003578618574
7,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4409924314361951
27,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4653039145206008
39,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4383563788173425
32,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4550154319441313
28,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4571778315045238
24,beta,1,max,1.0,0.5,raw,max,50,0.5,0.443220192324926
20,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4323944310522656
40,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4411445618408086
8,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4461850602317971
0,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4572692805511853
45,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4383538293156276
49,beta,1,max,1.0,0.5,raw,max,50,0.5,0.461948675749997
12,beta,1,max,1.0,0.5,raw,max,50,0.5,0.4378403293605871
