seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_rasch,rmse_rasch
42,beta,54,none,1.0,0.5,raw,54,50,0.6120071684587813,0.2559828132880263
40,beta,54,none,1.0,0.5,raw,54,20,0.4856237816764132,0.2837382949187757
46,beta,54,none,1.0,0.5,raw,54,50,0.5192121212121212,0.2725198606812936
41,beta,54,none,1.0,0.5,raw,54,50,0.504648310784081,0.2570467616679187
5,beta,54,none,1.0,0.5,raw,54,20,0.6122339408381506,0.2738491501946642
13,beta,54,none,1.0,0.5,raw,54,50,0.6559130146997987,0.2530118889691543
33,beta,54,none,1.0,0.5,raw,54,20,0.5147173236514523,0.3094012644244436
15,beta,54,none,1.0,0.5,raw,54,50,0.5848860033217576,0.2785376787482714
17,beta,54,none,1.0,0.5,raw,54,20,0.5954384851994188,0.2704425691773533
1,beta,54,none,1.0,0.5,raw,54,50,0.5636421544341426,0.2967291649451472
29,beta,54,none,1.0,0.5,raw,54,50,0.5064768958491352,0.3003514674823207
9,beta,54,none,1.0,0.5,raw,54,50,0.6121537162162163,0.2610462144991857
25,beta,54,none,1.0,0.5,raw,54,50,0.5866546798521627,0.2931890676509767
37,beta,54,none,1.0,0.5,raw,54,50,0.584356525693497,0.2767548420274865
21,beta,54,none,1.0,0.5,raw,54,50,0.5944095688341213,0.2670451655146512
47,beta,54,none,1.0,0.5,raw,54,20,0.5306493012643788,0.248180353490707
27,beta,54,none,1.0,0.5,raw,54,50,0.6116951770016631,0.2631554809729403
2,beta,54,none,1.0,0.5,raw,54,50,0.6242322061803445,0.2449460819212711
11,beta,54,none,1.0,0.5,raw,54,50,0.637967401725791,0.2631795313137663
48,beta,54,none,1.0,0.5,raw,54,20,0.5631577000610308,0.2529897728914809
39,beta,54,none,1.0,0.5,raw,54,10,0.53537327291121,0.3008959662910295
19,beta,54,none,1.0,0.5,raw,54,50,0.6141239150377532,0.2614764187676293
14,beta,54,none,1.0,0.5,raw,54,20,0.5632381127748437,0.2833154784331508
3,beta,54,none,1.0,0.5,raw,54,50,0.5559487418873948,0.2786375011850187
31,beta,54,none,1.0,0.5,raw,54,20,0.4806115445744835,0.2594425946367004
18,beta,54,none,1.0,0.5,raw,54,20,0.6147445946828662,0.2670232491050727
44,beta,54,none,1.0,0.5,raw,54,20,0.5681216931216931,0.2491408277087913
10,beta,54,none,1.0,0.5,raw,54,10,0.541369578134284,0.288351473228484
35,beta,54,none,1.0,0.5,raw,54,20,0.5485292921224493,0.2781627677605571
22,beta,54,none,1.0,0.5,raw,54,50,0.4923499253158936,0.3185185461633159
7,beta,54,none,1.0,0.5,raw,54,50,0.5314215936661985,0.2690194287533871
23,beta,54,none,1.0,0.5,raw,54,50,0.5719765407668703,0.2981399890642374
43,beta,54,none,1.0,0.5,raw,54,50,0.5822859726821742,0.2932898859450598
38,beta,54,none,1.0,0.5,raw,54,50,0.5742214805962071,0.2861834406409665
34,beta,54,none,1.0,0.5,raw,54,50,0.5389952603391339,0.257867243763398
30,beta,54,none,1.0,0.5,raw,54,50,0.5392127464725952,0.2646037271604759
26,beta,54,none,1.0,0.5,raw,54,50,0.5650431648871796,0.2827656227588627
6,beta,54,none,1.0,0.5,raw,54,20,0.5984017363851619,0.2820687034021137
16,beta,54,none,1.0,0.5,raw,54,5,0.5875761772853185,0.2831345310670058
0,beta,54,none,1.0,0.5,raw,54,50,0.5903802681026911,0.2911871462236635
12,beta,54,none,1.0,0.5,raw,54,50,0.5742130365659778,0.268150385919763
4,beta,54,none,1.0,0.5,raw,54,50,0.5770571664254253,0.2697903728208606
24,beta,54,none,1.0,0.5,raw,54,10,0.5810078909612626,0.3002043802732173
8,beta,54,none,1.0,0.5,raw,54,50,0.5959642522565392,0.2788557423611339
45,beta,54,none,1.0,0.5,raw,54,50,0.6287095483354632,0.2876014773984467
49,beta,54,none,1.0,0.5,raw,54,50,0.5443106060606061,0.2677089343577564
32,beta,54,none,1.0,0.5,raw,54,50,0.539724487398906,0.2525707481668666
20,beta,54,none,1.0,0.5,raw,54,50,0.5771698229597186,0.2748444599578345
28,beta,54,none,1.0,0.5,raw,54,20,0.5591312559017941,0.3087715891961868
36,beta,54,none,1.0,0.5,raw,54,50,0.5669112122685287,0.2680592631515711
