seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_knn,rmse_knn
42,beta,54,none,1.0,0.5,raw,54,50,0.784150599431467,0.22868007871967
40,beta,54,none,1.0,0.5,raw,54,20,0.7019719437482594,0.2638397247683325
46,beta,54,none,1.0,0.5,raw,54,50,0.7341060606060605,0.2503330872793127
41,beta,54,none,1.0,0.5,raw,54,50,0.7134662552417123,0.2448869284805553
5,beta,54,none,1.0,0.5,raw,54,20,0.6535310298162778,0.2645216353010383
13,beta,54,none,1.0,0.5,raw,54,50,0.7283088336688822,0.2308261169643722
33,beta,54,none,1.0,0.5,raw,54,20,0.637203204241586,0.2831152023110669
15,beta,54,none,1.0,0.5,raw,54,50,0.7685338970255171,0.2450169362082414
17,beta,54,none,1.0,0.5,raw,54,20,0.7234913586439378,0.2499981000947285
1,beta,54,none,1.0,0.5,raw,54,50,0.6916908486092433,0.2673210942195931
29,beta,54,none,1.0,0.5,raw,54,50,0.7011704516723924,0.2654832573979924
9,beta,54,none,1.0,0.5,raw,54,50,0.6906714527027028,0.2454830266417614
25,beta,54,none,1.0,0.5,raw,54,50,0.756308061132754,0.2592959352426259
37,beta,54,none,1.0,0.5,raw,54,50,0.7020651522697907,0.2511919188622133
21,beta,54,none,1.0,0.5,raw,54,50,0.6730820567137703,0.2423479256433149
47,beta,54,none,1.0,0.5,raw,54,20,0.7238996102291093,0.2420272065964517
27,beta,54,none,1.0,0.5,raw,54,50,0.7043166429080541,0.2468939668274596
2,beta,54,none,1.0,0.5,raw,54,50,0.7892603850050659,0.2238582241332035
11,beta,54,none,1.0,0.5,raw,54,50,0.704801239029427,0.2476141376370725
48,beta,54,none,1.0,0.5,raw,54,20,0.6902960921751031,0.2514450065417737
39,beta,54,none,1.0,0.5,raw,54,10,0.7291640682381961,0.2693040830324257
19,beta,54,none,1.0,0.5,raw,54,50,0.7349869451697129,0.2418041733486128
14,beta,54,none,1.0,0.5,raw,54,20,0.7642642516969794,0.2470396271599617
3,beta,54,none,1.0,0.5,raw,54,50,0.6270761493171106,0.2596531818221015
31,beta,54,none,1.0,0.5,raw,54,20,0.6833369455281028,0.2522166744123615
18,beta,54,none,1.0,0.5,raw,54,20,0.7295871709451957,0.2407678944635907
44,beta,54,none,1.0,0.5,raw,54,20,0.6947751322751322,0.2455235414769702
10,beta,54,none,1.0,0.5,raw,54,10,0.745874183006536,0.2591934355687856
35,beta,54,none,1.0,0.5,raw,54,20,0.7462076667628157,0.2394110519760144
22,beta,54,none,1.0,0.5,raw,54,50,0.712678131686246,0.2674651499132789
7,beta,54,none,1.0,0.5,raw,54,50,0.7461531094368535,0.2374838792198513
23,beta,54,none,1.0,0.5,raw,54,50,0.7524448650663913,0.2499932124289339
43,beta,54,none,1.0,0.5,raw,54,50,0.7008272486666932,0.2595908789025329
38,beta,54,none,1.0,0.5,raw,54,50,0.6669748423418346,0.2696915716392127
34,beta,54,none,1.0,0.5,raw,54,50,0.717177420734733,0.24462740625466
30,beta,54,none,1.0,0.5,raw,54,50,0.7254905138948545,0.2385141688257742
26,beta,54,none,1.0,0.5,raw,54,50,0.7019874673910121,0.2511481800441731
6,beta,54,none,1.0,0.5,raw,54,20,0.7096487766377269,0.2611161454216502
16,beta,54,none,1.0,0.5,raw,54,5,0.7277008310249308,0.2764724557920783
0,beta,54,none,1.0,0.5,raw,54,50,0.7459071863616074,0.2554461950442105
12,beta,54,none,1.0,0.5,raw,54,50,0.6863990461049284,0.2467617626275594
4,beta,54,none,1.0,0.5,raw,54,50,0.7154518995813295,0.2439155532973653
24,beta,54,none,1.0,0.5,raw,54,10,0.6917443806791009,0.2719456301398552
8,beta,54,none,1.0,0.5,raw,54,50,0.7098767267914764,0.2469508519319976
45,beta,54,none,1.0,0.5,raw,54,50,0.6796073268016884,0.262569425689045
49,beta,54,none,1.0,0.5,raw,54,50,0.701375,0.2415498522449089
32,beta,54,none,1.0,0.5,raw,54,50,0.6877999261720192,0.248050321720236
20,beta,54,none,1.0,0.5,raw,54,50,0.7726466596755289,0.2364650440034044
28,beta,54,none,1.0,0.5,raw,54,20,0.6970538243626061,0.2770273660601607
36,beta,54,none,1.0,0.5,raw,54,50,0.7308377896613191,0.24106060393569131
