seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
1,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5930569493498764,0.486151667068732,2.0
2,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,50,0.53592660707412,0.4456165346622943,2.0
3,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5605657780553729,0.472523473580401,2.0
0,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,20,0.5798416451356051,0.4784311803927357,2.0
15,bernoulli,54,none,1.0,0.5,raw,none,,54,31.0,50,0.5821703096148065,0.4606493517987564,2.0
4,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5814779702567344,0.4657863228671068,2.0
6,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5473763555068267,0.4823865993436684,2.0
7,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.589297138047138,0.4410800572539182,2.0
5,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5846083485780807,0.471596341242846,2.0
10,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6042186101521545,0.4555235226186346,2.0
8,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6048447327044025,0.4596925669325372,2.0
43,bernoulli,54,none,1.0,0.5,raw,none,,54,31.0,50,0.5302822566938235,0.4854453934476764,2.0
31,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6391375732683011,0.4274042327313359,2.0
12,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6274815125193934,0.4646047731193761,2.0
30,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5875689417442261,0.4454549093247185,2.0
19,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6160118753092527,0.431095625018487,2.0
47,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6209922932173121,0.4308409208770808,2.0
39,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5653728222996516,0.4771430122607332,2.0
16,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5557296354322923,0.4675378544674142,2.0
23,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,50,0.5302370275464446,0.4857105332242642,2.0
32,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,20,0.5720894335995268,0.4392407391504958,2.0
27,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5469014140928574,0.4630479665929685,2.0
24,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5148834540821092,0.5142206951557787,2.0
36,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5869667564669264,0.4738424564719524,2.0
42,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5812725021585781,0.4594168715305565,2.0
14,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6217011719103769,0.4342860460106445,2.0
11,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6062698967311126,0.4635188511437682,2.0
35,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,50,0.5988168955616286,0.4560975375251812,2.0
34,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,50,0.6079960881106506,0.4372000858384892,2.0
20,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,20,0.5596503537082659,0.4524022454897909,2.0
38,bernoulli,54,none,1.0,0.5,raw,none,,54,30.0,50,0.554222401973267,0.4581991743484944,2.0
46,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6099911844784409,0.4540684349528064,2.0
44,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6205023402992945,0.426512431605282,2.0
18,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,20,0.6105777277361046,0.4566716629849057,2.0
28,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5648231715469982,0.495844891223783,2.0
40,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6069431929882044,0.4474291440074526,2.0
22,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5298865695567326,0.4872303907980615,2.0
48,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.612088196002319,0.4386492348838541,2.0
26,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5807473702069902,0.4816099276200232,2.0
29,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5961552072800809,0.4593319652147823,2.0
17,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.567284891171633,0.4569173002425917,2.0
25,bernoulli,54,none,1.0,0.5,raw,none,,54,31.0,20,0.5524078557976864,0.4896077106034235,2.0
45,bernoulli,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5471326346159767,0.4946110261809113,2.0
