seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
1,beta,1,max,1.0,0.5,raw,none,,max,286.0,20,0.6238028431271831,0.441357466440993,20,2,30,2,2.0
2,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6364968874086051,0.4277102494076885,22,2,30,2,2.0
3,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6261204033944163,0.4372783167368618,29,2,30,2,2.0
4,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6501680051884969,0.4428237166293144,20,2,30,2,2.0
0,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6296973140601949,0.442337387481174,4,2,30,2,2.0
36,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6127407540394973,0.4533280213771745,8,2,30,2,2.0
16,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6589419432301163,0.4291333179417773,15,2,30,2,2.0
10,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6500749554951747,0.4286756044743178,5,2,30,2,2.0
42,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6503158282578916,0.4383158229852591,16,2,30,2,2.0
31,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6731681962929832,0.4238601531834655,20,2,30,2,2.0
13,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6464475153417539,0.4430661513201909,17,2,30,2,2.0
37,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6547668354338918,0.4401833464894913,26,2,30,2,2.0
30,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6092051630434783,0.4538822423787328,27,2,30,2,2.0
38,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6400096621520941,0.4298184975431265,24,2,30,2,2.0
17,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6222362825788752,0.4485049506044983,28,2,30,2,2.0
21,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6514612305099032,0.4303745499020499,11,2,30,2,2.0
32,beta,1,max,1.0,0.5,raw,none,,max,286.0,20,0.6139788732394366,0.4428671570658654,19,2,30,2,2.0
14,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.5842247123524222,0.4412600351062427,23,2,30,2,2.0
5,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6666528932744427,0.4107568430768784,8,2,30,2,2.0
24,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6228115163356127,0.4367285978131613,22,2,30,2,2.0
28,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6263285318749946,0.4449915817085972,25,2,30,2,2.0
40,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6525039512593046,0.4274723521990721,26,2,30,2,2.0
44,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6167751068795599,0.4355879452077296,19,2,30,2,2.0
18,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6377634078099776,0.4368934343402603,18,2,30,2,2.0
8,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6180452647993181,0.4361049515075915,28,2,30,2,2.0
23,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6514434090928853,0.4298335434073834,25,2,30,2,2.0
12,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6217761611294942,0.4322867584715883,30,2,30,2,2.0
20,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6559817501940217,0.4215416827763499,28,2,30,2,2.0
48,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.607336729206501,0.446435082251891,27,2,30,2,2.0
26,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6071584119169843,0.4410546852296284,28,2,30,2,2.0
34,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6439741506826062,0.4351253608136652,20,2,30,2,2.0
46,beta,1,max,1.0,0.5,raw,none,,max,286.0,50,0.6688241397633272,0.433547266625028,18,2,30,2,2.0
