seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
3,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5592281628795206,0.3649716579851523,2.0
0,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,0.5442199255756512,0.3726328804477842,2.0
1,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5536802686511401,0.3834994050522408,2.0
16,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5498961076480328,0.3518657859625774,2.0
9,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.6259917755200775,0.3559867522046414,2.0
2,beta,54,none,1.0,0.5,raw,none,,54,30.0,20,0.5750876780291689,0.3175574071866562,2.0
6,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5920759597759239,0.3749385425752164,2.0
10,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5893467906917274,0.3578510521855009,2.0
14,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5845378470901483,0.3109592003654126,2.0
8,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5425275157232704,0.3766150861246224,2.0
38,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.542698362767567,0.38296604969531,2.0
42,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,0.561478748187609,0.3703543675572638,2.0
18,beta,54,none,1.0,0.5,raw,none,,54,29.0,10,0.6010985499748946,0.359764427158213,2.0
26,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5240795724465559,0.36015192306468,2.0
46,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5791134549823299,0.350461943224838,2.0
30,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5855179248534989,0.3602312502273582,2.0
22,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.535344647337608,0.3879854476291389,2.0
34,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.6518069203185395,0.3419018829348525,2.0
44,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5963873689762015,0.33378740268962,2.0
36,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5460989197813407,0.3844895703832122,2.0
20,beta,54,none,1.0,0.5,raw,none,,54,30.0,20,0.51372894499454,0.3615998766941096,2.0
12,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6276853561034166,0.355964022176613,2.0
4,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6282043915845518,0.3650575505570796,2.0
32,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5790354185152322,0.3412297912349878,2.0
28,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5711575745420511,0.3909012580557111,2.0
40,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5175550868283093,0.3668195219838365,2.0
24,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5437597566345115,0.3880194358885859,2.0
48,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5749502180324151,0.3555671220419661,2.0
37,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.6180552680366368,0.3671861405043088,2.0
5,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5412532106362141,0.3691026577270678,2.0
25,beta,54,none,1.0,0.5,raw,none,,54,31.0,50,0.5402475114339521,0.3654254882505983,2.0
49,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5958243290879275,0.3539696196690812,2.0
7,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5329503367003368,0.3432851162095017,2.0
33,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.532011214645007,0.3720642650042692,2.0
17,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5726178343306323,0.3628742440163585,2.0
31,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6015808839258974,0.3414220662239764,2.0
39,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.541212543554007,0.3723260396186373,2.0
29,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5391001011122346,0.3647782440519211,2.0
19,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.6214398812469074,0.3526133408848498,2.0
35,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.4571384093818106,0.3579016004010721,2.0
13,beta,54,none,1.0,0.5,raw,none,,54,29.0,20,0.5870461833959287,0.357524461042754,2.0
23,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.5600372721448955,0.3626814166289674,2.0
41,beta,54,none,1.0,0.5,raw,none,,54,30.0,50,0.6122429080715439,0.3273546963593574,2.0
21,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5991104108195053,0.3407947235557209,2.0
45,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5819988652806671,0.3834601587255332,2.0
27,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5846612987221087,0.348869884251175,2.0
43,beta,54,none,1.0,0.5,raw,none,,54,31.0,20,0.5141581589294415,0.3635461928114096,2.0
15,beta,54,none,1.0,0.5,raw,none,,54,31.0,50,0.517051205761645,0.3733969638482912,2.0
11,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5652884540725212,0.3554887451584669,2.0
47,beta,54,none,1.0,0.5,raw,none,,54,29.0,50,0.5885980367480493,0.3414755155190394,2.0
