seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
24,beta,54,none,1.0,0.1,pca,54,0.5824456001912961,0.32420041135836
0,beta,54,none,1.0,0.1,pca,54,0.6347856762321636,0.302836321001076
8,beta,54,none,1.0,0.1,pca,54,0.6141429612336243,0.2956300783830078
16,beta,54,none,1.0,0.1,pca,54,0.6028635734072022,0.3243522254394413
4,beta,54,none,1.0,0.1,pca,54,0.5801310485439914,0.2925730130572838
12,beta,54,none,1.0,0.1,pca,54,0.6211287758346582,0.3021284623253458
20,beta,54,none,1.0,0.1,pca,54,0.6737053543889953,0.293649746648977
28,beta,54,none,1.0,0.1,pca,54,0.6265061378659113,0.3172033183846669
48,beta,54,none,1.0,0.1,pca,54,0.6093423461744742,0.2933330813636203
32,beta,54,none,1.0,0.1,pca,54,0.5987784824994128,0.301777885287898
44,beta,54,none,1.0,0.1,pca,54,0.6115356427856428,0.2838200656577198
40,beta,54,none,1.0,0.1,pca,54,0.5541675368978001,0.302080198249772
36,beta,54,none,1.0,0.1,pca,54,0.602882249819537,0.2963008221962484
11,beta,54,none,1.0,0.1,pca,54,0.5933586547680507,0.2932210979853493
19,beta,54,none,1.0,0.1,pca,54,0.6160468562557335,0.29931157716524
6,beta,54,none,1.0,0.1,pca,54,0.5744738226782425,0.3255253397311773
7,beta,54,none,1.0,0.1,pca,54,0.6417363682799132,0.2817710976355553
17,beta,54,none,1.0,0.1,pca,54,0.6151738229241198,0.3134168882999754
23,beta,54,none,1.0,0.1,pca,54,0.6385973214029654,0.2938356923855924
1,beta,54,none,1.0,0.1,pca,54,0.6176339443697361,0.2996440295453537
22,beta,54,none,1.0,0.1,pca,54,0.5818261946092878,0.3125148292837679
3,beta,54,none,1.0,0.1,pca,54,0.5874504961676882,0.2980877549520082
21,beta,54,none,1.0,0.1,pca,54,0.5942631773833821,0.2961427290775326
27,beta,54,none,1.0,0.1,pca,54,0.620029252791637,0.2934430415774851
15,beta,54,none,1.0,0.1,pca,54,0.6367771402687605,0.300880452925617
10,beta,54,none,1.0,0.1,pca,54,0.6158793820558527,0.3021056383492255
35,beta,54,none,1.0,0.1,pca,54,0.5965778399047387,0.294710285503272
14,beta,54,none,1.0,0.1,pca,54,0.607158700000837,0.3111086149318971
9,beta,54,none,1.0,0.1,pca,54,0.6194045608108109,0.2910372962819219
31,beta,54,none,1.0,0.1,pca,54,0.648845000722439,0.2819236925406184
26,beta,54,none,1.0,0.1,pca,54,0.6007348788424818,0.2993737145677019
43,beta,54,none,1.0,0.1,pca,54,0.5819767519184988,0.3207482188926833
38,beta,54,none,1.0,0.1,pca,54,0.5353838290451816,0.3350298618771447
34,beta,54,none,1.0,0.1,pca,54,0.5996868743904317,0.3218444152300677
46,beta,54,none,1.0,0.1,pca,54,0.5924356060606061,0.2995695502957556
42,beta,54,none,1.0,0.1,pca,54,0.6015905017921147,0.2919375007987099
33,beta,54,none,1.0,0.1,pca,54,0.560065122176118,0.3315504632251652
29,beta,54,none,1.0,0.1,pca,54,0.61741697526733,0.3191013349349449
41,beta,54,none,1.0,0.1,pca,54,0.5691411504074689,0.3091750042790187
30,beta,54,none,1.0,0.1,pca,54,0.5929889538134873,0.2952233724974206
45,beta,54,none,1.0,0.1,pca,54,0.6003304547625501,0.3203048937755082
5,beta,54,none,1.0,0.1,pca,54,0.5361193239486343,0.3141136587997254
39,beta,54,none,1.0,0.1,pca,54,0.6224379495281255,0.3174592146246445
37,beta,54,none,1.0,0.1,pca,54,0.6259699574842821,0.2900674850974164
47,beta,54,none,1.0,0.1,pca,54,0.6176347561555281,0.2909201651058413
13,beta,54,none,1.0,0.1,pca,54,0.6297298601726468,0.2853714509752494
49,beta,54,none,1.0,0.1,pca,54,0.572784090909091,0.3018772172945149
2,beta,54,none,1.0,0.1,pca,54,0.6607301165146909,0.2800789134760655
25,beta,54,none,1.0,0.1,pca,54,0.6068691106449573,0.3095077547710313
18,beta,54,none,1.0,0.1,pca,54,0.607885884120452,0.30036734303507034
