seed,lambda_tau,n_samples,model_type,pre_revision,j_percentage,embedding_type,baseline_embedding_type,train_retention,observed_train_pairs,auc_knn,rmse_knn,auc_araf,rmse_araf,knn_k
25,0.21,1,beta,max,1.0,raw,raw,0.05,1230,0.6596141214367981,0.429696793889191,0.6492788115462137,0.4659958514665366,20
34,1000.0,1,beta,max,1.0,raw,raw,0.05,1174,0.7384805645141734,0.4003861589880501,0.7088660006304711,0.4495910594401235,20
12,0.21,1,beta,max,1.0,raw,raw,0.05,1196,0.7471507714628879,0.3939316413863772,0.7327422605624886,0.4208136028284975,20
3,0.18,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.7124062230967901,0.4471971051232893,20
14,500.0,1,beta,max,1.0,raw,raw,0.05,1211,0.6582375133735009,0.432888195841331,0.6104119976725416,0.4872915384662922,20
28,500.0,1,beta,max,1.0,raw,raw,0.05,1159,0.725022792159093,0.4156502386188591,0.6931862057069006,0.4579292669231693,20
37,0.185,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.7219172885764717,0.4428080689525532,20
11,0.175,1,beta,max,1.0,raw,raw,0.05,1225,0.7137179537870008,0.4159341472659702,0.6951358497921449,0.4516910191894102,20
43,10.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.7039344913084581,0.446854998401031,20
0,0.19,1,beta,max,1.0,raw,raw,0.05,1136,0.7060561148173377,0.4192728394012163,0.7050381480809582,0.4578654509248203,20
4,3.0,1,beta,max,1.0,raw,raw,0.05,1198,0.7059760859965778,0.4169760886307505,0.6872495446265938,0.4714225873938916,20
21,0.23,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.6766002949852508,0.4635752190723157,20
48,0.3,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5725935109942638,0.5149219806609105,20
14,0.19,1,beta,max,1.0,raw,raw,0.05,1211,0.6582375133735009,0.432888195841331,0.6111868160744787,0.4856533133354966,20
33,0.195,1,beta,max,1.0,raw,raw,0.05,1170,0.7167915579314416,0.408129251904852,0.6418109353511622,0.4827667887507874,20
48,1.5,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5708076900095602,0.5152887346051593,20
1,1.0,1,beta,max,1.0,raw,raw,0.05,1159,0.7183165964659954,0.4140221018247332,0.6729466303677831,0.4642361749430101,20
42,0.25,1,beta,max,1.0,raw,raw,0.05,1104,0.7247423953298313,0.410938461650695,0.7189798116854823,0.4296615419349779,20
48,1000.0,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5696275991873805,0.5149884195784963,20
2,10.0,1,beta,max,1.0,raw,raw,0.05,1196,0.7060322556787897,0.4050604938727568,0.691172851470352,0.4490310608563903,20
45,0.22,1,beta,max,1.0,raw,raw,0.05,1146,0.7383582327002681,0.3984573770688642,0.730467279620341,0.4264906127495882,20
3,0.22,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.7117470175870126,0.4476925673740555,20
39,0.175,1,beta,max,1.0,raw,raw,0.05,1120,0.7386832343328801,0.3912326092556972,0.73793804718624,0.423618757156338,20
11,0.4,1,beta,max,1.0,raw,raw,0.05,1225,0.7137179537870008,0.4159341472659702,0.6952506504794229,0.4511704548074408,20
15,10.0,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.719362028165154,0.4386028116538332,20
40,0.21,1,beta,max,1.0,raw,raw,0.05,1152,0.7377517334556949,0.397164405223354,0.7054865147343733,0.4375514272709042,20
20,0.2,1,beta,max,1.0,raw,raw,0.05,1156,0.709393226288187,0.4032270494564955,0.6947802262411513,0.440243362294403,20
9,0.15,1,beta,max,1.0,raw,raw,0.05,1221,0.7295753981783644,0.4036097377101906,0.6922300423749452,0.4521428843212829,20
23,0.75,1,beta,max,1.0,raw,raw,0.05,1176,0.7256823744161516,0.4009906088128904,0.6196455338563527,0.4665590901643054,20
28,0.25,1,beta,max,1.0,raw,raw,0.05,1159,0.725022792159093,0.4156502386188591,0.6916310156644294,0.4591861687076658,20
25,75.0,1,beta,max,1.0,raw,raw,0.05,1230,0.6596141214367981,0.429696793889191,0.646911591803436,0.4679999549663962,20
29,1.0,1,beta,max,1.0,raw,raw,0.05,1119,0.7403011849552731,0.4051343012586228,0.6594171726247198,0.473325460540865,20
47,50.0,1,beta,max,1.0,raw,raw,0.05,1180,0.7787879855406878,0.3757726735744318,0.7157385607099963,0.4267326190416927,20
6,0.2,1,beta,max,1.0,raw,raw,0.05,1154,0.6918590269088609,0.4221584815804245,0.6462203909047763,0.4810128581376553,20
25,0.4,1,beta,max,1.0,raw,raw,0.05,1230,0.6596141214367981,0.429696793889191,0.6471350417506477,0.4683225749291513,20
20,0.3,1,beta,max,1.0,raw,raw,0.05,1156,0.709393226288187,0.4032270494564955,0.6939409350673785,0.4409602114359192,20
31,100.0,1,beta,max,1.0,raw,raw,0.05,1185,0.7771053572340535,0.3789932898214263,0.7422858344686779,0.428975833744573,20
21,20.0,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.6750790139064475,0.4645870044660141,20
8,20.0,1,beta,max,1.0,raw,raw,0.05,1160,0.724301560320781,0.4112565495453573,0.6885145474972882,0.4554514520151074,20
14,1.0,1,beta,max,1.0,raw,raw,0.05,1211,0.6582375133735009,0.432888195841331,0.6097944704093698,0.4877572414079631,20
37,5.0,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.721273444193272,0.4443495863610269,20
34,0.2,1,beta,max,1.0,raw,raw,0.05,1174,0.7384805645141734,0.4003861589880501,0.7064696040156163,0.4501970667608344,20
14,30.0,1,beta,max,1.0,raw,raw,0.05,1211,0.6582375133735009,0.432888195841331,0.6102610882744899,0.4873720325116445,20
30,10.0,1,beta,max,1.0,raw,raw,0.05,1183,0.6960960925787107,0.4303891781685511,0.6589513836831584,0.4717174538603719,20
9,0.23,1,beta,max,1.0,raw,raw,0.05,1221,0.7295753981783644,0.4036097377101906,0.6904650284934976,0.4546245557600887,20
10,5.0,1,beta,max,1.0,raw,raw,0.05,1116,0.7264184486614917,0.4027762819496236,0.7167472077876837,0.4402066361658924,20
47,0.2,1,beta,max,1.0,raw,raw,0.05,1180,0.7787879855406878,0.3757726735744318,0.7170041745685986,0.4252870824255391,20
4,100.0,1,beta,max,1.0,raw,raw,0.05,1198,0.7059760859965778,0.4169760886307505,0.6861138709499365,0.4716761334208347,20
18,0.22,1,beta,max,1.0,raw,raw,0.05,1167,0.7538667228520702,0.4007237792869717,0.7583030975302179,0.4242525919698506,20
1,0.25,1,beta,max,1.0,raw,raw,0.05,1159,0.7183165964659954,0.4140221018247332,0.6714724162728581,0.4647041880645244,20
11,75.0,1,beta,max,1.0,raw,raw,0.05,1225,0.7137179537870008,0.4159341472659702,0.6963889461158177,0.4503252417027795,20
36,20.0,1,beta,max,1.0,raw,raw,0.05,1194,0.6740933572710951,0.4274537895000301,0.6482807899461401,0.4817571809913469,20
17,0.5,1,beta,max,1.0,raw,raw,0.05,1179,0.7167873799725651,0.4171305835488497,0.6627558299039781,0.4755713991296849,20
37,200.0,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.721593108413588,0.4440524360112277,20
42,30.0,1,beta,max,1.0,raw,raw,0.05,1104,0.7247423953298313,0.410938461650695,0.720408535234988,0.4291855220757434,20
20,50.0,1,beta,max,1.0,raw,raw,0.05,1156,0.709393226288187,0.4032270494564955,0.6931920404035652,0.4415426465516453,20
40,0.4,1,beta,max,1.0,raw,raw,0.05,1152,0.7377517334556949,0.397164405223354,0.7023357040889161,0.4408154035640548,20
35,1.5,1,beta,max,1.0,raw,raw,0.05,1138,0.7733655113174913,0.3884807289172452,0.7632817564989853,0.4113093923449298,20
45,0.5,1,beta,max,1.0,raw,raw,0.05,1146,0.7383582327002681,0.3984573770688642,0.7304804872411381,0.4267264033790239,20
7,0.195,1,beta,max,1.0,raw,raw,0.05,1149,0.7735388640465903,0.3853602389534872,0.7168452510615866,0.4347131730046114,20
21,1.5,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.6754582806573958,0.4648174470784669,20
46,0.22,1,beta,max,1.0,raw,raw,0.05,1170,0.7317804074754902,0.4061032910637041,0.6499711578967525,0.4852737272240674,20
30,0.5,1,beta,max,1.0,raw,raw,0.05,1183,0.6960960925787107,0.4303891781685511,0.6591922788605697,0.4721046886624974,20
9,200.0,1,beta,max,1.0,raw,raw,0.05,1221,0.7295753981783644,0.4036097377101906,0.6910023257513029,0.4544957736619318,20
49,0.16,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.701427492671281,0.4492569948584835,20
22,0.23,1,beta,max,1.0,raw,raw,0.05,1153,0.6898513132993365,0.4221654880864654,0.6623772251022904,0.4813206880846592,20
4,0.22,1,beta,max,1.0,raw,raw,0.05,1198,0.7059760859965778,0.4169760886307505,0.693568195617376,0.4671807885086598,20
32,3.0,1,beta,max,1.0,raw,raw,0.05,1161,0.6492947287686515,0.4338309695883736,0.6679235810905034,0.4707483768475669,20
37,0.75,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.7209521671363247,0.4445275197601687,20
41,2.0,1,beta,max,1.0,raw,raw,0.05,1171,0.7159707130403931,0.4121018901705698,0.6850327544946463,0.4552341733912081,20
26,0.21,1,beta,max,1.0,raw,raw,0.05,1150,0.6840898779317255,0.4225668003386489,0.6542900766133797,0.4687075595716506,20
49,20.0,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7085263751446782,0.4488333500092356,20
34,0.195,1,beta,max,1.0,raw,raw,0.05,1174,0.7384805645141734,0.4003861589880501,0.7065247702417615,0.4501468028249378,20
9,0.75,1,beta,max,1.0,raw,raw,0.05,1221,0.7295753981783644,0.4036097377101906,0.6906641176757099,0.4551218854959479,20
7,0.3,1,beta,max,1.0,raw,raw,0.05,1149,0.7735388640465903,0.3853602389534872,0.7175290574849074,0.4350686291565816,20
48,50.0,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5697814591300191,0.5150602021723297,20
39,75.0,1,beta,max,1.0,raw,raw,0.05,1120,0.7386832343328801,0.3912326092556972,0.7338110403397028,0.4279992663787187,20
35,0.3,1,beta,max,1.0,raw,raw,0.05,1138,0.7733655113174913,0.3884807289172452,0.7625035400073491,0.4113351319559415,20
2,1.0,1,beta,max,1.0,raw,raw,0.05,1196,0.7060322556787897,0.4050604938727568,0.6920083801518425,0.4489764513783839,20
32,100.0,1,beta,max,1.0,raw,raw,0.05,1161,0.6492947287686515,0.4338309695883736,0.6673357969599777,0.4708478712971362,20
27,30.0,1,beta,max,1.0,raw,raw,0.05,1126,0.6510173455898858,0.4379350338552424,0.6363135009602567,0.4876622816334324,20
1,0.19,1,beta,max,1.0,raw,raw,0.05,1159,0.7183165964659954,0.4140221018247332,0.6713330850626669,0.4647740864845135,20
12,0.4,1,beta,max,1.0,raw,raw,0.05,1196,0.7471507714628879,0.3939316413863772,0.7312195238795909,0.4230142328943027,20
3,0.5,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.7100332062476941,0.4479560021568152,20
44,10.0,1,beta,max,1.0,raw,raw,0.05,1164,0.6814670272614198,0.4177776327542268,0.6724847139910362,0.4540053234870044,20
45,100.0,1,beta,max,1.0,raw,raw,0.05,1146,0.7383582327002681,0.3984573770688642,0.731466856376129,0.4264571223904118,20
27,2.0,1,beta,max,1.0,raw,raw,0.05,1126,0.6510173455898858,0.4379350338552424,0.6354724102859708,0.4882001275385495,20
26,75.0,1,beta,max,1.0,raw,raw,0.05,1150,0.6840898779317255,0.4225668003386489,0.6500717616882766,0.4698537864412326,20
33,50.0,1,beta,max,1.0,raw,raw,0.05,1170,0.7167915579314416,0.408129251904852,0.6416569643068912,0.4828630198741173,20
43,1.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.7046645337316606,0.4466268817628155,20
43,500.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.703646175015055,0.4468793408643192,20
30,1.0,1,beta,max,1.0,raw,raw,0.05,1183,0.6960960925787107,0.4303891781685511,0.6590649987506246,0.4720184184012612,20
21,0.2,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.6790444584913612,0.4618946740757019,20
21,1000.0,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.674909748560191,0.4644974773202974,20
5,3.0,1,beta,max,1.0,raw,raw,0.05,1228,0.7525718094135091,0.3808741640007276,0.7130257249312866,0.4238646003743328,20
48,0.2,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5769968182361376,0.5136543822120239,20
15,500.0,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.7195557163035343,0.4384063290631218,20
10,0.23,1,beta,max,1.0,raw,raw,0.05,1116,0.7264184486614917,0.4027762819496236,0.7167333938743101,0.4389435080837183,20
26,0.4,1,beta,max,1.0,raw,raw,0.05,1150,0.6840898779317255,0.4225668003386489,0.6528695237582572,0.4690648610908914,20
49,0.195,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7001645458172718,0.4505419110639375,20
16,10.0,1,beta,max,1.0,raw,raw,0.05,1153,0.7506174179889449,0.3962136081626985,0.719889896186921,0.430449555621614,20
19,3.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7217224181637827,0.4045075498838276,0.7044710266725449,0.4383584524011362,20
23,200.0,1,beta,max,1.0,raw,raw,0.05,1176,0.7256823744161516,0.4009906088128904,0.617102452982769,0.4677327243870744,20
38,200.0,1,beta,max,1.0,raw,raw,0.05,1208,0.7067590295350474,0.4079173424662888,0.6851715366096003,0.4446493364043685,20
47,3.0,1,beta,max,1.0,raw,raw,0.05,1180,0.7787879855406878,0.3757726735744318,0.7155056616648825,0.4270807087825364,20
38,5.0,1,beta,max,1.0,raw,raw,0.05,1208,0.7067590295350474,0.4079173424662888,0.6853626414158862,0.4448187583814318,20
49,1000.0,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7089982490214635,0.4486957324907127,20
5,50.0,1,beta,max,1.0,raw,raw,0.05,1228,0.7525718094135091,0.3808741640007276,0.712857471550018,0.4238437702437989,20
24,0.75,1,beta,max,1.0,raw,raw,0.05,1113,0.6967525507435146,0.4152518590797088,0.6324225957885596,0.4708048920213574,20
15,0.25,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.7252625989522394,0.4336267235392596,20
31,0.22,1,beta,max,1.0,raw,raw,0.05,1185,0.7771053572340535,0.3789932898214263,0.7484252070116247,0.4226083915254167,20
18,0.5,1,beta,max,1.0,raw,raw,0.05,1167,0.7538667228520702,0.4007237792869717,0.756205440275639,0.4270133992444591,20
17,100.0,1,beta,max,1.0,raw,raw,0.05,1179,0.7167873799725651,0.4171305835488497,0.6611944444444444,0.4762609340634071,20
7,1.5,1,beta,max,1.0,raw,raw,0.05,1149,0.7735388640465903,0.3853602389534872,0.7177480356288303,0.4355555648963196,20
13,2.0,1,beta,max,1.0,raw,raw,0.05,1141,0.7357410765416164,0.4064075274595887,0.7237280294043409,0.4522502776240503,20
22,1.5,1,beta,max,1.0,raw,raw,0.05,1153,0.6898513132993365,0.4221654880864654,0.6626591624346698,0.4812404823600613,20
2,0.25,1,beta,max,1.0,raw,raw,0.05,1196,0.7060322556787897,0.4050604938727568,0.6940160717336917,0.448047337951687,20
12,75.0,1,beta,max,1.0,raw,raw,0.05,1196,0.7471507714628879,0.3939316413863772,0.7316951652254846,0.4229728753769823,20
29,0.25,1,beta,max,1.0,raw,raw,0.05,1119,0.7403011849552731,0.4051343012586228,0.6599042234262361,0.47229614411621,20
49,1.5,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7066929588239756,0.449263761172702,20
36,1.5,1,beta,max,1.0,raw,raw,0.05,1194,0.6740933572710951,0.4274537895000301,0.647572710951526,0.4825996658188872,20
37,0.23,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.7214392437989657,0.4435314231156747,20
15,0.19,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.7286458827435727,0.4327127252146782,20
7,1000.0,1,beta,max,1.0,raw,raw,0.05,1149,0.7735388640465903,0.3853602389534872,0.7172331797055858,0.4359149147664048,20
38,0.75,1,beta,max,1.0,raw,raw,0.05,1208,0.7067590295350474,0.4079173424662888,0.6860221534571596,0.4447073421756137,20
13,0.21,1,beta,max,1.0,raw,raw,0.05,1141,0.7357410765416164,0.4064075274595887,0.7228546754992142,0.4521160896874472,20
22,20.0,1,beta,max,1.0,raw,raw,0.05,1153,0.6898513132993365,0.4221654880864654,0.6621298250931275,0.4808965964518737,20
36,0.3,1,beta,max,1.0,raw,raw,0.05,1194,0.6740933572710951,0.4274537895000301,0.6475102333931777,0.4831123198884561,20
10,0.75,1,beta,max,1.0,raw,raw,0.05,1116,0.7264184486614917,0.4027762819496236,0.7155577097252352,0.4407129497545365,20
25,5.0,1,beta,max,1.0,raw,raw,0.05,1230,0.6596141214367981,0.429696793889191,0.6464414471158461,0.4682059150356788,20
46,0.5,1,beta,max,1.0,raw,raw,0.05,1170,0.7317804074754902,0.4061032910637041,0.6502541934742647,0.4856896863295911,20
8,0.3,1,beta,max,1.0,raw,raw,0.05,1160,0.724301560320781,0.4112565495453573,0.6902064688904386,0.4543612650195036,20
15,1.0,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.7185820051860988,0.4385068921174984,20
27,0.21,1,beta,max,1.0,raw,raw,0.05,1126,0.6510173455898858,0.4379350338552424,0.6351377753636643,0.4874237618376965,20
10,200.0,1,beta,max,1.0,raw,raw,0.05,1116,0.7264184486614917,0.4027762819496236,0.7170997628811739,0.439851927469507,20
23,0.23,1,beta,max,1.0,raw,raw,0.05,1176,0.7256823744161516,0.4009906088128904,0.62030973146484,0.4645465894746142,20
35,0.195,1,beta,max,1.0,raw,raw,0.05,1138,0.7733655113174913,0.3884807289172452,0.7620857606276288,0.4109011652152668,20
43,0.25,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.7074528247931826,0.4457086340440901,20
49,0.3,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7021813037700447,0.4500990659228593,20
35,1000.0,1,beta,max,1.0,raw,raw,0.05,1138,0.7733655113174913,0.3884807289172452,0.7634060956000925,0.4108952177799012,20
41,0.4,1,beta,max,1.0,raw,raw,0.05,1171,0.7159707130403931,0.4121018901705698,0.68510209270206,0.4552591315877115,20
22,0.2,1,beta,max,1.0,raw,raw,0.05,1153,0.6898513132993365,0.4221654880864654,0.6626112330881653,0.4812302176633061,20
42,2.0,1,beta,max,1.0,raw,raw,0.05,1104,0.7247423953298313,0.410938461650695,0.7202837587384379,0.4293818860841425,20
28,2.0,1,beta,max,1.0,raw,raw,0.05,1159,0.725022792159093,0.4156502386188591,0.6919773621470247,0.4590396117392085,20
41,0.21,1,beta,max,1.0,raw,raw,0.05,1171,0.7159707130403931,0.4121018901705698,0.6856161949065778,0.4550569717664516,20
29,500.0,1,beta,max,1.0,raw,raw,0.05,1119,0.7403011849552731,0.4051343012586228,0.658633353601907,0.4736007994224995,20
11,5.0,1,beta,max,1.0,raw,raw,0.05,1225,0.7137179537870008,0.4159341472659702,0.6960154103448251,0.4505197841066112,20
7,0.2,1,beta,max,1.0,raw,raw,0.05,1149,0.7735388640465903,0.3853602389534872,0.7170487921039796,0.4352603192078431,20
1,500.0,1,beta,max,1.0,raw,raw,0.05,1159,0.7183165964659954,0.4140221018247332,0.674735142284775,0.4638339382100979,20
33,3.0,1,beta,max,1.0,raw,raw,0.05,1170,0.7167915579314416,0.408129251904852,0.6412468116527907,0.4836706146632949,20
35,0.2,1,beta,max,1.0,raw,raw,0.05,1138,0.7733655113174913,0.3884807289172452,0.762017300981372,0.4109576615583946,20
5,0.22,1,beta,max,1.0,raw,raw,0.05,1228,0.7525718094135091,0.3808741640007276,0.715077464926899,0.4225273387009316,20
22,1000.0,1,beta,max,1.0,raw,raw,0.05,1153,0.6898513132993365,0.4221654880864654,0.6618281521474814,0.4807373939573358,20
21,0.3,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.6761255092007306,0.4640889490983891,20
6,3.0,1,beta,max,1.0,raw,raw,0.05,1154,0.6918590269088609,0.4221584815804245,0.6461445254634623,0.4803665796832846,20
40,75.0,1,beta,max,1.0,raw,raw,0.05,1152,0.7377517334556949,0.397164405223354,0.7033528347099011,0.4403221523507528,20
16,500.0,1,beta,max,1.0,raw,raw,0.05,1153,0.7506174179889449,0.3962136081626985,0.7195300151041483,0.4305343086459094,20
13,0.4,1,beta,max,1.0,raw,raw,0.05,1141,0.7357410765416164,0.4064075274595887,0.7232360420750009,0.4523841787135966,20
19,0.22,1,beta,max,1.0,raw,raw,0.05,1187,0.7217224181637827,0.4045075498838276,0.7087088752342113,0.4380176751215321,20
47,0.22,1,beta,max,1.0,raw,raw,0.05,1180,0.7787879855406878,0.3757726735744318,0.7167699707669295,0.4256057027399753,20
31,0.5,1,beta,max,1.0,raw,raw,0.05,1185,0.7771053572340535,0.3789932898214263,0.7436249095980139,0.4274005022320007,20
3,1.0,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.7096900750215226,0.4478484109134639,20
11,0.23,1,beta,max,1.0,raw,raw,0.05,1225,0.7137179537870008,0.4159341472659702,0.6949277518695863,0.4515147702028519,20
49,0.2,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7003742675402873,0.4505094809746447,20
0,30.0,1,beta,max,1.0,raw,raw,0.05,1136,0.7060561148173377,0.4192728394012163,0.7023792490869447,0.4583572811314904,20
45,10.0,1,beta,max,1.0,raw,raw,0.05,1146,0.7383582327002681,0.3984573770688642,0.7313332793021574,0.4265185979810866,20
4,0.5,1,beta,max,1.0,raw,raw,0.05,1198,0.7059760859965778,0.4169760886307505,0.6892794060826848,0.4705075376010217,20
3,10.0,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.7090825236748248,0.4476673704034344,20
34,50.0,1,beta,max,1.0,raw,raw,0.05,1174,0.7384805645141734,0.4003861589880501,0.708753849511385,0.4496934124502905,20
9,20.0,1,beta,max,1.0,raw,raw,0.05,1221,0.7295753981783644,0.4036097377101906,0.6907724903804003,0.4547212044195644,20
44,500.0,1,beta,max,1.0,raw,raw,0.05,1164,0.6814670272614198,0.4177776327542268,0.6730183566357288,0.4536992249309216,20
44,1.0,1,beta,max,1.0,raw,raw,0.05,1164,0.6814670272614198,0.4177776327542268,0.6726088949838263,0.4542479412460491,20
5,100.0,1,beta,max,1.0,raw,raw,0.05,1228,0.7525718094135091,0.3808741640007276,0.7128521207357726,0.4238349984310432,20
31,10.0,1,beta,max,1.0,raw,raw,0.05,1185,0.7771053572340535,0.3789932898214263,0.7422973663849035,0.428947626699429,20
28,30.0,1,beta,max,1.0,raw,raw,0.05,1159,0.725022792159093,0.4156502386188591,0.6928492927860879,0.458222052401935,20
19,0.5,1,beta,max,1.0,raw,raw,0.05,1187,0.7217224181637827,0.4045075498838276,0.7052673454204785,0.4387556347661761,20
31,1.0,1,beta,max,1.0,raw,raw,0.05,1185,0.7771053572340535,0.3789932898214263,0.7431139358814475,0.4281959307866107,20
0,2.0,1,beta,max,1.0,raw,raw,0.05,1136,0.7060561148173377,0.4192728394012163,0.7017172626484249,0.4588120319565169,20
17,10.0,1,beta,max,1.0,raw,raw,0.05,1179,0.7167873799725651,0.4171305835488497,0.661403635116598,0.4762855569326747,20
46,100.0,1,beta,max,1.0,raw,raw,0.05,1170,0.7317804074754902,0.4061032910637041,0.6498730229396446,0.4856482506614762,20
39,5.0,1,beta,max,1.0,raw,raw,0.05,1120,0.7386832343328801,0.3912326092556972,0.7344181636012308,0.4279829722475463,20
28,0.21,1,beta,max,1.0,raw,raw,0.05,1159,0.725022792159093,0.4156502386188591,0.6922724978656567,0.4589168093034421,20
21,50.0,1,beta,max,1.0,raw,raw,0.05,1192,0.6905116589408625,0.4169061647973653,0.674989113639556,0.4645410401576191,20
15,30.0,1,beta,max,1.0,raw,raw,0.05,1076,0.7070802896625874,0.4177283014327177,0.7194160500268793,0.438533617823201,20
43,30.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.703793192774935,0.4468642520278927,20
32,0.22,1,beta,max,1.0,raw,raw,0.05,1161,0.6492947287686515,0.4338309695883736,0.6709391995537582,0.4687832820521012,20
37,20.0,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.721461178377151,0.4441868458554244,20
37,1.5,1,beta,max,1.0,raw,raw,0.05,1111,0.7351806118973152,0.4023494905228942,0.7211418367241611,0.4445203126121615,20
30,0.25,1,beta,max,1.0,raw,raw,0.05,1183,0.6960960925787107,0.4303891781685511,0.6597872938530733,0.4718564730916612,20
24,0.23,1,beta,max,1.0,raw,raw,0.05,1113,0.6967525507435146,0.4152518590797088,0.6349590931292738,0.4696068402978564,20
25,0.75,1,beta,max,1.0,raw,raw,0.05,1230,0.6596141214367981,0.429696793889191,0.6468328594394855,0.4683952737751806,20
16,0.25,1,beta,max,1.0,raw,raw,0.05,1153,0.7506174179889449,0.3962136081626985,0.7211320766767043,0.4302433580022197,20
24,200.0,1,beta,max,1.0,raw,raw,0.05,1113,0.6967525507435146,0.4152518590797088,0.6318792060132421,0.4702290882397112,20
16,1.0,1,beta,max,1.0,raw,raw,0.05,1153,0.7506174179889449,0.3962136081626985,0.7205342972739087,0.4302946829171897,20
33,100.0,1,beta,max,1.0,raw,raw,0.05,1170,0.7167915579314416,0.408129251904852,0.6417146215490012,0.4827645509483627,20
23,20.0,1,beta,max,1.0,raw,raw,0.05,1176,0.7256823744161516,0.4009906088128904,0.617379369206247,0.4676952097551817,20
43,2.0,1,beta,max,1.0,raw,raw,0.05,1187,0.7126092119915356,0.413497251084034,0.7044068321205209,0.4467621847614013,20
13,75.0,1,beta,max,1.0,raw,raw,0.05,1141,0.7357410765416164,0.4064075274595887,0.7238948772812475,0.4519839554065794,20
49,50.0,1,beta,max,1.0,raw,raw,0.05,1177,0.7157317672352675,0.4186982179765518,0.7088033660996046,0.4487635586796838,20
48,3.0,1,beta,max,1.0,raw,raw,0.05,1163,0.6216524259082218,0.445366789202253,0.5704484345124283,0.5152693012885027,20
27,0.4,1,beta,max,1.0,raw,raw,0.05,1126,0.6510173455898858,0.4379350338552424,0.6339260228189147,0.4888984441576003,20
20,3.0,1,beta,max,1.0,raw,raw,0.05,1156,0.709393226288187,0.4032270494564955,0.6931530890618753,0.4416953296477511,20
27,75.0,1,beta,max,1.0,raw,raw,0.05,1126,0.6510173455898858,0.4379350338552424,0.6364278172380634,0.4875997594096206,20
3,0.25,1,beta,max,1.0,raw,raw,0.05,1191,0.7006973312015742,0.4198570378837459,0.710931004796458,0.4479333648969809,20
47,0.5,1,beta,max,1.0,raw,raw,0.05,1180,0.7787879855406878,0.3757726735744318,0.7154554285375049,0.4273257807941029,20
