seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
3,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4077205634715283
1,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4302274605822486
0,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4300321930378143
4,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.414149239289855
5,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4149776278635675
7,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3955260849487593
2,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4075182412166183
11,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4107554826747828
27,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4148723491861009
23,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4290505803919042
36,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4204256805849938
35,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4154606192927657
39,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4233223318594077
43,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4381556876750091
15,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4120430192362312
19,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3890477189163228
47,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5,0.3866942234160768
31,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.3926624568110135
8,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4112938862141929
14,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3982774375592384
26,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4331816871780329
42,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4095796983304681
46,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4170649730758253
30,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3975453767427778
18,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4013586484274519
22,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4270087405712781
21,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3902933429387308
38,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4132217292254166
6,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4253002915042118
41,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3827264455490527
10,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4132948182732557
34,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4026973244822808
12,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4135907202517078
16,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.424235504128656
24,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4497176675439546
20,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4037582384514953
49,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4153154238446535
29,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,20,0.5,0.4117467107091358
44,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3927266803000558
37,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4182475755408065
48,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3838976058638877
40,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3953948059644872
32,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.3887921247933731
28,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4386824058838036
33,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4232879747692298
9,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5,0.3982423790767072
13,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,10,0.5,0.434162660197091
45,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4299637686635439
25,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.4354633713120754
17,bernoulli,54,none,1.0,1.0,pca,none,,54,32.0,50,0.5,0.40247163314254636
