seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
1,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.562045380922932,0.4787251227964618,2.0
2,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5550064045242525,0.4494694051938684,2.0
3,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5525969419924337,0.4537691766191317,2.0
4,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.581667890809192,0.4602806130505258,2.0
0,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5411794773496902,0.4819928628484111,2.0
6,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5235920852359208,0.4855474004029111,2.0
5,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5667277416919617,0.464793947901899,2.0
8,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5486783970234866,0.4657408288604569,2.0
36,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5655144846817765,0.4659195000633928,2.0
44,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6076227988878592,0.4254413963263861,2.0
26,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5646098981541549,0.4805647126175529,2.0
24,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,20,0.503053605149073,0.5121137826876815,2.0
14,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5839063106586722,0.4368739928696447,2.0
12,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5755871347822625,0.4542586680358393,2.0
32,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5564465010141988,0.4335013626235612,2.0
42,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5601376770991756,0.4523820541318823,2.0
20,bernoulli,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5511689493265747,0.4507310373249676,2.0
