seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2890003111674273,2.0
3,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2884210092701125,2.0
1,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3091468803268408,2.0
0,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3095477243359531,2.0
6,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.3021189309663936,2.0
5,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2898995291821215,2.0
4,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2942440504641012,2.0
8,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2916378052373604,2.0
28,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.316386551891391,2.0
23,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3059087267701461,2.0
16,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3011368346455981,2.0
40,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2963244830027654,2.0
7,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2840666529747404,2.0
12,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2968995686453733,2.0
24,beta,54,none,1.0,1.0,raw,none,,54,32.0,10,0.5,0.3130891134632867,2.0
32,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2850548158808908,2.0
20,beta,54,none,1.0,1.0,raw,none,,54,32.0,10,0.5,0.2933929297182016,2.0
36,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2955954104811528,2.0
48,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2830891215304701,2.0
44,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2856794939081428,2.0
43,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3075401815275118,2.0
15,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2994935972081805,2.0
35,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3007781784098947,2.0
19,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2891132207137534,2.0
39,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3090664707503474,2.0
33,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.3146560795884216,2.0
27,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2939788064218921,2.0
42,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2919247527062075,2.0
31,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2896602352978133,2.0
46,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3021826608185552,2.0
47,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2846286805458983,2.0
26,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.301309468545087,2.0
11,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2938006986330579,2.0
18,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2864747981917242,2.0
22,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.307204511642916,2.0
30,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2848082600768309,2.0
38,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2991548509819099,2.0
34,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2937873846979243,2.0
14,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2961260860973905,2.0
10,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3003868390503252,2.0
45,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.3049819941364976,2.0
41,beta,54,none,1.0,1.0,raw,none,,54,32.0,10,0.5,0.2871286035443617,2.0
37,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.3002346571465109,2.0
13,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2973574933771315,2.0
29,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.303340354596261,2.0
25,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.3108058065893808,2.0
21,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2826980559482262,2.0
9,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.2903096385112621,2.0
49,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5,0.2980060114414214,2.0
17,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5,0.28749064347342257,2.0
