seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
2,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4208130716727614,0.5735291748233722,0.3072375664798654,0.909809910586308
2,bernoulli,54,none,1.0,1.0,raw,none,,3,0.4258562949304881,0.5970043744109046,0.3051998159480821,0.9012652719950858
7,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4186542985219592,0.5789472584419927,0.2977991527036138,0.9179949072019132
1,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4362760179734787,0.587430426716141,0.2957737474250726,0.923695563081038
7,bernoulli,54,none,1.0,1.0,raw,none,,3,0.4198442431703602,0.5689631394182547,0.2924365486705134,0.9189824597917432
2,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4245224289018026,0.5755210221459587,0.3044513129302014,0.903010033444816
5,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4222021247482324,0.5973628957425727,0.2991755093239068,0.9212760676335532
1,bernoulli,54,none,1.0,1.0,raw,none,,3,0.4375247096849414,0.5719825809111523,0.2965507367718435,0.9195724854942732
7,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4202661566729,0.5880224005349381,0.2923060360329003,0.918886890186276
2,bernoulli,54,none,1.0,1.0,raw,none,,5,0.428996154173261,0.5703329547010819,0.3065622193027031,0.9045095044706846
5,bernoulli,54,none,1.0,1.0,raw,none,,3,0.4246188930367661,0.609469119104163,0.2971400031834351,0.9117049184537231
1,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4336610174838596,0.5785478693641958,0.2995117073071517,0.9174564828196112
2,bernoulli,54,none,1.0,1.0,raw,none,,6,0.4269163766805743,0.5837663436208521,0.3059270659626423,0.900036686915569
7,bernoulli,54,none,1.0,1.0,raw,none,,5,0.4188995869898814,0.5809699933132731,0.2964909353020458,0.9192075793068444
5,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4244767951509034,0.5911505433842379,0.2975520394595262,0.915802560009586
1,bernoulli,54,none,1.0,1.0,raw,none,,5,0.4382792073302513,0.5630282415996702,0.292063662861575,0.925829900131576
2,bernoulli,54,none,1.0,1.0,raw,none,,7,0.427275075746922,0.6024683600389911,0.3059787531890814,0.910903052692649
7,bernoulli,54,none,1.0,1.0,raw,none,,6,0.4235444415980883,0.5891800401203611,0.2933806384999047,0.9183474528576372
0,bernoulli,54,none,1.0,1.0,raw,none,,2,0.441617813722397,0.5655589099738035,0.309982110149486,0.9089871794871794
5,bernoulli,54,none,1.0,1.0,raw,none,,5,0.4265447647823382,0.586870704433575,0.3004373094967991,0.9120579789533146
1,bernoulli,54,none,1.0,1.0,raw,none,,6,0.4380590069163892,0.5664461672114733,0.2929495614443581,0.920704902827808
2,bernoulli,54,none,1.0,1.0,raw,none,,8,0.4282436561437503,0.6014976113944139,0.3112317217205239,0.9087370316019384
7,bernoulli,54,none,1.0,1.0,raw,none,,7,0.4225936173377674,0.5731005516549648,0.2954541386421444,0.918120209573526
0,bernoulli,54,none,1.0,1.0,raw,none,,3,0.436771774485064,0.5597445850105424,0.3070489994771671,0.9093931623931624
5,bernoulli,54,none,1.0,1.0,raw,none,,6,0.427317568658682,0.5853667647012566,0.2962618695267475,0.920809599821972
7,bernoulli,54,none,1.0,1.0,raw,none,,8,0.4254811655587311,0.5719867937144767,0.2934774686834144,0.9147816446891972
1,bernoulli,54,none,1.0,1.0,raw,none,,7,0.4410627936251023,0.5690247960656124,0.2978644321350329,0.9183268264273852
2,bernoulli,54,none,1.0,1.0,raw,none,,9,0.4297053593478672,0.5607825603596202,0.3056969914355992,0.9067277830864788
8,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4268000077745907,0.5825769320207737,0.3059745771367289,0.913142136508699
0,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4384256516022752,0.5619928439077375,0.3040003608768918,0.9095747863247864
4,bernoulli,54,none,1.0,1.0,raw,none,,2,0.4227494431451957,0.5771534425457836,0.3127469041093265,0.9135427252913016
5,bernoulli,54,none,1.0,1.0,raw,none,,7,0.4300072087470982,0.5779650220971014,0.2955456257571128,0.9222111430173192
7,bernoulli,54,none,1.0,1.0,raw,none,,9,0.4250672329287325,0.5618187897024407,0.2934075947026918,0.9196387044159527
1,bernoulli,54,none,1.0,1.0,raw,none,,8,0.4391666580679143,0.5616515004270106,0.2942238941847011,0.916767325985203
2,bernoulli,54,none,1.0,1.0,raw,none,,10,0.4287962426752705,0.5853553906759794,0.3092038365064374,0.9001539997269812
0,bernoulli,54,none,1.0,1.0,raw,none,,5,0.440688351209568,0.5655609066513322,0.3064048735545365,0.9181239316239316
8,bernoulli,54,none,1.0,1.0,raw,none,,3,0.429748686855589,0.5792806759165956,0.3082151142297719,0.908839779005525
4,bernoulli,54,none,1.0,1.0,raw,none,,3,0.4298186708855754,0.569205984636673,0.3175478696780794,0.8980716253443526
5,bernoulli,54,none,1.0,1.0,raw,none,,8,0.4295628106659912,0.591012927983895,0.2973116248853473,0.9144480915475176
7,bernoulli,54,none,1.0,1.0,raw,none,,10,0.4248573182925244,0.5562395519893013,0.2968748117747463,0.9150428682774748
2,bernoulli,54,none,1.0,1.0,raw,none,,11,0.4293305561713074,0.5897157035712272,0.3049515533664768,0.9120783137669782
1,bernoulli,54,none,1.0,1.0,raw,none,,9,0.4387111588481691,0.581268221574344,0.2938855766354813,0.9150945838096676
0,bernoulli,54,none,1.0,1.0,raw,none,,6,0.437377759340952,0.5716048495303815,0.3004351023670989,0.9171944444444444
8,bernoulli,54,none,1.0,1.0,raw,none,,4,0.4267356395417062,0.5881094488799319,0.3016708890784505,0.917498112624824
