seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
2,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4208130716727614,0.5735291748233722,0.3072375664798654,0.909809910586308
2,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4258562949304881,0.5970043744109046,0.3051998159480821,0.9012652719950858
3,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4224529193288333,0.5797998108448928,0.3002349549366583,0.9207180942718132
2,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4245224289018026,0.5755210221459587,0.3044513129302014,0.903010033444816
3,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4228222244339855,0.5919609079445146,0.3056238166224498,0.914806038772981
1,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4362760179734787,0.587430426716141,0.2957737474250726,0.923695563081038
0,bernoulli,54,none,1.0,1.0,sae,none,,2,0.441617813722397,0.5655589099738035,0.309982110149486,0.9089871794871794
2,bernoulli,54,none,1.0,1.0,sae,none,,5,0.428996154173261,0.5703329547010819,0.3065622193027031,0.9045095044706846
8,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4268000077745907,0.5825769320207737,0.3059745771367289,0.913142136508699
5,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4222021247482324,0.5973628957425727,0.2991755093239068,0.9212760676335532
3,bernoulli,54,none,1.0,1.0,sae,none,,4,0.426980490823991,0.5962720680958387,0.3053079669775965,0.9095339921786204
1,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4375247096849414,0.5719825809111523,0.2965507367718435,0.9195724854942732
2,bernoulli,54,none,1.0,1.0,sae,none,,6,0.4269163766805743,0.5837663436208521,0.3059270659626423,0.900036686915569
0,bernoulli,54,none,1.0,1.0,sae,none,,3,0.436771774485064,0.5597445850105424,0.3070489994771671,0.9093931623931624
5,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4246188930367661,0.609469119104163,0.2971400031834351,0.9117049184537231
3,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4243414095589247,0.590248660151324,0.3012999483701634,0.915570196561932
1,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4336610174838596,0.5785478693641958,0.2995117073071517,0.9174564828196112
2,bernoulli,54,none,1.0,1.0,sae,none,,7,0.427275075746922,0.6024683600389911,0.3059787531890814,0.910903052692649
8,bernoulli,54,none,1.0,1.0,sae,none,,3,0.429748686855589,0.5792806759165956,0.3082151142297719,0.908839779005525
7,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4186542985219592,0.5789472584419927,0.2977991527036138,0.9179949072019132
5,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4244767951509034,0.5911505433842379,0.2975520394595262,0.915802560009586
0,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4384256516022752,0.5619928439077375,0.3040003608768918,0.9095747863247864
3,bernoulli,54,none,1.0,1.0,sae,none,,6,0.4292799837852276,0.6063682219419925,0.3021132342020798,0.918931848683915
1,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4382792073302513,0.5630282415996702,0.292063662861575,0.925829900131576
2,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4282436561437503,0.6014976113944139,0.3112317217205239,0.9087370316019384
7,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4198442431703602,0.5689631394182547,0.2924365486705134,0.9189824597917432
8,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4267356395417062,0.5881094488799319,0.3016708890784505,0.917498112624824
5,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4265447647823382,0.586870704433575,0.3004373094967991,0.9120579789533146
3,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4274349471003577,0.597452317150063,0.300371001734894,0.9113683989717049
0,bernoulli,54,none,1.0,1.0,sae,none,,5,0.440688351209568,0.5655609066513322,0.3064048735545365,0.9181239316239316
1,bernoulli,54,none,1.0,1.0,sae,none,,6,0.4380590069163892,0.5664461672114733,0.2929495614443581,0.920704902827808
2,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4297053593478672,0.5607825603596202,0.3056969914355992,0.9067277830864788
7,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4202661566729,0.5880224005349381,0.2923060360329003,0.918886890186276
8,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4294695561558329,0.5666304937601735,0.3057596343659927,0.9095260972512952
3,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4260868585614677,0.594329287515763,0.3018830048939154,0.9172740329765124
5,bernoulli,54,none,1.0,1.0,sae,none,,6,0.427317568658682,0.5853667647012566,0.2962618695267475,0.920809599821972
0,bernoulli,54,none,1.0,1.0,sae,none,,6,0.437377759340952,0.5716048495303815,0.3004351023670989,0.9171944444444444
1,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4410627936251023,0.5690247960656124,0.2978644321350329,0.9183268264273852
2,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4287962426752705,0.5853553906759794,0.3092038365064374,0.9001539997269812
7,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4188995869898814,0.5809699933132731,0.2964909353020458,0.9192075793068444
8,bernoulli,54,none,1.0,1.0,sae,none,,6,0.4288979472206159,0.5773273389659717,0.3031491299492935,0.906840877114718
3,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4304940370308434,0.5894585435056746,0.3052525294118646,0.9119859326470896
5,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4300072087470982,0.5779650220971014,0.2955456257571128,0.9222111430173192
0,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4391394449329113,0.5778125199667753,0.3037391355125665,0.910715811965812
1,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4391666580679143,0.5616515004270106,0.2942238941847011,0.916767325985203
2,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4293305561713074,0.5897157035712272,0.3049515533664768,0.9120783137669782
7,bernoulli,54,none,1.0,1.0,sae,none,,6,0.4235444415980883,0.5891800401203611,0.2933806384999047,0.9183474528576372
8,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4292978427310272,0.5686342144019844,0.3022168072884688,0.9057920970454
3,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4284411648204719,0.597702553593947,0.3004151258658384,0.9183292984945876
5,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4295628106659912,0.591012927983895,0.2973116248853473,0.9144480915475176
0,bernoulli,54,none,1.0,1.0,sae,none,,8,0.439255750624998,0.5771596064149255,0.3033131880454672,0.9212393162393162
2,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4320125962105373,0.5968774923266548,0.3127087968424277,0.9009837212476964
1,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4387111588481691,0.581268221574344,0.2938855766354813,0.9150945838096676
7,bernoulli,54,none,1.0,1.0,sae,none,,7,0.4225936173377674,0.5731005516549648,0.2954541386421444,0.918120209573526
8,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4302944231911296,0.5661092163398187,0.3012689377146706,0.9082789283140592
3,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4303232345128641,0.5909540510718789,0.2993630128702451,0.9183860216918068
5,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4312927777731755,0.5837193117657236,0.2987133753245444,0.9174523154349492
0,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4418139811070199,0.5734318094690436,0.3071519997652267,0.9103311965811964
7,bernoulli,54,none,1.0,1.0,sae,none,,8,0.4254811655587311,0.5719867937144767,0.2934774686834144,0.9147816446891972
2,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4307861328125,0.5790757345062877,0.3057226910899086,0.9071821036106752
1,bernoulli,54,none,1.0,1.0,sae,none,,10,0.440827133267916,0.5992486821568455,0.2982410573282169,0.914231789650784
8,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4305917588347167,0.5836039841872722,0.3030678051149673,0.9119303558560105
3,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4313331820939981,0.5887531525851198,0.3003968842130848,0.9163193708648254
5,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4315466109547483,0.5835227183366622,0.298357861563217,0.913448823345644
7,bernoulli,54,none,1.0,1.0,sae,none,,9,0.4250672329287325,0.5618187897024407,0.2934075947026918,0.9196387044159527
2,bernoulli,54,none,1.0,1.0,sae,none,,14,0.4351370897988818,0.5783184700034641,0.3106963439730907,0.9101639819807522
0,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4409038249944161,0.5762091879113156,0.3042005535849588,0.9081324786324786
1,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4407999888388516,0.5786601437111641,0.2946969747385466,0.9168395849960096
8,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4320037143203215,0.5837919541120843,0.3031008932025287,0.9120719089942008
5,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4327420642153798,0.5951315603227277,0.2989932582583173,0.9195364422628396
3,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4330136138293382,0.5773309426229507,0.3019093500263848,0.914011914011914
10,bernoulli,54,none,1.0,1.0,sae,none,,2,0.433010860805768,0.5867943062965887,0.3065334424315643,0.9093626906805996
7,bernoulli,54,none,1.0,1.0,sae,none,,10,0.4248573182925244,0.5562395519893013,0.2968748117747463,0.9150428682774748
2,bernoulli,54,none,1.0,1.0,sae,none,,15,0.4323335669407082,0.5745482595000443,0.3065605909538907,0.9032361272268103
0,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4410103398049446,0.567154255319149,0.3016749765220184,0.9150459401709402
1,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4412229207890933,0.5885494890596932,0.2947316977607792,0.917495308556761
8,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4326235079680348,0.5891403767149833,0.3042204651982604,0.9038575374901342
36,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4324015646199106,0.5815469018769844,0.3061214474019789,0.9121280529755762
3,bernoulli,54,none,1.0,1.0,sae,none,,14,0.4318425668443085,0.5901343789407314,0.3014506656437856,0.9133472893803471
10,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4246915293846948,0.5866864418205983,0.3019342246315207,0.9149968496714658
9,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4125768351521164,0.5930942818725452,0.3045296015335177,0.9112709376254146
5,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4332420194070229,0.5954126889262852,0.2986657193742216,0.9096571675560938
7,bernoulli,54,none,1.0,1.0,sae,none,,11,0.4249418190793989,0.5788783015713809,0.2959166039659531,0.9156948653636636
2,bernoulli,54,none,1.0,1.0,sae,none,,16,0.4339338292061815,0.5717528256438762,0.306988233605622,0.8989275476076719
0,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4423628038340383,0.5613419270334163,0.3054738168710845,0.9197820512820514
1,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4418128343797552,0.5937343552139471,0.2963333458896873,0.9184260477556568
3,bernoulli,54,none,1.0,1.0,sae,none,,15,0.4339384478723919,0.5756482503152585,0.3012679608518949,0.9129266815217228
8,bernoulli,54,none,1.0,1.0,sae,none,,12,0.4329329429806266,0.581757228121851,0.3039079131642312,0.9071883257266397
26,bernoulli,54,none,1.0,1.0,sae,none,,2,0.436974618711512,0.5577345059962495,0.2881749936833616,0.9267444226531416
36,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4399085842340813,0.5647927133298476,0.3070396087324033,0.9108864379084968
10,bernoulli,54,none,1.0,1.0,sae,none,,4,0.425495436745906,0.5929194676117651,0.299560235978566,0.9207895966293628
4,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4227494431451957,0.5771534425457836,0.3127469041093265,0.9135427252913016
30,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4238801388092962,0.5943962585034014,0.3185968624896516,0.9049341672292492
5,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4336204864231856,0.6012003994778479,0.2981156351110089,0.9149487955287564
9,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4167591489040505,0.5915395775096424,0.3021780008205699,0.9161269881503074
22,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4409951346327964,0.5627623086852296,0.2934622232545913,0.9234898866189704
7,bernoulli,54,none,1.0,1.0,sae,none,,12,0.428797563216817,0.5812291039786025,0.2997727889695467,0.9125644298423526
2,bernoulli,54,none,1.0,1.0,sae,none,,17,0.443060248880564,0.581397878048191,0.3133090156751043,0.8999769640297591
18,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4115126932024303,0.6287946997366857,0.288737707413103,0.9256822115874148
21,bernoulli,54,none,1.0,1.0,sae,none,,2,0.413678657108721,0.5822933489942741,0.2959348322577914,0.9186111767485824
27,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4295160818630776,0.5513417424836291,0.3017684786494787,0.91589552366454
0,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4430781577495992,0.5696361254871893,0.3025048524096944,0.9137606837606838
39,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4392423675386386,0.5785776914769114,0.3036333825299767,0.9109732943562102
46,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4245036494521674,0.6001462904911182,0.307140198516666,0.904406364749082
35,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4206735846757444,0.6185542249430269,0.2936035272981129,0.915076613137555
23,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4360657240179945,0.5741860124440058,0.3049317017090173,0.8984986721494045
15,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4262304998227471,0.5521858521056596,0.3043382550409478,0.9114384770872246
1,bernoulli,54,none,1.0,1.0,sae,none,,14,0.4419525782780859,0.5750415967252702,0.3022660355159666,0.9104872630012296
43,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4428218826829014,0.5738686246474809,0.3053919888414955,0.9102022385279772
14,bernoulli,54,none,1.0,1.0,sae,none,,2,0.420460714563246,0.5891946685070958,0.3109119117214404,0.9025668548829312
42,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4225476518540685,0.6030677179220363,0.3191575418235297,0.8966508665888029
11,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4241423079604302,0.5872299196556452,0.2887932193291304,0.9272939213021112
38,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4266654990628528,0.5859267982515323,0.3053713240712575,0.9080053073861124
3,bernoulli,54,none,1.0,1.0,sae,none,,16,0.4342919132987488,0.5841346153846154,0.301651784793658,0.9085108341306688
26,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4373904159088065,0.5901263058636691,0.2890580924445566,0.92146255720217
8,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4338368945520888,0.5698647391675065,0.3056253524497405,0.9060237294533476
19,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4021276245363562,0.6333077018008525,0.2882776559952,0.92694944750802
10,bernoulli,54,none,1.0,1.0,sae,none,,5,0.4268130827494922,0.5787506982298669,0.3032792387182728,0.91113073220493
36,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4301476528917355,0.5787469594671394,0.3038971014533561,0.9120549535603716
30,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4195396635607767,0.5945854591836734,0.3036534049440733,0.9151689233656448
4,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4298186708855754,0.569205984636673,0.3175478696780794,0.8980716253443526
5,bernoulli,54,none,1.0,1.0,sae,none,,14,0.4351453084614531,0.5967888429297139,0.297975083050291,0.9200564040895104
9,bernoulli,54,none,1.0,1.0,sae,none,,4,0.4169213549736482,0.5859797954778669,0.3043438489549309,0.9159284371501596
22,bernoulli,54,none,1.0,1.0,sae,none,,3,0.4392876207441016,0.5646358104370275,0.2964731055971432,0.9141100461667389
12,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4378883137161279,0.584684738476236,0.3189628124400125,0.8984151777617028
7,bernoulli,54,none,1.0,1.0,sae,none,,13,0.4287705260554445,0.5721142594450016,0.2943056122586916,0.91534656724596
31,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4121512622246555,0.601325719404322,0.3011758000059942,0.9138918036116236
2,bernoulli,54,none,1.0,1.0,sae,none,,18,0.4359934275311115,0.5796597948941038,0.3102497022498252,0.9086474472732236
47,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4157204274643593,0.5985233282714562,0.2908788141829214,0.9217043681747268
29,bernoulli,54,none,1.0,1.0,sae,none,,2,0.4244881338408804,0.5852156741849207,0.3001722139544551,0.9189592310241962
34,bernoulli,54,none,1.0,1.0,sae,none,,2,0.422039971062024,0.5690710890939724,0.2997061850298746,0.9126985982549922
