seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,max,1.0,raw,max,0.6566816475042015,0.4637476395600904
36,beta,1,max,1.0,raw,max,0.5803425493716338,0.4924076435708281
6,beta,1,max,1.0,raw,max,0.5218215616056148,0.6108536996954677
15,beta,1,max,1.0,raw,max,0.5436826044334819,0.6069123562866592
38,beta,1,max,1.0,raw,max,0.5581770472436473,0.5875181367793619
31,beta,1,max,1.0,raw,max,0.5054691485546939,0.5843789799192629
47,beta,1,max,1.0,raw,max,0.5866465995108467,0.5636873958192926
19,beta,1,max,1.0,raw,max,0.5165198253058525,0.5732380803495594
39,beta,1,max,1.0,raw,max,0.5269990934898255,0.5695734853481501
18,beta,1,max,1.0,raw,max,0.575284516067063,0.5714064518232148
43,beta,1,max,1.0,raw,max,0.5421358955467412,0.6007207951679827
10,beta,1,max,1.0,raw,max,0.4083747150129611,0.6001161552290706
34,beta,1,max,1.0,raw,max,0.5497866097626034,0.6110702799633143
3,beta,1,max,1.0,raw,max,0.5965022752428976,0.5925477303622824
22,beta,1,max,1.0,raw,max,0.5326941579060515,0.607607626035057
30,beta,1,max,1.0,raw,max,0.5312078335832083,0.6130751245182519
46,beta,1,max,1.0,raw,max,0.6024361404718137,0.5957837910051481
14,beta,1,max,1.0,raw,max,0.5326962854515082,0.5904342272625281
2,beta,1,max,1.0,raw,max,0.5956583111673301,0.5888693384033195
11,beta,1,max,1.0,raw,max,0.5640483786050363,0.6330379037552094
7,beta,1,max,1.0,raw,max,0.5841121922799627,0.571052697998439
35,beta,1,max,1.0,raw,max,0.566843823067507,0.5854554800378016
27,beta,1,max,1.0,raw,max,0.577834143015899,0.6465773962120059
26,beta,1,max,1.0,raw,max,0.5650350349440623,0.6206522878158617
23,beta,1,max,1.0,raw,max,0.5287601577753593,0.5822600612581856
42,beta,1,max,1.0,raw,max,0.5763792212509399,0.5995440618375398
1,beta,1,max,1.0,raw,max,0.5703368990137662,0.607892482761103
24,beta,1,max,1.0,raw,max,0.5095551123412569,0.5771998142153573
32,beta,1,max,1.0,raw,max,0.5134580253800028,0.6230467554170022
13,beta,1,max,1.0,raw,max,0.6216388250731412,0.5267511499625003
16,beta,1,max,1.0,raw,max,0.5117138578166363,0.5665175756032704
28,beta,1,max,1.0,raw,max,0.566827351669033,0.61866583203528
44,beta,1,max,1.0,raw,max,0.5838876168727736,0.5870082227481911
12,beta,1,max,1.0,raw,max,0.5339902202664275,0.5676166623731151
20,beta,1,max,1.0,raw,max,0.5785475853107876,0.5531707766281467
4,beta,1,max,1.0,raw,max,0.5529333636915603,0.6235932731578804
40,beta,1,max,1.0,raw,max,0.5615998139084328,0.574025543302481
48,beta,1,max,1.0,raw,max,0.5324398004302103,0.6370758038440333
8,beta,1,max,1.0,raw,max,0.5109835662676274,0.5883920755139279
9,beta,1,max,1.0,raw,max,0.6381444522916566,0.6017339635454692
21,beta,1,max,1.0,raw,max,0.5736855597696305,0.5877995214494728
49,beta,1,max,1.0,raw,max,0.5994397528185479,0.6403877702951647
33,beta,1,max,1.0,raw,max,0.5838765453615077,0.6026244759880783
5,beta,1,max,1.0,raw,max,0.5938654698282448,0.55037709551847
25,beta,1,max,1.0,raw,max,0.5977773478740762,0.5894873597130211
29,beta,1,max,1.0,raw,max,0.4157014892863949,0.5702534736500745
45,beta,1,max,1.0,raw,max,0.393037482627476,0.5446736306959654
17,beta,1,max,1.0,raw,max,0.5871769547325103,0.5341272415553328
41,beta,1,max,1.0,raw,max,0.4842449225379782,0.6136280221404244
37,beta,1,max,1.0,raw,max,0.5590414331279225,0.6178562790173981
