n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,6,0.004,0.455862523503614,0.6882788735158473,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.934997797012329, 2.896773338317871, 2.8840205669403076, 2.826084613800049, 2.6908981800079346, 2.920260429382324, 2.806364059448242, 2.9098072052001953, 2.906926155090332, 2.983609676361084, 2.9661030769348145, 2.9073634147644043, 2.851055860519409, 2.9628970623016357, 2.916084051132202, 2.8552935123443604, 2.8629209995269775, 2.7768630981445312, 2.8931732177734375, 2.872360944747925, 2.6970202922821045, 2.8332083225250244, 2.9235355854034424, 2.7841877937316895, 2.9274399280548096, 2.8860950469970703, 2.902747392654419, 2.9705352783203125, 2.700516700744629, 2.9325003623962402]",pca,Pre-16
1,beta,7,0.004,0.4547054090610627,0.6764195261437909,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.753554582595825, 2.5560457706451416, 2.7701315879821777, 2.8054521083831787, 2.813119411468506, 2.7985289096832275, 2.84840726852417, 2.707973003387451, 2.715711832046509, 2.765676736831665, 2.8818984031677246, 2.8533434867858887, 2.8534486293792725, 2.751176118850708, 2.755974054336548, 2.71464204788208, 2.871307611465454, 2.748521089553833, 2.7533209323883057, 2.803532600402832, 2.8182215690612793, 2.780256509780884, 2.8512141704559326, 2.801095485687256, 2.804419755935669, 2.875330924987793, 2.6572296619415283, 2.8069372177124023, 2.8223440647125244, 2.862375020980835]",pca,Pre-16
1,beta,8,0.012,0.4745342053825988,0.6744431643625193,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.7061355113983154, 2.600801944732666, 2.5820302963256836, 2.699506998062134, 2.5989933013916016, 2.557891607284546, 2.633636236190796, 2.4233059883117676, 2.537083387374878, 2.6652050018310547, 2.5675947666168213, 2.5158112049102783, 2.7133026123046875, 2.639599323272705, 2.6087701320648193, 2.6651687622070312, 2.5638811588287354, 2.6545352935791016, 2.627889633178711, 2.535223960876465, 2.5049164295196533, 2.7365882396698, 2.746814012527466, 2.566608428955078, 2.543811559677124, 2.518188238143921, 2.533602237701416, 2.5659101009368896, 2.718904733657837, 2.728853940963745]",pca,Pre-16
1,beta,12,0.005,0.4564973532995856,0.7060734463276837,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.8253087997436523, 2.904421329498291, 2.8195571899414062, 2.7119898796081543, 2.5474345684051514, 2.8826897144317627, 2.9549996852874756, 2.8658602237701416, 2.8862111568450928, 2.88637113571167, 2.8043808937072754, 2.845137119293213, 2.82846999168396, 2.7725629806518555, 2.876366138458252, 2.7160751819610596, 2.7819156646728516, 2.886195421218872, 2.9086198806762695, 2.7927937507629395, 2.71209454536438, 2.90217661857605, 2.6991381645202637, 2.9381470680236816, 2.9581809043884277, 2.7712762355804443, 2.870872735977173, 2.8268189430236816, 2.9398601055145264, 2.892078399658203]",pca,Pre-16
1,beta,9,0.012,0.49740873855972,0.6093031711814664,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6924800872802734, 2.6949095726013184, 2.746168375015259, 2.6816296577453613, 2.71095871925354, 2.609295129776001, 2.61562442779541, 2.6610450744628906, 2.651033401489258, 2.6434643268585205, 2.629047393798828, 2.6687965393066406, 2.6131248474121094, 2.619983673095703, 2.684203863143921, 2.693263292312622, 2.604335069656372, 2.6613829135894775, 2.710312843322754, 2.58925199508667, 2.7143311500549316, 2.6527915000915527, 2.6904585361480713, 2.649507522583008, 2.6516618728637695, 2.7533581256866455, 2.61336612701416, 2.7150447368621826, 2.7251317501068115, 2.6525042057037354]",pca,Pre-16
1,beta,13,0.005,0.480598587233046,0.6506746987951807,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.898794412612915, 2.962427854537964, 2.9078211784362793, 2.6971259117126465, 2.890991449356079, 2.9190022945404053, 2.8596858978271484, 2.7362544536590576, 2.8507516384124756, 2.8018300533294678, 2.9499518871307373, 2.900702714920044, 2.789888620376587, 2.8172860145568848, 2.8186192512512207, 2.7195539474487305, 2.8209400177001953, 2.821727752685547, 2.7307140827178955, 2.6988167762756348, 2.900420665740967, 2.8721067905426025, 2.953745126724243, 2.7729713916778564, 2.755516529083252, 2.8331735134124756, 2.776212692260742, 2.8246347904205322, 2.6069087982177734, 2.6711204051971436]",pca,Pre-16
1,beta,2,0.01,0.4472683235986582,0.6979614408164292,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.660318613052368, 2.5916008949279785, 2.562906265258789, 2.7280285358428955, 2.565995693206787, 2.6818854808807373, 2.544877290725708, 2.705777168273926, 2.671118974685669, 2.426609992980957, 2.648013114929199, 2.515092611312866, 2.642272710800171, 2.6264233589172363, 2.5157995223999023, 2.766634464263916, 2.6085777282714844, 2.7217960357666016, 2.7232348918914795, 2.628981351852417, 2.5929622650146484, 2.484259605407715, 2.479616165161133, 2.697441577911377, 2.6841928958892822, 2.615388870239258, 2.5904505252838135, 2.7155568599700928, 2.631563425064087, 2.618196725845337]",pca,Pre-16
1,beta,46,0.006,0.4395546350858951,0.6762049720953831,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.8005428314208984, 2.807935953140259, 2.9403891563415527, 2.885463237762451, 2.825279951095581, 2.7137398719787598, 2.6239726543426514, 2.8615145683288574, 2.8888697624206543, 2.9026246070861816, 2.795426607131958, 2.711926221847534, 2.8394041061401367, 2.825007438659668, 2.87827205657959, 2.7437031269073486, 2.7631888389587402, 2.6946909427642822, 2.8121836185455322, 2.810819387435913, 2.5508341789245605, 2.934497356414795, 2.70481014251709, 2.8421010971069336, 2.7961461544036865, 2.838696241378784, 2.8810510635375977, 2.8969955444335938, 2.6973977088928223, 2.948359727859497]",pca,Pre-16
1,beta,3,0.01,0.4476636090431027,0.6700496825101623,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6883041858673096, 2.733883857727051, 2.7375409603118896, 2.7811717987060547, 2.712459087371826, 2.6461338996887207, 2.806995391845703, 2.7624666690826416, 2.721961259841919, 2.5000104904174805, 2.7253856658935547, 2.7683773040771484, 2.6944940090179443, 2.550816297531128, 2.6727960109710693, 2.7174127101898193, 2.7718069553375244, 2.639627456665039, 2.687476634979248, 2.756408214569092, 2.5960445404052734, 2.7565650939941406, 2.742090940475464, 2.736565589904785, 2.692873477935791, 2.762639045715332, 2.791044235229492, 2.6485536098480225, 2.6473071575164795, 2.6572554111480713]",pca,Pre-16
1,beta,4,0.0155,0.4808993542163358,0.6040081177067479,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.645500659942627, 2.5225372314453125, 2.536224603652954, 2.6000020503997803, 2.5458970069885254, 2.4650816917419434, 2.4098784923553467, 2.5170130729675293, 2.573054313659668, 2.576796770095825, 2.4673542976379395, 2.529618740081787, 2.59942364692688, 2.285557746887207, 2.440985679626465, 2.5570051670074463, 2.5232980251312256, 2.524155378341675, 2.601978302001953, 2.5179636478424072, 2.5697896480560303, 2.560199022293091, 2.481788158416748, 2.4184651374816895, 2.570709705352783, 2.600731372833252, 2.321033000946045, 2.5525317192077637, 2.4839625358581543, 2.603656530380249]",pca,Pre-16
