n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,40,0.005,0.4846521476824349,0.6744359935976073,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.9278438091278076, 2.529834747314453, 2.939755439758301, 2.7574706077575684, 3.014700174331665, 2.643425464630127, 2.643521547317505, 2.5419394969940186, 2.939201593399048, 2.9567909240722656, 2.8555185794830322, 2.9088399410247803, 2.9287703037261963, 2.846177339553833, 2.4989984035491943, 2.772282361984253, 2.8997390270233154, 2.8752598762512207, 2.559475898742676, 2.807023286819458, 2.814885139465332, 2.964106559753418, 2.5688769817352295, 2.5218684673309326, 2.9474992752075195, 2.948857069015503, 2.922548294067383, 2.944108724594116, 2.897186756134033, 2.9653491973876953]",sae,Pre-32
1,beta,41,0.005,0.4644426169782842,0.7141725495678107,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.987234592437744, 2.9207422733306885, 2.4560678005218506, 2.439561605453491, 3.0299184322357178, 2.925792694091797, 2.5169756412506104, 2.367903470993042, 2.464677095413208, 3.0149946212768555, 2.9507968425750732, 2.967597007751465, 2.894757032394409, 2.9009978771209717, 2.8779067993164062, 2.498143196105957, 2.9504494667053223, 2.4060535430908203, 2.332500457763672, 2.592899799346924, 2.4678261280059814, 2.8813796043395996, 2.850806474685669, 2.7410192489624023, 2.739934206008911, 2.900681972503662, 2.9092791080474854, 2.960529327392578, 2.8860082626342773, 2.9889566898345947]",sae,Pre-32
1,beta,30,0.01,0.4250271620204998,0.7733228764478765,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6394612789154053, 2.377166271209717, 2.8385932445526123, 2.7118194103240967, 2.792802095413208, 2.6262950897216797, 2.692112922668457, 2.81636643409729, 2.7213222980499268, 2.414721965789795, 2.4045839309692383, 2.398043632507324, 2.7773354053497314, 2.3566908836364746, 2.8254988193511963, 2.8523061275482178, 2.8370521068573, 2.7809929847717285, 2.376387119293213, 2.324655532836914, 2.6930301189422607, 2.8207831382751465, 2.7591114044189453, 2.3443849086761475, 2.7732772827148438, 2.8097805976867676, 2.4583098888397217, 2.8023548126220703, 2.7402498722076416, 2.832324743270874]",sae,Pre-32
1,beta,36,0.012,0.4779179791823537,0.6445021945021945,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3081865310668945, 2.6253104209899902, 2.563142776489258, 2.5918009281158447, 2.5745532512664795, 2.3869149684906006, 2.5991058349609375, 2.419182062149048, 2.4861276149749756, 2.5286378860473633, 2.5471532344818115, 2.580232858657837, 2.572624683380127, 2.662792682647705, 2.598848581314087, 2.320681571960449, 2.5808310508728027, 2.317542552947998, 2.3577680587768555, 2.685917615890503, 2.667619466781616, 2.6489510536193848, 2.6039645671844482, 2.655740976333618, 2.6162304878234863, 2.7041923999786377, 2.69985294342041, 2.2912256717681885, 2.685309410095215, 2.515043020248413]",sae,Pre-32
1,beta,24,0.008,0.4478417396715899,0.6925781834505462,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.44792103767395, 2.799722671508789, 2.722050428390503, 2.8574740886688232, 2.518740177154541, 2.8502845764160156, 2.809264898300171, 2.838590621948242, 2.7022788524627686, 2.8787426948547363, 2.746391773223877, 2.7446932792663574, 2.8211870193481445, 2.869373321533203, 2.4234726428985596, 2.769817590713501, 2.858927011489868, 2.432358980178833, 2.8147592544555664, 2.6693108081817627, 2.8973302841186523, 2.8771142959594727, 2.7267441749572754, 2.8128950595855713, 2.8816630840301514, 2.8880341053009033, 2.410564422607422, 2.4594955444335938, 2.491452932357788, 2.4224653244018555]",sae,Pre-32
1,beta,20,0.015,0.4759276492125706,0.6267699398284471,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6614203453063965, 2.7658586502075195, 2.6664927005767822, 2.3168704509735107, 2.6811022758483887, 2.6349899768829346, 2.7389895915985107, 2.680436134338379, 2.6677708625793457, 2.717851161956787, 2.755333423614502, 2.6639304161071777, 2.652721881866455, 2.654672384262085, 2.562981367111206, 2.2952170372009277, 2.5303986072540283, 2.6321516036987305, 2.5662753582000732, 2.476644277572632, 2.4968247413635254, 2.6679482460021973, 2.612208604812622, 2.676318883895874, 2.6830058097839355, 2.706987142562866, 2.6752262115478516, 2.560922622680664, 2.511904716491699, 2.331613063812256]",sae,Pre-32
1,beta,42,0.014,0.4583541114027661,0.6655603581352268,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.275886297225952, 2.387470006942749, 2.4654364585876465, 2.068516969680786, 2.3577075004577637, 2.3662796020507812, 2.2816364765167236, 2.3288745880126953, 2.352943181991577, 2.4169623851776123, 2.4710702896118164, 2.447453260421753, 2.414278745651245, 2.4466185569763184, 2.4155030250549316, 2.4465646743774414, 2.36051082611084, 2.3625242710113525, 2.3695027828216553, 2.3562073707580566, 2.4483771324157715, 2.3345751762390137, 2.435065269470215, 2.392768383026123, 2.432908058166504, 2.281553030014038, 2.2368221282958984, 2.1924643516540527, 2.226064682006836, 2.4226934909820557]",sae,Pre-32
1,beta,31,0.01,0.4602374401906736,0.6587873982051378,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.399700403213501, 2.337587833404541, 2.77128267288208, 2.7511303424835205, 2.7516887187957764, 2.6816656589508057, 2.4153974056243896, 2.359326124191284, 2.7393264770507812, 2.7314445972442627, 2.678473949432373, 2.6973390579223633, 2.766016721725464, 2.6833369731903076, 2.5470759868621826, 2.428873062133789, 2.3792855739593506, 2.8209891319274902, 2.437268018722534, 2.2838454246520996, 2.725508213043213, 2.6187362670898438, 2.694056987762451, 2.696376085281372, 2.704946994781494, 2.764012575149536, 2.698349714279175, 2.7411141395568848, 2.5938174724578857, 2.8245749473571777]",sae,Pre-32
1,beta,28,0.002,0.4719807550519613,0.7074253523738872,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.001744270324707, 2.729621648788452, 2.7269344329833984, 3.0112998485565186, 2.888554334640503, 2.807950019836426, 2.988231658935547, 2.9314942359924316, 3.0487916469573975, 3.0472452640533447, 2.965073347091675, 2.6640474796295166, 3.002220869064331, 2.671677827835083, 2.716614246368408, 2.9707236289978027, 2.5541253089904785, 3.0246853828430176, 2.830714225769043, 2.995349645614624, 2.863508462905884, 2.9761807918548584, 2.984189033508301, 2.7133071422576904, 2.964395523071289, 2.7761354446411133, 2.9319231510162354, 2.7377583980560303, 2.9800631999969482, 3.000939130783081]",sae,Pre-32
1,beta,48,0.015,0.4631284754541626,0.6983821766430461,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.569260597229004, 2.5602426528930664, 2.6143226623535156, 2.5522055625915527, 2.6064953804016113, 2.59924578666687, 2.634422540664673, 2.3080317974090576, 2.614814281463623, 2.1823039054870605, 2.1490838527679443, 2.2352371215820312, 2.594778537750244, 2.2031984329223633, 2.554730176925659, 2.632798910140991, 2.534287452697754, 2.535780668258667, 2.606959342956543, 2.244708299636841, 2.6376330852508545, 2.583587169647217, 2.6600208282470703, 2.202026128768921, 2.6880505084991455, 2.505850315093994, 2.522972583770752, 2.665057420730591, 2.5876927375793457, 2.564297914505005]",sae,Pre-32
1,beta,37,0.012,0.4906511245138152,0.6750481000481001,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5371956825256348, 2.2635602951049805, 2.7115190029144287, 2.3779191970825195, 2.5681798458099365, 2.6356308460235596, 2.3439528942108154, 2.2341790199279785, 2.376024007797241, 2.629709482192993, 2.327861785888672, 2.7271599769592285, 2.632532835006714, 2.6505064964294434, 2.6891255378723145, 2.672701358795166, 2.571901321411133, 2.650373935699463, 2.5953593254089355, 2.3103206157684326, 2.519988775253296, 2.342411518096924, 2.516923427581787, 2.620218276977539, 2.6535298824310303, 2.7569220066070557, 2.671107053756714, 2.3130030632019043, 2.4768335819244385, 2.611637830734253]",sae,Pre-32
1,beta,25,0.008,0.4481691122223585,0.7109042229524157,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.481996536254883, 2.788792371749878, 2.8376643657684326, 2.7653892040252686, 2.748386859893799, 2.5064361095428467, 2.794942617416382, 2.850454807281494, 2.823575258255005, 2.8285844326019287, 2.839998722076416, 2.60640025138855, 2.8183369636535645, 2.835568904876709, 2.7639360427856445, 2.841163396835327, 2.756395101547241, 2.6440327167510986, 2.683570384979248, 2.8032326698303223, 2.847579002380371, 2.577641010284424, 2.564831256866455, 2.843756914138794, 2.8158366680145264, 2.5127439498901367, 2.8469061851501465, 2.741006851196289, 2.7630062103271484, 2.8848040103912354]",sae,Pre-32
1,beta,21,0.015,0.4585000912428071,0.6747146413640848,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6862943172454834, 2.3360469341278076, 2.4608120918273926, 2.6256766319274902, 2.4152214527130127, 2.7249603271484375, 2.734316825866699, 2.7313456535339355, 2.7461559772491455, 2.411478042602539, 2.633404493331909, 2.7718961238861084, 2.5882327556610107, 2.7145185470581055, 2.7461471557617188, 2.5752179622650146, 2.7280988693237305, 2.633803606033325, 2.69161057472229, 2.5762016773223877, 2.534921169281006, 2.6844964027404785, 2.732489585876465, 2.416316509246826, 2.4635777473449707, 2.7152650356292725, 2.658160924911499, 2.7536537647247314, 2.6043004989624023, 2.319575309753418]",sae,Pre-32
1,beta,43,0.014,0.4672892379981081,0.7185400675288867,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5798771381378174, 2.2812511920928955, 2.565812587738037, 2.5410666465759277, 2.605710983276367, 2.440838575363159, 2.46828031539917, 2.558309555053711, 2.611717700958252, 2.617335557937622, 2.383319616317749, 2.188465118408203, 2.2900309562683105, 2.4970757961273193, 2.4105451107025146, 2.310900926589966, 2.5404324531555176, 2.2182257175445557, 2.5594773292541504, 2.1943466663360596, 2.4868674278259277, 2.4359052181243896, 2.633298873901367, 2.5736618041992188, 2.549349308013916, 2.25223970413208, 2.4789345264434814, 2.5179262161254883, 2.3239238262176514, 2.4295730590820312]",sae,Pre-32
1,beta,29,0.002,0.4673881616537376,0.6967803587180241,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.9365930557250977, 3.0217137336730957, 2.7515995502471924, 2.987375259399414, 2.9085049629211426, 2.802389144897461, 3.031348466873169, 2.59624981880188, 2.5382261276245117, 2.9484128952026367, 2.626906633377075, 2.864386558532715, 3.000143051147461, 2.929555654525757, 2.9503302574157715, 2.9079506397247314, 2.741586446762085, 2.97810959815979, 2.6143476963043213, 2.5874359607696533, 2.8406167030334473, 2.7469892501831055, 2.796721935272217, 2.9383156299591064, 2.90281343460083, 2.8412222862243652, 2.8869879245758057, 2.8406999111175537, 2.657437324523926, 2.5492677688598633]",sae,Pre-32
1,beta,49,0.015,0.465647235441854,0.6773281726483698,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.349026918411255, 2.4404637813568115, 2.7729501724243164, 2.7586848735809326, 2.7279250621795654, 2.552323579788208, 2.464168071746826, 2.398381471633911, 2.7807393074035645, 2.6216440200805664, 2.592118740081787, 2.578542470932007, 2.758554220199585, 2.5813450813293457, 2.228665828704834, 2.672788143157959, 2.6339499950408936, 2.590108633041382, 2.7179172039031982, 2.6852452754974365, 2.4809646606445312, 2.6509015560150146, 2.279825448989868, 2.37595272064209, 2.665728807449341, 2.6260156631469727, 2.563767910003662, 2.428523540496826, 2.7971858978271484, 2.2952721118927]",sae,Pre-32
1,beta,28,0.02,0.4715310725463881,0.7052461980712166,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5132439136505127, 2.2390127182006836, 2.2125706672668457, 2.525376558303833, 2.406097412109375, 2.296316385269165, 2.4929239749908447, 2.419560194015503, 2.541402578353882, 2.551447868347168, 2.4662961959838867, 2.178292751312256, 2.4974658489227295, 2.1672861576080322, 2.2308645248413086, 2.4640235900878906, 2.0578248500823975, 2.525430202484131, 2.328125238418579, 2.481682538986206, 2.3671886920928955, 2.473149061203003, 2.4879753589630127, 2.215996265411377, 2.4629104137420654, 2.2859842777252197, 2.426024913787842, 2.2394156455993652, 2.4734203815460205, 2.4986469745635986]",sae,Pre-32
1,beta,32,0.0155,0.4466695519995848,0.7075344149459193,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.483401298522949, 2.158940315246582, 2.550971269607544, 2.5756967067718506, 2.1093194484710693, 2.119241237640381, 2.577622175216675, 2.478466272354126, 2.6541361808776855, 2.6079018115997314, 2.648658514022827, 2.165435552597046, 2.5731422901153564, 2.200836181640625, 2.5619115829467773, 2.5378315448760986, 2.5164010524749756, 2.5947399139404297, 2.5991199016571045, 2.472287654876709, 2.467505693435669, 2.3084421157836914, 2.574674129486084, 2.4488906860351562, 2.1063168048858643, 2.558339834213257, 2.5035152435302734, 2.143075942993164, 2.0987796783447266, 2.528698682785034]",sae,Pre-32
1,beta,8,0.029,0.4629881872705261,0.6646246973365617,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.4776604175567627, 2.330325126647949, 2.4685635566711426, 2.430666923522949, 2.426185131072998, 2.006497383117676, 2.4158196449279785, 2.3529117107391357, 2.244035482406616, 2.0924880504608154, 2.435589551925659, 2.45412540435791, 2.379378080368042, 2.4697020053863525, 2.328791618347168, 2.05440616607666, 2.437174081802368, 2.451561212539673, 2.0245821475982666, 2.0100789070129395, 2.367617607116699, 2.4488565921783447, 2.2726104259490967, 2.2532155513763428, 2.2923948764801025, 2.3292367458343506, 2.3906280994415283, 2.4648921489715576, 2.3979849815368652, 2.4242725372314453]",sae,Pre-32
1,beta,14,0.03,0.4372697462712722,0.6927490871152844,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.1577160358428955, 1.8200892210006714, 2.0759594440460205, 2.0555710792541504, 2.1249048709869385, 2.094820976257324, 2.071660280227661, 1.7552803754806519, 2.156395435333252, 2.1323251724243164, 1.7425179481506348, 1.7683615684509277, 2.0859625339508057, 1.7929301261901855, 1.7696610689163208, 1.7585386037826538, 1.7403831481933594, 2.198387861251831, 2.0981202125549316, 2.124816656112671, 1.6924189329147339, 2.192716121673584, 2.2091684341430664, 2.1424286365509033, 2.0441625118255615, 2.138089418411255, 1.796220064163208, 2.1526780128479004, 1.7282062768936157, 2.220259428024292]",sae,Pre-32
1,beta,16,0.016,0.4478300605999088,0.6877146338761493,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.479616165161133, 2.6952950954437256, 2.5631473064422607, 2.3648018836975098, 2.410834550857544, 2.3546149730682373, 2.382831573486328, 2.4150490760803223, 2.6637825965881348, 2.7184653282165527, 2.6197385787963867, 2.507957696914673, 2.7365758419036865, 2.343435287475586, 2.618608236312866, 2.566462516784668, 2.332230567932129, 2.2935140132904053, 2.348851442337036, 2.581510066986084, 2.6679065227508545, 2.5053679943084717, 2.6924214363098145, 2.663835287094116, 2.7053682804107666, 2.606027126312256, 2.621843099594116, 2.5900564193725586, 2.7225353717803955, 2.640040874481201]",sae,Pre-32
