n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,scenario
1,beta,2,0.16,30,0.2,train_items_only_refit_v1,train_items_only,969,none,,286.0,23364,969,107,23364,2604,0.4341342238125398,0.6757543029248922,5,"[1, 2, 11, 15, 19]","[0.0, 0.13405169546604156, 0.8216912150382996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06392473727464676, 0.0, 0.0, 0.0, 0.7492618560791016, 0.0, 0.0, 0.0, 0.5250990986824036, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,286,Pre-max
1,beta,0,0.16,30,0.2,train_items_only_refit_v1,train_items_only,969,none,,286.0,23500,969,107,23500,2468,0.4424482217225955,0.7072554945901264,3,"[0, 14, 29]","[0.1421138197183609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24356870353221893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7532896995544434]",sae,286,Pre-max
1,beta,1,0.16,30,0.2,train_items_only_refit_v1,train_items_only,969,none,,286.0,23406,969,107,23406,2562,0.4521893509548138,0.6993418687076227,2,"[15, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17785049974918365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6070818901062012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,286,Pre-max
