n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,28,0.002,0.4699344294037151,0.6769119389232592,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.5126426219940186, 3.5011417865753174, 3.3395304679870605, 3.6117184162139893, 3.228781223297119, 3.6287875175476074, 3.0794107913970947, 3.6772868633270264, 3.570922374725342, 3.7346723079681396, 3.6767678260803223, 3.241575241088867, 3.4563612937927246, 3.2451703548431396, 3.248507261276245, 3.4757139682769775, 3.3240890502929688, 3.9151034355163574, 3.966470241546631, 3.8058266639709473, 3.216991424560547, 3.760972261428833, 3.0819599628448486, 3.5278053283691406, 3.541210651397705, 3.6942389011383057, 3.4847147464752197, 3.5445945262908936, 3.855642557144165, 3.771324872970581]",raw,Pre-32
1,beta,29,0.002,0.3862686234833036,0.7736661508443786,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.5120294094085693, 3.7331273555755615, 3.7625720500946045, 2.9849398136138916, 3.551935911178589, 3.8036231994628906, 3.7738277912139893, 3.6474623680114746, 3.6173808574676514, 3.309950351715088, 3.1520822048187256, 3.0681090354919434, 3.8092331886291504, 2.9875359535217285, 3.3853025436401367, 3.5956671237945557, 3.3356614112854004, 3.730593204498291, 3.7997231483459473, 3.4245247840881348, 3.2962846755981445, 2.759697914123535, 3.0460920333862305, 3.762777805328369, 3.630112409591675, 2.969214916229248, 3.493039846420288, 3.1549458503723145, 3.0442631244659424, 3.0367109775543213]",raw,Pre-32
1,beta,6,0.004,0.3806027844089122,0.8208541694823625,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.6119327545166016, 3.484673500061035, 3.3425610065460205, 3.6378235816955566, 3.7359120845794678, 2.7997865676879883, 3.441685438156128, 3.6365649700164795, 3.423074245452881, 2.7779173851013184, 3.6291019916534424, 2.8291001319885254, 3.3880269527435303, 3.730503797531128, 3.716064214706421, 2.8146190643310547, 3.5537731647491455, 3.5599427223205566, 3.4686813354492188, 2.9915270805358887, 3.510646104812622, 2.62453031539917, 3.7417471408843994, 3.423600196838379, 2.7955996990203857, 3.300389289855957, 3.364924430847168, 3.407503604888916, 3.4944159984588623, 2.836475372314453]",raw,Pre-32
1,beta,0,0.002,0.4281735712886513,0.6950928381962865,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.1459083557128906, 3.65750789642334, 3.4258077144622803, 3.4144442081451416, 3.7880334854125977, 3.8378570079803467, 2.9029757976531982, 3.0855939388275146, 3.991176128387451, 3.4849870204925537, 3.4965548515319824, 3.7258877754211426, 3.4362857341766357, 2.8866076469421387, 3.5032944679260254, 3.5253193378448486, 3.729890823364258, 3.1855287551879883, 3.0509629249572754, 3.1921839714050293, 3.0250775814056396, 3.251821517944336, 3.1577634811401367, 3.1011552810668945, 3.462031364440918, 3.5368263721466064, 3.952181100845337, 3.445993185043335, 3.4879682064056396, 3.960941791534424]",raw,Pre-32
1,beta,36,0.012,0.4811748185821047,0.6563964709126,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.0745601654052734, 3.0984256267547607, 3.1303224563598633, 2.6550450325012207, 2.666330337524414, 2.9777276515960693, 3.1412405967712402, 3.068779706954956, 2.7565722465515137, 2.6344387531280518, 3.047443389892578, 3.073948383331299, 3.2750372886657715, 3.2864935398101807, 3.0299742221832275, 2.6013758182525635, 2.654179096221924, 3.480987071990967, 3.1323578357696533, 3.189506769180298, 3.1307241916656494, 3.0923709869384766, 3.0932867527008057, 3.0491790771484375, 3.4196386337280273, 3.031792640686035, 2.6061699390411377, 3.2182071208953857, 3.057826280593872, 3.074225664138794]",raw,Pre-32
1,beta,4,0.0155,0.47783162023237,0.6843939589518523,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5845558643341064, 2.98579740524292, 2.963352918624878, 3.1438169479370117, 3.277721643447876, 2.3442723751068115, 3.093101739883423, 3.2537856101989746, 2.4152374267578125, 2.8521127700805664, 2.5480034351348877, 2.5088584423065186, 2.9233155250549316, 2.948493719100952, 3.335709571838379, 3.2818524837493896, 3.0516140460968018, 3.1716177463531494, 2.9465749263763428, 2.9255802631378174, 3.071561098098755, 2.529369354248047, 3.2142767906188965, 3.0837197303771973, 3.03845477104187, 2.5213518142700195, 3.2250237464904785, 3.379120349884033, 3.3862335681915283, 2.9709179401397705]",raw,Pre-32
1,beta,7,0.004,0.4627820463032658,0.7205830074653394,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.135382652282715, 3.505462408065796, 3.3745908737182617, 3.310182571411133, 3.143341302871704, 3.5544803142547607, 3.588731050491333, 3.7666397094726562, 3.0096147060394287, 3.4356462955474854, 2.8910458087921143, 3.2021608352661133, 3.137218952178955, 3.783374547958374, 2.7498931884765625, 3.5810914039611816, 3.65749192237854, 2.9088289737701416, 2.879842519760132, 3.730012893676758, 3.639098882675171, 2.722665548324585, 3.1352219581604004, 3.8773319721221924, 3.676687479019165, 3.397731065750122, 3.567739248275757, 3.512482166290283, 2.8724958896636963, 3.7676355838775635]",raw,Pre-32
1,beta,1,0.002,0.4662811750569541,0.7289209261686326,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.867123603820801, 3.8595101833343506, 3.5318167209625244, 3.4468367099761963, 3.877335548400879, 3.4493682384490967, 3.0023717880249023, 2.8809146881103516, 3.317084550857544, 3.532036542892456, 3.7887532711029053, 3.461667537689209, 3.544950485229492, 3.262763023376465, 3.4911234378814697, 3.392136812210083, 3.533950090408325, 3.6514065265655518, 3.7015678882598877, 3.2505154609680176, 3.6362273693084717, 3.8628203868865967, 3.517073392868042, 3.5659515857696533, 3.5771751403808594, 3.7876791954040527, 2.776158332824707, 2.939466714859009, 3.7224831581115723, 2.8747293949127197]",raw,Pre-32
1,beta,42,0.014,0.4561310240676263,0.6730769230769231,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.092151165008545, 3.1822924613952637, 3.1395630836486816, 2.5881805419921875, 3.1822521686553955, 3.0519495010375977, 3.1675474643707275, 3.0940728187561035, 3.0462753772735596, 3.0381288528442383, 3.1327154636383057, 3.117114305496216, 3.156439781188965, 2.6607069969177246, 3.0739853382110596, 3.0325570106506348, 3.167423963546753, 3.0448856353759766, 2.9342589378356934, 3.1006908416748047, 3.116142988204956, 3.114501476287842, 3.175147533416748, 2.567420244216919, 3.1549253463745117, 3.05061936378479, 3.2374844551086426, 2.9675917625427246, 2.9886720180511475, 3.044276714324951]",raw,Pre-32
1,beta,37,0.012,0.4578296176457352,0.7056049213943951,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.0169904232025146, 3.427508592605591, 3.5197980403900146, 2.949901580810547, 3.7415850162506104, 2.8192331790924072, 2.970278024673462, 3.7460427284240723, 3.301417112350464, 3.5569007396698, 3.482982873916626, 3.602494478225708, 3.2581899166107178, 3.3890976905822754, 2.9300224781036377, 3.463351011276245, 2.58430552482605, 3.5402424335479736, 3.5794851779937744, 3.4899799823760986, 3.626594066619873, 3.600229501724243, 3.551422119140625, 3.35361909866333, 3.3005788326263428, 3.4031248092651367, 3.3412420749664307, 3.176262855529785, 3.374344825744629, 2.7765772342681885]",raw,Pre-32
