n_samples,model_type,seed,lambda_tau,araf_latent_dim,araf_dropout,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,train_item_count,test_item_count,train_observed_count,test_observed_count,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count
54,beta,0,0.0535,30,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,11069,1057,116,11069,1170,0.3081807620368521,0.6773009711839499,19,"[0, 1, 2, 4, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 20, 22, 25, 26, 28]","[0.0025960193015635014, 0.17509081959724426, 0.14959506690502167, 0.0, 0.1361774057149887, 0.0, 0.0, 0.0128456586971879, 0.19812177121639252, 0.15391124784946442, 0.16253258287906647, 0.011431405320763588, 0.0, 0.0, 0.2121906876564026, 0.10020379722118378, 0.13897661864757538, 0.10156458616256714, 0.12518340349197388, 0.0, 0.10360880941152573, 0.0, 0.1338483691215515, 0.0, 0.0, 0.08061385154724121, 0.16135075688362122, 0.0, 0.22127729654312134, 0.0]",sae,35
54,beta,1,0.0535,30,0.5,train_items_only_refit_v1,train_items_only,1057,none,,32.0,11021,1057,116,11021,1218,0.3128806537653811,0.6359182201018935,13,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 19, 22, 26, 28]","[0.0, 0.06995872408151627, 0.06021605804562569, 0.019485291093587875, 0.07588348537683487, 0.0010476221796125174, 0.08792351931333542, 0.0, 0.0, 0.059709303081035614, 0.029428310692310333, 0.0069877514615654945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02352152392268181, 0.0, 0.0, 0.016202185302972794, 0.0, 0.0, 0.0, 0.04764249920845032, 0.0, 0.06756152212619781, 0.0]",sae,35
54,beta,2,0.0535,30,0.5,train_items_only_refit_v1,train_items_only,1056,none,,32.0,11016,1056,117,11016,1223,0.28747094670984624,0.6599439302027696,11,"[0, 1, 2, 6, 8, 15, 16, 18, 19, 24, 27]","[0.017823772504925728, 0.06888138502836227, 0.0567341186106205, 0.0, 0.0, 0.0, 0.03989701718091965, 0.0, 0.028077170252799988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03160937502980232, 0.0751543790102005, 0.0, 0.0028390383813530207, 0.017359746620059013, 0.0, 0.0, 0.0, 0.0, 0.058601513504981995, 0.0, 0.0, 0.05208137258887291, 0.0, 0.0]",sae,35
