n_samples,model_type,seed,lambda_tau,embedding_protocol,embedding_fit_scope,embedding_fit_item_count,pre_population_match,pre_population_match_version,effective_pre_weight_sum,observed_train_pairs,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,user_count,scenario
1,beta,28,0.002,constant_features_v1,constant,0,none,,286.0,23472,0.4724832170775593,0.667804533904558,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.3595507144927979, 1.1757831573486328, 1.0373268127441406, 1.1783404350280762, 1.34711754322052, 1.3885719776153564, 1.3161121606826782, 1.3342329263687134, 1.0678988695144653, 1.3915823698043823, 1.1441243886947632, 1.1466422080993652, 1.3669071197509766, 1.0855178833007812, 1.3450353145599365, 1.3364572525024414, 1.3966257572174072, 1.0802512168884277, 1.2251403331756592, 1.3860156536102295, 1.3489629030227661, 1.373276948928833, 1.1515774726867676, 1.1865230798721313, 1.3551386594772339, 1.2880258560180664, 1.417328953742981, 1.4058871269226074, 1.3865019083023071, 1.4044742584228516]",ones,286,Pre-max
1,beta,0,0.002,constant_features_v1,constant,0,none,,286.0,23500,0.4717515057528127,0.6672244832295628,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.8668073415756226, 1.979909896850586, 1.9879567623138428, 1.9872057437896729, 1.9961276054382324, 1.6014477014541626, 1.9831068515777588, 2.010138511657715, 1.6430398225784302, 1.9926342964172363, 2.015132188796997, 2.0166261196136475, 2.0098137855529785, 1.9050430059432983, 1.9958850145339966, 2.001145601272583, 1.9048093557357788, 2.0150482654571533, 2.0018510818481445, 1.8541373014450073, 1.72907555103302, 1.9552161693572998, 1.9060015678405762, 1.2856940031051636, 1.2367323637008667, 1.806891918182373, 1.995429277420044, 1.9894068241119385, 1.9941381216049194, 1.6044822931289673]",ones,286,Pre-max
1,beta,14,0.002,constant_features_v1,constant,0,none,,286.0,23590,0.4738151120807123,0.6090725829157048,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.5125964879989624, 1.3452199697494507, 1.554707407951355, 1.529844880104065, 1.5210787057876587, 1.2221689224243164, 1.4595354795455933, 1.5154533386230469, 1.4930329322814941, 1.510715126991272, 1.5254945755004883, 1.5095089673995972, 1.5370697975158691, 1.4919339418411255, 1.4268808364868164, 1.0677030086517334, 1.1343495845794678, 1.5268349647521973, 1.5181463956832886, 1.5456639528274536, 1.496113896369934, 1.4577144384384155, 1.5258798599243164, 1.4219783544540405, 1.5543255805969238, 1.4109660387039185, 1.4934933185577393, 1.4632699489593506, 1.5109796524047852, 1.5045078992843628]",ones,286,Pre-max
1,beta,6,0.004,constant_features_v1,constant,0,none,,286.0,23552,0.4743703232284619,0.6347780126849893,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.4362660646438599, 1.3826608657836914, 1.3812378644943237, 1.4058629274368286, 1.0199766159057617, 1.1212373971939087, 1.4254310131072998, 1.3998949527740479, 1.4247807264328003, 1.1234794855117798, 1.3419923782348633, 1.3869154453277588, 1.3277933597564697, 1.2187914848327637, 1.4157477617263794, 1.3703889846801758, 1.361607551574707, 1.4438502788543701, 1.3895413875579834, 1.253768801689148, 1.3803309202194214, 1.0185881853103638, 1.3640567064285278, 1.4118716716766357, 1.41781485080719, 1.4001938104629517, 1.3081811666488647, 1.310273289680481, 1.4123032093048096, 1.4272773265838623]",ones,286,Pre-max
1,beta,20,0.004,constant_features_v1,constant,0,none,,286.0,23476,0.4291146881915806,0.7001022288986619,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.2371565103530884, 1.3543955087661743, 1.0166867971420288, 1.118472695350647, 1.3488627672195435, 1.364899754524231, 1.3764452934265137, 1.3759369850158691, 1.3999444246292114, 1.3281679153442383, 1.3375917673110962, 1.3881840705871582, 1.2426022291183472, 1.3280059099197388, 1.346175193786621, 1.3544389009475708, 1.1276730298995972, 1.383531093597412, 1.3095296621322632, 1.3420689105987549, 1.3779741525650024, 1.4008004665374756, 1.3520095348358154, 1.3340917825698853, 1.3192102909088135, 1.058203101158142, 1.3714219331741333, 1.36335027217865, 1.377042531967163, 1.3163566589355469]",ones,286,Pre-max
1,beta,42,0.002,constant_features_v1,constant,0,none,,286.0,23406,0.4611857763925859,0.6877190529790551,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.9406226873397827, 1.2960474491119385, 1.6036561727523804, 1.9566398859024048, 2.0043740272521973, 1.7314879894256592, 2.026815176010132, 1.6678897142410278, 1.4436795711517334, 1.8672960996627808, 2.031538248062134, 1.765795350074768, 2.003901481628418, 1.4058279991149902, 2.025956153869629, 1.2576793432235718, 1.815705418586731, 2.0220580101013184, 2.0138585567474365, 1.6567546129226685, 1.9944641590118408, 2.033421754837036, 1.4712049961090088, 2.0117690563201904, 1.7830374240875244, 2.0500471591949463, 2.0056915283203125, 2.0294532775878906, 1.740788221359253, 2.062486171722412]",ones,286,Pre-max
1,beta,15,0.002,constant_features_v1,constant,0,none,,286.0,23458,0.4731206582801182,0.6578485859448291,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.488236904144287, 1.520645022392273, 1.3553812503814697, 1.34300696849823, 1.5076332092285156, 1.4871416091918945, 1.5232740640640259, 1.530279278755188, 1.4641751050949097, 1.277629017829895, 1.509822130203247, 1.5456629991531372, 1.5398234128952026, 1.4693660736083984, 1.4991676807403564, 1.1114914417266846, 1.5331090688705444, 1.5321934223175049, 1.5060255527496338, 1.2743464708328247, 1.4916362762451172, 1.4912679195404053, 1.4246222972869873, 1.556351661682129, 1.17227303981781, 1.2950913906097412, 1.1379765272140503, 1.5103305578231812, 1.5232809782028198, 1.3985346555709839]",ones,286,Pre-max
1,beta,29,0.002,constant_features_v1,constant,0,none,,286.0,23274,0.4497657431051852,0.6983546153357474,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.9026764631271362, 1.4521238803863525, 1.9007552862167358, 1.9366590976715088, 1.9082642793655396, 1.88197922706604, 1.9174165725708008, 1.8554604053497314, 1.9321284294128418, 1.6870898008346558, 1.3123420476913452, 1.9111162424087524, 1.879254698753357, 1.661287546157837, 1.8694357872009277, 1.9171425104141235, 1.8706691265106201, 1.8849650621414185, 1.2909024953842163, 1.9062745571136475, 1.9250218868255615, 1.395480990409851, 1.8949804306030273, 1.8804700374603271, 1.8773193359375, 1.8842546939849854, 1.43198561668396, 1.812902808189392, 1.5098679065704346, 1.8980733156204224]",ones,286,Pre-max
1,beta,7,0.004,constant_features_v1,constant,0,none,,286.0,23114,0.4309209805504235,0.7322989331819354,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.9954211115837097, 1.0009236335754395, 0.990297257900238, 1.2428621053695679, 1.2940107583999634, 1.275597095489502, 1.0553456544876099, 1.0635268688201904, 1.076588749885559, 1.241292953491211, 0.9192288517951965, 1.259406328201294, 1.2213140726089478, 1.3301829099655151, 1.2483553886413574, 1.2873185873031616, 1.303385853767395, 1.2531155347824097, 1.22083580493927, 1.2416701316833496, 1.2522691488265991, 1.2651088237762451, 1.2270010709762573, 1.145172119140625, 1.1824133396148682, 1.2920039892196655, 1.0828948020935059, 1.2880566120147705, 1.0073548555374146, 1.270987629890442]",ones,286,Pre-max
1,beta,1,0.002,constant_features_v1,constant,0,none,,286.0,23406,0.4649523279661591,0.6805321553318265,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.1074092388153076, 2.131974697113037, 2.1062440872192383, 1.2653634548187256, 2.1186347007751465, 2.1067302227020264, 1.8453752994537354, 1.5844850540161133, 2.1539382934570312, 2.140883684158325, 2.1175448894500732, 2.126490592956543, 2.094648599624634, 2.0962302684783936, 1.4616010189056396, 2.0474472045898438, 2.0842385292053223, 2.0351266860961914, 2.110306739807129, 2.103261709213257, 2.1396257877349854, 2.138927936553955, 1.527177095413208, 2.1320955753326416, 2.0944244861602783, 2.0423543453216553, 2.1237850189208984, 1.283504843711853, 2.123749256134033, 2.092663526535034]",ones,286,Pre-max
