n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,6,0.004,0.461234320423166,0.6698520270105556,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.868647575378418, 2.8412373065948486, 2.567167043685913, 2.7820849418640137, 2.539057493209839, 2.8130335807800293, 2.831897020339966, 2.8234360218048096, 2.51397705078125, 2.544881582260132, 2.900460958480835, 2.790776491165161, 2.6834781169891357, 2.8863909244537354, 2.805650472640991, 2.837909698486328, 2.579834222793579, 2.7031409740448, 2.8717193603515625, 2.8124284744262695, 2.791555166244507, 2.7882845401763916, 2.8134071826934814, 2.7904510498046875, 2.7770824432373047, 2.4975976943969727, 2.7651519775390625, 2.5793793201446533, 2.754540205001831, 2.566838502883911]",sae,Pre-32
1,beta,7,0.004,0.4503494296791461,0.7141394129659544,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.7557647228240967, 2.8528354167938232, 2.786900281906128, 2.8621315956115723, 2.8321661949157715, 2.4498133659362793, 2.7743468284606934, 2.444821357727051, 2.7576193809509277, 2.8467328548431396, 2.577610492706299, 2.8704183101654053, 2.8560986518859863, 2.5434019565582275, 2.678046941757202, 2.4339046478271484, 2.9395999908447266, 2.874335527420044, 2.4428036212921143, 2.853107213973999, 2.743549346923828, 2.8294143676757812, 2.383584976196289, 2.4759726524353027, 2.8395562171936035, 2.710672616958618, 2.8827154636383057, 2.4613490104675293, 2.8628430366516113, 2.7314178943634033]",sae,Pre-32
1,beta,36,0.012,0.4740193313779156,0.6897609075846833,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.2425377368927, 2.4814260005950928, 2.5604119300842285, 2.5895678997039795, 2.4480931758880615, 2.6395926475524902, 2.432227373123169, 2.453688144683838, 2.369230031967163, 2.3190643787384033, 2.496384382247925, 2.5206472873687744, 2.5231685638427734, 2.5669496059417725, 2.5432114601135254, 2.2425084114074707, 2.1818649768829346, 2.548550605773926, 2.3653807640075684, 2.5253043174743652, 2.588266611099243, 2.5813989639282227, 2.37243390083313, 2.571470022201538, 2.5835745334625244, 2.547335386276245, 2.612766981124878, 2.2529282569885254, 2.5867133140563965, 2.4148757457733154]",sae,Pre-32
1,beta,20,0.015,0.4404434743275471,0.665715436782381,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.4649107456207275, 2.6284210681915283, 2.1691861152648926, 2.4332964420318604, 2.568876028060913, 2.511249303817749, 2.6062538623809814, 2.208625078201294, 2.5397348403930664, 2.612384557723999, 2.2810544967651367, 2.5889954566955566, 2.6243817806243896, 2.643141746520996, 2.44751238822937, 2.457062005996704, 2.625490665435791, 2.2776291370391846, 2.4794270992279053, 2.266967535018921, 2.362323760986328, 2.564560651779175, 2.4630682468414307, 2.580535888671875, 2.5463812351226807, 2.1976547241210938, 2.5875251293182373, 2.5224204063415527, 2.56770396232605, 2.585310459136963]",sae,Pre-32
1,beta,37,0.012,0.4423662397299271,0.7395592237074249,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.3012640476226807, 2.2291715145111084, 2.6262829303741455, 2.19087290763855, 2.497973680496216, 2.4722063541412354, 2.1560680866241455, 2.5633249282836914, 2.408125162124634, 2.6047182083129883, 2.4147050380706787, 2.5820682048797607, 2.634099006652832, 2.5596957206726074, 2.629150629043579, 2.5103702545166016, 2.554572105407715, 2.6003100872039795, 2.6134231090545654, 2.3994016647338867, 2.4701690673828125, 2.3057398796081543, 2.509589672088623, 2.2107763290405273, 2.5809166431427, 2.582538604736328, 2.6064624786376953, 2.219947099685669, 2.28827166557312, 2.5733087062835693]",sae,Pre-32
1,beta,46,0.006,0.4794335261431228,0.6827728192859772,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.6026439666748047, 2.7107884883880615, 2.6890182495117188, 2.6511645317077637, 2.617144823074341, 2.677093505859375, 2.800856113433838, 2.5859596729278564, 2.39056134223938, 2.739942789077759, 2.7470483779907227, 2.534487247467041, 2.7775774002075195, 2.744417667388916, 2.7370622158050537, 2.37634015083313, 2.7546472549438477, 2.758516311645508, 2.3955249786376953, 2.7534143924713135, 2.3719699382781982, 2.7649624347686768, 2.773837089538574, 2.6803722381591797, 2.430324077606201, 2.774622917175293, 2.7028043270111084, 2.48569655418396, 2.768864154815674, 2.6995630264282227]",sae,Pre-32
1,beta,14,0.002,0.4544153421482828,0.6903606782318927,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.9156572818756104, 2.8708531856536865, 2.8233630657196045, 2.8844223022460938, 2.770934820175171, 2.848360776901245, 2.832634210586548, 2.536656141281128, 2.8963756561279297, 2.913539409637451, 2.6229937076568604, 2.546109437942505, 2.9286317825317383, 2.593428611755371, 2.561657428741455, 2.64475417137146, 2.712332248687744, 2.837656021118164, 2.8501765727996826, 2.807310104370117, 2.6276304721832275, 2.8705906867980957, 2.945809841156006, 2.924896717071533, 2.799243450164795, 2.8937478065490723, 2.6668882369995117, 2.9321248531341553, 2.9484095573425293, 2.9359469413757324]",sae,Pre-32
1,beta,21,0.015,0.4491941859951378,0.6901024841966582,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.5246517658233643, 2.1011528968811035, 2.2296056747436523, 2.43757963180542, 2.2114479541778564, 2.5485711097717285, 2.4980688095092773, 2.5195817947387695, 2.570769786834717, 2.240987539291382, 2.413501262664795, 2.293518304824829, 2.5976343154907227, 2.5670292377471924, 2.2201030254364014, 2.5052754878997803, 2.269354820251465, 2.564661741256714, 2.572638511657715, 2.4542181491851807, 2.429351568222046, 2.56487774848938, 2.5552237033843994, 2.6124465465545654, 2.2561492919921875, 2.139254570007324, 2.503519058227539, 2.599235773086548, 2.3876328468322754, 2.3804800510406494]",sae,Pre-32
1,beta,47,0.006,0.4201761052783785,0.7409386617100372,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.751302480697632, 2.350029230117798, 2.5979628562927246, 2.6617319583892822, 2.693162202835083, 2.6847405433654785, 2.7091400623321533, 2.442167282104492, 2.7007055282592773, 2.621831178665161, 2.7385506629943848, 2.723238229751587, 2.448014736175537, 2.7146918773651123, 2.294954299926758, 2.6670382022857666, 2.555739402770996, 2.422797679901123, 2.513219118118286, 2.570727586746216, 2.762481689453125, 2.411371946334839, 2.352099657058716, 2.3994405269622803, 2.7276923656463623, 2.593031406402588, 2.7161147594451904, 2.753117084503174, 2.374701976776123, 2.6517562866210938]",sae,Pre-32
1,beta,14,0.03,0.4289555818297501,0.7017543859649122,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[1.7536476850509644, 1.7888678312301636, 1.6876856088638306, 1.8103721141815186, 1.6760340929031372, 1.706074595451355, 1.791598916053772, 1.6399693489074707, 1.746490478515625, 1.862473726272583, 1.5875827074050903, 1.6196407079696655, 1.8561034202575684, 1.599297285079956, 1.5957293510437012, 1.6314395666122437, 1.621258020401001, 1.6980453729629517, 1.7818704843521118, 1.7765247821807861, 1.7226238250732422, 1.8111364841461182, 1.849705696105957, 1.8156256675720215, 1.768803358078003, 1.8045377731323242, 1.7350523471832275, 1.9027742147445679, 1.8224502801895142, 1.7536442279815674]",sae,Pre-32
