n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,bernoulli,6,0.004,0.4530237183340482,0.6934189406099519,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4066260755062103, 0.4056347608566284, 0.4085542559623718, 0.40717604756355286, 0.40591004490852356, 0.40625956654548645, 0.3992791771888733, 0.40346917510032654, 0.39788907766342163, 0.40682098269462585, 0.40690749883651733, 0.4085178077220917, 0.4062976837158203, 0.4073672890663147, 0.40461939573287964, 0.40544193983078003, 0.4062127470970154, 0.3999617099761963, 0.4036550521850586, 0.40589505434036255, 0.4051910638809204, 0.4044174253940582, 0.40430453419685364, 0.4029291570186615, 0.3974498212337494, 0.4054573178291321, 0.4051208198070526, 0.3997969329357147, 0.4080750346183777, 0.40413931012153625]",raw,Pre-8
1,bernoulli,7,0.004,0.4724174085216358,0.6052606408417025,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.40557581186294556, 0.4088653028011322, 0.4031846523284912, 0.4079844057559967, 0.4061586856842041, 0.40793299674987793, 0.4057166278362274, 0.41029849648475647, 0.40652406215667725, 0.40719538927078247, 0.40492790937423706, 0.4053817391395569, 0.406328409910202, 0.40497809648513794, 0.40563836693763733, 0.405582994222641, 0.4058416485786438, 0.41148269176483154, 0.40365105867385864, 0.40378206968307495, 0.4007747769355774, 0.40607744455337524, 0.40282732248306274, 0.40451958775520325, 0.4063330590724945, 0.40708887577056885, 0.40850400924682617, 0.40901464223861694, 0.4063118100166321, 0.4044206440448761]",raw,Pre-8
1,bernoulli,18,0.006,0.4869950711786151,0.6394176931690929,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.33611705899238586, 0.3398948013782501, 0.3332834839820862, 0.33701595664024353, 0.3379592299461365, 0.3301098048686981, 0.33571019768714905, 0.3375415802001953, 0.33759698271751404, 0.3416459560394287, 0.3365371525287628, 0.33218833804130554, 0.33911946415901184, 0.3337017595767975, 0.336830735206604, 0.3336363434791565, 0.3377591371536255, 0.33641502261161804, 0.333733469247818, 0.3344617784023285, 0.3350844085216522, 0.32552337646484375, 0.3378523290157318, 0.33415237069129944, 0.33704158663749695, 0.3375059962272644, 0.33089444041252136, 0.3404136002063751, 0.3332987427711487, 0.33439821004867554]",raw,Pre-8
1,bernoulli,24,0.008,0.4787449190054407,0.6375876577840112,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.26287078857421875, 0.25811827182769775, 0.256517231464386, 0.2684130072593689, 0.2687009274959564, 0.2663223147392273, 0.2759951949119568, 0.26573994755744934, 0.2635776400566101, 0.2630099952220917, 0.2656165063381195, 0.2599533200263977, 0.25977882742881775, 0.26808369159698486, 0.2632593810558319, 0.26447373628616333, 0.26516371965408325, 0.26437968015670776, 0.2611128091812134, 0.26274046301841736, 0.26326096057891846, 0.2637205123901367, 0.266425758600235, 0.266608864068985, 0.26319316029548645, 0.2645115256309509, 0.26435622572898865, 0.26854339241981506, 0.2647371292114258, 0.2571357786655426]",raw,Pre-8
1,bernoulli,8,0.012,0.4652211716681712,0.6838546069315301,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.12317732721567154, 0.12309239059686661, 0.12406444549560547, 0.12021633237600327, 0.12209008634090424, 0.12262152880430222, 0.12170863896608353, 0.1225535050034523, 0.1167292520403862, 0.12163097411394119, 0.12263119220733643, 0.12177801132202148, 0.12082608789205551, 0.12134969234466553, 0.12334774434566498, 0.11952156573534012, 0.11629988253116608, 0.11711607873439789, 0.11430541425943375, 0.1206948459148407, 0.12399102747440338, 0.13267064094543457, 0.12184970825910568, 0.12113864719867706, 0.12197743356227875, 0.1221136674284935, 0.12157188355922699, 0.11774931848049164, 0.12011221051216125, 0.12115111947059631]",raw,Pre-8
1,bernoulli,25,0.008,0.4762242164040244,0.61806640625,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.26265445351600647, 0.25375896692276, 0.26336878538131714, 0.2651069462299347, 0.26301446557044983, 0.2663089334964752, 0.2674177289009094, 0.26393401622772217, 0.2706165015697479, 0.2677221894264221, 0.2675311863422394, 0.26496997475624084, 0.26423221826553345, 0.2675345540046692, 0.26540493965148926, 0.26363322138786316, 0.2636962831020355, 0.26883307099342346, 0.26657143235206604, 0.26887047290802, 0.2670597434043884, 0.2665700912475586, 0.27024275064468384, 0.2643815577030182, 0.2655763626098633, 0.265322744846344, 0.26624611020088196, 0.2668474614620209, 0.2633390724658966, 0.2650599777698517]",raw,Pre-8
1,bernoulli,19,0.006,0.4397910111893913,0.6683572837418992,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.33433130383491516, 0.32986724376678467, 0.3351445198059082, 0.3348187506198883, 0.33505263924598694, 0.33083343505859375, 0.3396635055541992, 0.3323652148246765, 0.33651766180992126, 0.33364155888557434, 0.334257036447525, 0.34008893370628357, 0.33333301544189453, 0.33404144644737244, 0.3350546956062317, 0.33355796337127686, 0.3334779143333435, 0.33508116006851196, 0.3391554355621338, 0.33115530014038086, 0.33394691348075867, 0.32713767886161804, 0.3375260829925537, 0.3355821371078491, 0.3363877534866333, 0.3341991901397705, 0.333283931016922, 0.32509055733680725, 0.33249250054359436, 0.3318662941455841]",raw,Pre-8
1,bernoulli,9,0.012,0.469620643141648,0.6515937019969278,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.11996237933635712, 0.12173578888177872, 0.12224927544593811, 0.13011373579502106, 0.12159448862075806, 0.12647868692874908, 0.12047001719474792, 0.12080805003643036, 0.1174388974905014, 0.12091243267059326, 0.1226854920387268, 0.11944187432527542, 0.12308164685964584, 0.12534493207931519, 0.1227191761136055, 0.11946641653776169, 0.11813173443078995, 0.11968522518873215, 0.1195315420627594, 0.12429219484329224, 0.12114465236663818, 0.12695848941802979, 0.12074499577283859, 0.11462324112653732, 0.11634250730276108, 0.11822894215583801, 0.11095866560935974, 0.11846065521240234, 0.120181143283844, 0.11681552976369858]",raw,Pre-8
1,bernoulli,28,0.002,0.4561379007557299,0.6616624965248818,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.48024982213974, 0.4755009114742279, 0.4686735272407532, 0.46807846426963806, 0.4731540381908417, 0.4724993407726288, 0.47545501589775085, 0.47501838207244873, 0.4738340377807617, 0.4753229022026062, 0.47535240650177, 0.4768657684326172, 0.475079208612442, 0.47093698382377625, 0.47473570704460144, 0.4740929901599884, 0.474784791469574, 0.47178781032562256, 0.4749411940574646, 0.47153010964393616, 0.465837299823761, 0.4759756326675415, 0.47617170214653015, 0.47138625383377075, 0.47571861743927, 0.4747227728366852, 0.47173261642456055, 0.47435882687568665, 0.4679969847202301, 0.47401484847068787]",raw,Pre-8
1,bernoulli,36,0.012,0.4659733231075577,0.6486562150055991,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.11759479343891144, 0.12399519979953766, 0.12223201245069504, 0.12115470319986343, 0.12332558631896973, 0.1213039830327034, 0.12468191236257553, 0.13408929109573364, 0.12450622767210007, 0.11302362382411957, 0.12191323190927505, 0.12041473388671875, 0.12310239672660828, 0.12140461802482605, 0.12931831181049347, 0.12483055889606476, 0.11771982163190842, 0.12396298348903656, 0.12279783934354782, 0.12341339141130447, 0.12332568317651749, 0.1207810491323471, 0.11678779870271683, 0.116867296397686, 0.12183964252471924, 0.11876939237117767, 0.12328337132930756, 0.11946752667427063, 0.12381166964769363, 0.11918673664331436]",raw,Pre-8
