agent,scienceagentbench.1,scienceagentbench.12,scienceagentbench.16,scienceagentbench.20,scienceagentbench.24,scienceagentbench.39,scienceagentbench.43,scienceagentbench.44,scienceagentbench.52,scienceagentbench.55,scienceagentbench.56,scienceagentbench.63,scienceagentbench.64,scienceagentbench.69,scienceagentbench.73,scienceagentbench.74,scienceagentbench.84,scienceagentbench.89,scienceagentbench.95,scienceagentbench.96,scienceagentbench.97,scienceagentbench.99,scienceagentbench.100,scienceagentbench.102
scienceagentbench.gpt-5-codex_sab_example_agent,0.44336584210395813,0.4698805809020996,,0.788718581199646,,,0.7573357224464417,,,0.4530338644981384,0.4828394651412964,,,0.8215194940567017,,,0.4597913324832916,0.7966481447219849,0.4602010250091553,0.7957120537757874,1.0,0.4858373999595642,0.47787317633628845,0.476518452167511
scienceagentbench.gpt-5.1-codex_sab_example_agent,0.7660161852836609,0.4698805809020996,,,0.4797945022583008,,0.7587931752204895,0.7296256422996521,0.4609026610851288,0.4530338644981384,0.7762858271598816,0.4711722135543823,,,,,0.4597913324832916,,0.4602010250091553,1.0,0.8118943572044373,,0.47787317633628845,0.476518452167511
scienceagentbench.gpt-5_1_sab_example_agent,,0.4698805809020996,,,,0.45672085881233215,,,0.4609026610851288,0.4530338644981384,,,,0.8339635133743286,1.0,0.4501044750213623,0.4597913324832916,0.8029937148094177,0.4602010250091553,,1.0,,,0.476518452167511
scienceagentbench.gpt-5_2_sab_example_agent,,0.4698805809020996,,,,,,,,,,0.8530106544494629,,1.0,1.0,0.4501044750213623,,,0.4602010250091553,1.0,0.8199231028556824,,,0.476518452167511
scienceagentbench.gpt-5_sab_example_agent,,0.4698805809020996,0.841387152671814,1.0,0.4797945022583008,0.45672085881233215,,,,0.4530338644981384,,0.4711722135543823,,,1.0,0.4501044750213623,,0.7877671718597412,,1.0,,0.4858373999595642,,0.476518452167511
scienceagentbench.gpt_4_1_sab_example_agent,0.7787432074546814,0.8372372984886169,0.8366384506225586,1.0,0.7670939564704895,0.7782461047172546,0.7609090209007263,0.7626321911811829,0.8010213971138,0.7528599500656128,0.770415186882019,0.8293226957321167,0.8079957962036133,0.8189037442207336,1.0,0.4501044750213623,,0.7882094979286194,0.8199223875999451,1.0,1.0,0.8119235634803772,0.7653548121452332,0.788263201713562
scienceagentbench.o3-mini_sab_example_agent,0.7910031676292419,0.7908037900924683,1.0,1.0,0.7688395977020264,1.0,0.7602152824401855,0.774229109287262,0.4609026610851288,0.7645914554595947,1.0,1.0,0.4576908349990845,0.819413423538208,1.0,0.4501044750213623,0.819679856300354,0.7877269983291626,0.8219813108444214,1.0,0.7918263673782349,0.7565822005271912,0.7607252597808838,0.7831096649169922
scienceagentbench.o4-mini_sab_example_agent,0.8015294075012207,0.8322872519493103,0.846159040927887,1.0,0.764585554599762,1.0,0.7654881477355957,0.7531736493110657,0.4609026610851288,0.7566418647766113,0.7832226753234863,1.0,0.8425306081771851,1.0,1.0,0.4501044750213623,0.8292356729507446,0.8054510354995728,0.8368983268737793,1.0,0.8362581133842468,0.8193975687026978,0.7814233899116516,0.8140432238578796
