seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,beta,1,32,0.7,raw,32,0.5975580928066567,0.4620445663912027
3,beta,1,32,0.7,raw,32,0.6358769052672197,0.4485635374306232
39,beta,1,32,0.7,raw,32,0.6258220679576179,0.4319942113579025
43,beta,1,32,0.7,raw,32,0.6503851540616247,0.4956506567588264
17,beta,1,32,0.7,raw,32,0.5378199213248507,0.4629203368361066
13,beta,1,32,0.7,raw,32,0.6421172248803827,0.4939254171483326
7,beta,1,32,0.7,raw,32,0.579162629148157,0.4638748168317905
23,beta,1,32,0.7,raw,32,0.5572908501067306,0.4557407286857601
11,beta,1,32,0.7,raw,32,0.6240896884125104,0.4971714628835256
27,beta,1,32,0.7,raw,32,0.6584594662466041,0.467785892838401
19,beta,1,32,0.7,raw,32,0.600338266384778,0.475962605230652
31,beta,1,32,0.7,raw,32,0.6186335556292448,0.434481339508284
35,beta,1,32,0.7,raw,32,0.6358340987093343,0.4477356519066849
15,beta,1,32,0.7,raw,32,0.5634821145932258,0.4571262326128736
6,beta,1,32,0.7,raw,32,0.553447131913867,0.4500631771508998
2,beta,1,32,0.7,raw,32,0.5926204819277108,0.4573547652846559
47,beta,1,32,0.7,raw,32,0.6258279788632811,0.4578266232756462
18,beta,1,32,0.7,raw,32,0.5352005323331922,0.4716533708832671
49,beta,1,32,0.7,raw,32,0.615157390510949,0.438341982436456
26,beta,1,32,0.7,raw,32,0.6060395695938912,0.4489746259696588
34,beta,1,32,0.7,raw,32,0.5682574916759157,0.455405530909758
30,beta,1,32,0.7,raw,32,0.5715534585169573,0.4525023655012906
10,beta,1,32,0.7,raw,32,0.5813711525360749,0.4358843877014979
38,beta,1,32,0.7,raw,32,0.6185298514435205,0.4809758526367659
42,beta,1,32,0.7,raw,32,0.6385715755891735,0.4573730918352389
46,beta,1,32,0.7,raw,32,0.6064805583250249,0.4880126214193141
22,beta,1,32,0.7,raw,32,0.645849239069578,0.4443926764512258
14,beta,1,32,0.7,raw,32,0.5619616703558854,0.4639835251933503
1,beta,1,32,0.7,raw,32,0.5823947343408422,0.4464519211929738
9,beta,1,32,0.7,raw,32,0.5303971345529975,0.4665094871578459
37,beta,1,32,0.7,raw,32,0.5961538461538463,0.4450781523463633
8,beta,1,32,0.7,raw,32,0.5857871034789924,0.4773248609436053
44,beta,1,32,0.7,raw,32,0.5761882893226176,0.449206741835937
41,beta,1,32,0.7,raw,32,0.6130275700877397,0.4470252344712734
45,beta,1,32,0.7,raw,32,0.6280022446689113,0.447831042186033
5,beta,1,32,0.7,raw,32,0.6442867087663467,0.4381749362485622
21,beta,1,32,0.7,raw,32,0.5880725596068678,0.4569329376118158
25,beta,1,32,0.7,raw,32,0.6067046361557922,0.4255660676978903
4,beta,1,32,0.7,raw,32,0.6413327872955201,0.4546705557428687
40,beta,1,32,0.7,raw,32,0.586352657004831,0.4891885034500422
12,beta,1,32,0.7,raw,32,0.5966121674952591,0.4468243850373807
29,beta,1,32,0.7,raw,32,0.6350868725868726,0.4483696251518601
36,beta,1,32,0.7,raw,32,0.5662123770996165,0.442772952206972
32,beta,1,32,0.7,raw,32,0.6123270228714204,0.4430403380768548
16,beta,1,32,0.7,raw,32,0.6249596557288866,0.452153529227076
20,beta,1,32,0.7,raw,32,0.5977154828411813,0.4322427890522499
33,beta,1,32,0.7,raw,32,0.6328474813432837,0.4554655038969858
24,beta,1,32,0.7,raw,32,0.6012820512820513,0.440712577827997
28,beta,1,32,0.7,raw,32,0.6009079754601226,0.4466525544539663
48,beta,1,32,0.7,raw,32,0.5916015625,0.46363175691816616
