seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,4,0.1,raw,4,0.7083333333333334,0.4015971543614002,14,2,30,2
7,beta,1,4,0.1,raw,4,0.44,0.4968080859442278,8,2,30,2
35,beta,1,4,0.1,raw,4,0.6666666666666667,0.4809425003257808,4,2,30,2
43,beta,1,4,0.1,raw,4,0.2916666666666667,0.4449966716106111,9,2,30,2
2,beta,1,4,0.1,raw,4,0.25,0.3955094890794422,29,2,30,2
18,beta,1,4,0.1,raw,4,0.4583333333333333,0.4900613304603923,24,2,30,2
10,beta,1,4,0.1,raw,4,0.6,0.478127255777261,8,2,30,2
46,beta,1,4,0.1,raw,4,0.75,0.4964274838294517,5,2,30,2
19,beta,1,4,0.1,raw,4,0.7083333333333333,0.4379740939186853,4,2,30,2
39,beta,1,4,0.1,raw,4,0.5238095238095238,0.3876306205989075,11,2,30,2
15,beta,1,4,0.1,raw,4,0.2222222222222222,0.3994407178569805,28,2,30,2
14,beta,1,4,0.1,raw,4,0.4583333333333333,0.4498116271145805,3,2,30,2
26,beta,1,4,0.1,raw,4,0.3600000000000001,0.4570470301846388,10,2,30,2
11,beta,1,4,0.1,raw,4,0.7083333333333334,0.4842696998332934,3,2,30,2
32,beta,1,4,0.1,raw,4,0.5714285714285715,0.4316151814276125,30,2,30,2
42,beta,1,4,0.1,raw,4,0.8571428571428571,0.431645751508416,25,2,30,2
38,beta,1,4,0.1,raw,4,0.8888888888888888,0.401989141691229,30,2,30,2
30,beta,1,4,0.1,raw,4,0.7142857142857142,0.4423423563329907,12,2,30,2
34,beta,1,4,0.1,raw,4,0.5,0.4474519899390322,9,2,30,2
23,beta,1,4,0.1,raw,4,0.4444444444444444,0.3846963732987503,11,2,30,2
47,beta,1,4,0.1,raw,4,0.4285714285714286,0.4911425412075458,11,2,30,2
22,beta,1,4,0.1,raw,4,0.7916666666666667,0.4780663697441079,14,2,30,2
31,beta,1,4,0.1,raw,4,0.375,0.4177821803593711,17,2,30,2
20,beta,1,4,0.1,raw,4,0.875,0.480292155989674,5,2,30,2
8,beta,1,4,0.1,raw,4,0.2222222222222222,0.4710947520686637,12,2,30,2
27,beta,1,4,0.1,raw,4,0.68,0.4753461542698811,24,2,30,2
6,beta,1,4,0.1,raw,4,0.5416666666666666,0.4404821258928091,29,2,30,2
3,beta,1,4,0.1,raw,4,0.5,0.4641639161955854,21,2,30,2
16,beta,1,4,0.1,raw,4,0.5416666666666667,0.4725853732854361,14,2,30,2
12,beta,1,4,0.1,raw,4,0.625,0.4940293982248676,25,2,30,2
9,beta,1,4,0.1,raw,4,0.64,0.485371917359188,15,2,30,2
21,beta,1,4,0.1,raw,4,0.7916666666666666,0.4336950338478644,12,2,30,2
29,beta,1,4,0.1,raw,4,0.6666666666666667,0.4384565455024363,5,2,30,2
36,beta,1,4,0.1,raw,4,0.3333333333333333,0.4639838784660461,25,2,30,2
1,beta,1,4,0.1,raw,4,0.3809523809523809,0.4268561627433195,6,2,30,2
28,beta,1,4,0.1,raw,4,0.4,0.422621508032457,26,2,30,2
24,beta,1,4,0.1,raw,4,0.5416666666666667,0.5021746551067341,29,2,30,2
33,beta,1,4,0.1,raw,4,0.75,0.4236640788491243,17,2,30,2
44,beta,1,4,0.1,raw,4,0.2916666666666666,0.4393415860511414,6,2,30,2
40,beta,1,4,0.1,raw,4,0.5833333333333334,0.4014084694972881,11,2,30,2
13,beta,1,4,0.1,raw,4,0.625,0.4824072646426733,24,2,30,2
25,beta,1,4,0.1,raw,4,0.2083333333333333,0.4555189919610806,12,2,30,2
5,beta,1,4,0.1,raw,4,0.7142857142857143,0.4738106934312084,17,2,30,2
48,beta,1,4,0.1,raw,4,0.4285714285714286,0.4867075776460407,18,2,30,2
17,beta,1,4,0.1,raw,4,0.5,0.4982820740887635,20,2,30,2
4,beta,1,4,0.1,raw,4,0.875,0.4336697451690893,19,2,30,2
45,beta,1,4,0.1,raw,4,0.5,0.3630641986152471,22,2,30,2
41,beta,1,4,0.1,raw,4,0.6,0.4814451113191691,22,2,30,2
49,beta,1,4,0.1,raw,4,0.8888888888888888,0.4670732071306602,17,2,30,2
37,beta,1,4,0.1,raw,4,0.7619047619047619,0.474197240149963,5,2,30,2
