seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
5,beta,1,16,0.5,raw,16,0.6254538318123835,0.5106578633298274
2,beta,1,16,0.5,raw,16,0.5844854070660522,0.5644464723399588
22,beta,1,16,0.5,raw,16,0.5659886690814526,0.6044613979799479
31,beta,1,16,0.5,raw,16,0.625468515742129,0.6090318985479067
11,beta,1,16,0.5,raw,16,0.6742252456538171,0.5491671618004488
46,beta,1,16,0.5,raw,16,0.6098343685300207,0.5421932637900448
47,beta,1,16,0.5,raw,16,0.4730309817095931,0.6272892511431724
43,beta,1,16,0.5,raw,16,0.5990878938640132,0.6569853931077717
26,beta,1,16,0.5,raw,16,0.5891929499072356,0.6286379081734307
18,beta,1,16,0.5,raw,16,0.6279519938056524,0.6053849685292448
35,beta,1,16,0.5,raw,16,0.595816397343115,0.5696385987554411
15,beta,1,16,0.5,raw,16,0.5914764079147641,0.5788434950859861
38,beta,1,16,0.5,raw,16,0.5307219662058372,0.6623077320511502
30,beta,1,16,0.5,raw,16,0.5154567901234568,0.5559750241614985
14,beta,1,16,0.5,raw,16,0.6058917949202153,0.6486949639321447
23,beta,1,16,0.5,raw,16,0.5848769829961054,0.547032551550059
27,beta,1,16,0.5,raw,16,0.626426603699331,0.4474349055550035
39,beta,1,16,0.5,raw,16,0.5751886792452829,0.4938582868980147
10,beta,1,16,0.5,raw,16,0.6309659090909091,0.6316056694214794
42,beta,1,16,0.5,raw,16,0.5998949579831933,0.4715908590830664
6,beta,1,16,0.5,raw,16,0.5692393424352187,0.5962231476853149
0,beta,1,16,0.5,raw,16,0.5429553264604812,0.5633227106885423
34,beta,1,16,0.5,raw,16,0.5745557794467852,0.6206500309778118
7,beta,1,16,0.5,raw,16,0.6110143244289585,0.6384182581006798
3,beta,1,16,0.5,raw,16,0.6059171597633136,0.5798626637644231
19,beta,1,16,0.5,raw,16,0.5911170415554708,0.6140852839001976
37,beta,1,16,0.5,raw,16,0.5926238738738738,0.6839857666768328
29,beta,1,16,0.5,raw,16,0.6140902366863905,0.6188154840978225
17,beta,1,16,0.5,raw,16,0.5963020030816641,0.4972530246525636
49,beta,1,16,0.5,raw,16,0.5135313531353135,0.6368990683757373
45,beta,1,16,0.5,raw,16,0.623981944853302,0.6274378201274585
1,beta,1,16,0.5,raw,16,0.4879551820728292,0.6337438487896173
25,beta,1,16,0.5,raw,16,0.5364583333333333,0.5483239189410355
24,beta,1,16,0.5,raw,16,0.5674765210289915,0.6389605601740108
13,beta,1,16,0.5,raw,16,0.5932288401253919,0.4583557369074142
41,beta,1,16,0.5,raw,16,0.55844093735055,0.6486382001488245
4,beta,1,16,0.5,raw,16,0.5602962962962963,0.5941086739821718
20,beta,1,16,0.5,raw,16,0.5734658599827138,0.6527395589498222
21,beta,1,16,0.5,raw,16,0.6522657450076805,0.6167205057827119
33,beta,1,16,0.5,raw,16,0.5419825072886297,0.5522198658186547
8,beta,1,16,0.5,raw,16,0.61527293844367,0.6202998815833727
9,beta,1,16,0.5,raw,16,0.54462890625,0.5751494047694926
16,beta,1,16,0.5,raw,16,0.6081240188383046,0.6330660559281042
40,beta,1,16,0.5,raw,16,0.593598357596118,0.502275089062607
36,beta,1,16,0.5,raw,16,0.6371939736346516,0.6257769523787353
44,beta,1,16,0.5,raw,16,0.6649248258159149,0.5872674725346025
48,beta,1,16,0.5,raw,16,0.5454545454545455,0.631027789710039
32,beta,1,16,0.5,raw,16,0.6016307513104252,0.5288898549997142
28,beta,1,16,0.5,raw,16,0.5537028411737308,0.6293087494651545
12,beta,1,16,0.5,raw,16,0.5706845238095238,0.6029785136479927
