seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5534937166886704,0.423247770616774,2,2,30,2
2,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,10,0.5527548725637181,0.4191469360900314,12,2,30,2
6,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6021488101214981,0.4404613035234979,18,2,30,2
1,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5184930610107358,0.4563690996836076,12,2,30,2
5,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5769595176571921,0.4174198753598906,4,2,30,2
7,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5201809210526316,0.4317386740229937,9,2,30,2
14,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.6022230524939285,0.407378134203615,3,2,30,2
0,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5332091052485077,0.4460041129784324,5,2,30,2
4,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.573599606907202,0.4450999806900123,13,2,30,2
8,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5580896027049873,0.4354524210649361,10,2,30,2
12,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5785270002827255,0.4311360305343908,8,2,30,2
35,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,20,0.5210213515298261,0.4379447481598952,19,2,30,2
42,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.557188874118008,0.4278380734230987,6,2,30,2
34,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,5,0.575288238376881,0.4555552523148052,8,2,30,2
18,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5491388044579534,0.452133524506656,21,2,30,2
19,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6043136294777433,0.4376497693520026,14,2,30,2
38,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,20,0.5346131289011772,0.4332754152209812,4,2,30,2
46,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5905973842347119,0.4256186568561952,13,2,30,2
10,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5620588390223346,0.4561983000844468,26,2,30,2
22,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6427910324969148,0.4089762106648014,4,2,30,2
26,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5877375296912114,0.4466781923096405,26,2,30,2
11,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.561588476183634,0.4209363349439645,2,2,30,2
43,bernoulli,54,none,0.5,1.0,sae,none,,54,31.0,5,0.5963194863808282,0.403760046848684,10,2,30,2
23,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,5,0.5379303482587064,0.4533602827169221,11,2,30,2
30,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.600288656576689,0.4338882408484584,11,2,30,2
15,bernoulli,54,none,0.5,1.0,sae,none,,54,31.0,50,0.6036850742009132,0.3967514078431369,12,2,30,2
39,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5720194647201947,0.4266730078055871,3,2,30,2
27,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5855386260358193,0.4395345485277348,25,2,30,2
47,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6041714858508751,0.4613551978970157,29,2,30,2
31,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5626432988258182,0.4559484027136806,27,2,30,2
9,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,20,0.573466548372787,0.4524677212145765,19,2,30,2
33,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6063466787989081,0.4328495718988798,21,2,30,2
17,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,10,0.5577464788732394,0.4385394962405078,8,2,30,2
37,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,50,0.6167378525817228,0.424317354436063,15,2,30,2
41,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5536281779661016,0.4336894505368008,2,2,30,2
25,bernoulli,54,none,0.5,1.0,sae,none,,54,31.0,50,0.5244584085543674,0.4117474707008689,3,2,30,2
49,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5999086226947998,0.4292949964570726,8,2,30,2
13,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,5,0.6096991980046873,0.4300734607190681,12,2,30,2
48,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5923307626392459,0.4248836400117888,7,2,30,2
29,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5542866380130083,0.4422986959017719,14,2,30,2
32,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.597105439392812,0.4407711692936554,8,2,30,2
21,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5889983579638751,0.4358660806925347,22,2,30,2
45,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.583919663465118,0.4381993868391743,4,2,30,2
44,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5326730757783201,0.4537228389366307,14,2,30,2
16,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5263588263588264,0.430479620019158,2,2,30,2
36,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5851982886292579,0.4327752920194174,3,2,30,2
40,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5627342495091916,0.4392059139464573,4,2,30,2
28,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6234949421501743,0.4264807598340234,15,2,30,2
24,bernoulli,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5496870109546166,0.4418089894489708,4,2,30,2
20,bernoulli,54,none,0.5,1.0,sae,none,,54,30.0,20,0.5804231625835189,0.4277735827169415,2,2,30,2
