seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
3,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.604825434433738,0.4465478693418678
7,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6175284547634688,0.4270803947657773
2,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5683107654938642,0.4767601353808695
1,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5655688966315812,0.4960134245955424
6,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5731157821391244,0.4587348422007136
5,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5653693621025744,0.4632260037139702
4,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5730331615287367,0.4700015209051644
0,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5613067918329844,0.4871452085871132
11,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6121692338072668,0.4495057225992853
15,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,50,0.6152459438578419,0.4623967686994796
23,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5278441920701336,0.4752760392499769
31,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6244741614339818,0.4507048034636715
8,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5697640746103398,0.4332753120452935
39,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5893276973115201,0.441684010977842
27,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5789986460772834,0.4684350704208999
47,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.54257958357066,0.5067433767012919
35,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5088441699320361,0.4627582344629131
43,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,50,0.5231854420847554,0.4954596544559903
19,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.585919460229599,0.4642486930853423
38,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5525598991172762,0.4411432107024016
34,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.6284966540780494,0.4624003779884133
30,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5435464721845319,0.4921282172452773
14,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5026734604013335,0.5398899859048514
22,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5804957244165693,0.4962685494835634
18,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5469644057514796,0.4990547454030869
42,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5855275958233348,0.4280064209775037
46,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5675640976871577,0.4646563753377637
10,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5904359054749898,0.4571627240302429
26,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5140110925636746,0.4972449784588698
12,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6315899776453056,0.4423036483433062
9,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,20,0.5569875339769426,0.492382101915657
13,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5403596710609978,0.4813559180286111
44,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5906192680583457,0.4337485269142223
25,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,10,0.556616228292881,0.4108523139121985
33,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6170595469919034,0.4323436483666369
37,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.6439537208391306,0.4192205916288561
20,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,10,0.5275538350439796,0.4901806471361556
45,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5649750053120701,0.4761873707428784
32,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6601865446592301,0.3974791951403013
21,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5560400245961206,0.4495162310592383
17,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5705331153092347,0.4738268268061101
24,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5289191946202375,0.4646438842139846
28,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5134677509190152,0.4918441786070697
40,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,5,0.6666875801684234,0.3999710117207292
29,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5819092654150475,0.4488712791367264
36,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6038489701060139,0.471390771937326
48,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5912909510452793,0.4740828430900557
41,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5621060501495284,0.4790308144698252
49,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5535742692384171,0.4573716420282084
16,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5382901740326536,0.45511556643248974
