seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
45,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.5688372093023256,0.4954137572269119,2.0
21,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5080472941299025,0.4943398085510057,2.0
48,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6758563074352548,0.396590176451489,2.0
27,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5968546734384745,0.4734402137149803,2.0
32,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6284100080710251,0.4255196003641158,2.0
44,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.5941726088025571,0.4604107708215445,2.0
35,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,5,0.4872398685651697,0.5246917728070605,2.0
19,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6938293806901202,0.3915746018411175,2.0
15,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,20,0.5228208005985784,0.4776377975648229,2.0
24,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6072690763052209,0.5039888949968403,2.0
11,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.7084768659236744,0.3591379337404963,2.0
41,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.4709273182957393,0.564460912736542,2.0
28,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5383830551361057,0.5281382192277748,2.0
39,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.628901775486827,0.3901895193719554,2.0
43,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,50,0.5876494023904382,0.4243951862629828,2.0
40,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.4433423913043478,0.5687927743525897,2.0
23,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.489540004893565,0.4976763225681374,2.0
20,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.4946561046146108,0.5376398691898598,2.0
49,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6548828988068934,0.398035313940944,2.0
25,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,20,0.5807446808510638,0.3934553035074202,2.0
29,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5606436325563454,0.4435054689594832,2.0
37,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.5607638888888888,0.4586177091822171,2.0
17,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6910671462829736,0.39865599980218996,2.0
