seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
1,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6110593641331346,0.4651781209891721,2.0
2,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5460755813953488,0.4858546115796927,2.0
3,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.4997224997224997,0.4929498490520307,2.0
5,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6338909932659933,0.4396002120654,2.0
7,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.579248366013072,0.4676727313939726,2.0
0,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5656140350877193,0.5007135544844069,2.0
22,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5957372466806428,0.4236014502714382,2.0
9,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.5876639145216124,0.4907488004637724,2.0
4,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5635885958937433,0.5153206591772761,2.0
16,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.527174544187667,0.5061977536121112,2.0
8,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.496249243799153,0.5005497294595087,2.0
10,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5092958505478714,0.4650147868697128,2.0
6,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5911397345823576,0.4863106444867246,2.0
46,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5807909604519774,0.4318110099509477,2.0
13,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.76403242147923,0.3432775306586987,2.0
26,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5357359176256814,0.4785666769392696,2.0
30,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5737915446653311,0.4178963179529485,2.0
33,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6069143348295292,0.4204028546522223,2.0
14,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5136622042912158,0.4608985431825239,2.0
18,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5658646451329378,0.4838772030846502,2.0
34,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.622610039866569,0.4165759007615707,2.0
38,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.6590718479172492,0.3784630730113191,2.0
36,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5823814962878355,0.4891143405726713,2.0
47,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.4810036307053942,0.507164909014799,2.0
42,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5404734631538755,0.4676547766043167,2.0
12,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5046777546777546,0.5421540439628334,2.0
31,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.62041015625,0.4585367333029652,2.0
