seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
0,beta,54,none,0.9,1.0,pca,none,,54,29.0,10,0.5644446178049953,0.3759165133788339,2.0
1,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5559142925694495,0.3979509973778791,2.0
5,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5999697519661222,0.3755346698654471,2.0
2,beta,54,none,0.9,1.0,pca,none,,54,30.0,5,0.5169455169455169,0.3651618069449133,2.0
6,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5881082336546277,0.3603307413014732,2.0
3,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5989158958323288,0.3535120210411189,2.0
4,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5336693788021222,0.376350375533927,2.0
7,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5869452589637179,0.3435320705236412,2.0
13,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.6113136365563139,0.3763445551926278,2.0
40,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.6391235848530479,0.2897540660618938,2.0
23,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5869624000227707,0.3349026999157716,2.0
28,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5192102038542943,0.3587572136595661,2.0
43,beta,54,none,0.9,1.0,pca,none,,54,31.0,20,0.5546474513976207,0.3270714170974199,2.0
8,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5660619481588735,0.3504787483098702,2.0
26,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5223116687308167,0.3965484680086065,2.0
12,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.6216623199205166,0.3494647808591477,2.0
34,beta,54,none,0.9,1.0,pca,none,,54,30.0,20,0.5510832836414232,0.3676372371090926,2.0
39,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5541776808663555,0.3500132013283584,2.0
48,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5704820858607492,0.3732456257021496,2.0
21,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5817789951615208,0.3527876592968452,2.0
11,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.639477191943128,0.351645894226178,2.0
32,beta,54,none,0.9,1.0,pca,none,,54,29.0,10,0.5968576180525518,0.3350801505990149,2.0
19,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.4851492174748484,0.3818720534627713,2.0
35,beta,54,none,0.9,1.0,pca,none,,54,30.0,5,0.5227911713267361,0.3532546012339828,2.0
20,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5501740242213303,0.3730287597412066,2.0
36,beta,54,none,0.9,1.0,pca,none,,54,29.0,5,0.614171786953615,0.3723991522830058,2.0
16,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5485841157825488,0.3643179427110269,2.0
44,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.6569733164468512,0.3488184330566725,2.0
18,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5274594352357374,0.3932641521157857,2.0
15,beta,54,none,0.9,1.0,pca,none,,54,31.0,50,0.5389101816363939,0.3654827558517388,2.0
24,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5337572174188628,0.3658818711983527,2.0
14,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.4823551613511984,0.4277074970875756,2.0
37,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5389779680935849,0.3530656996872544,2.0
31,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.549185181529959,0.3754655610392411,2.0
47,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5216568571609392,0.3937539668110439,2.0
27,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5607801522248244,0.3706113591184666,2.0
10,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5770021734163022,0.3595049664548258,2.0
22,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5463122101355389,0.3984414829728254,2.0
30,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5609122945876677,0.3889161497260734,2.0
46,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.6092228393183202,0.3699534514504247,2.0
42,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.6287210584343991,0.3421162230578723,2.0
38,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5878373266078184,0.3515273924358276,2.0
17,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5661494392837677,0.3969663499845037,2.0
9,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5529103008716844,0.3973336543196836,2.0
25,beta,54,none,0.9,1.0,pca,none,,54,31.0,50,0.5851189871703734,0.3210222707669978,2.0
45,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5668873505630795,0.3753563856374163,2.0
33,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5964077072870759,0.3549486904271126,2.0
41,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5924085576259489,0.3758175005647499,2.0
49,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5858818850666137,0.3662340487499013,2.0
29,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.586181469169905,0.3570353810344746,2.0
