seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
3,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5657675657675658,0.3220399355283914
2,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.4937984496124031,0.3091357939185769
6,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.5233216237314597,0.333931043058753
1,beta,54,none,0.3,1.0,sae,none,,54,29.0,10,0.5796075509190264,0.3441235398415024
5,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.4876893939393939,0.3678757325222487
0,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5589863547758285,0.3397573383133873
19,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5982353602337867,0.3004133525926606
42,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5411734758813797,0.299146582264435
4,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.6183224676462001,0.3111638352420738
20,beta,54,none,0.3,1.0,sae,none,,54,30.0,20,0.5285217318412339,0.3289231289227233
10,beta,54,none,0.3,1.0,sae,none,,54,29.0,10,0.6177474402730375,0.3079458267451888
14,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5826150742710434,0.2939719634790331
11,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6193853427895981,0.2917224952649396
34,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5958831665446261,0.3169038298055254
8,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5703972575115951,0.3018069181022856
12,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5235620235620235,0.3566194918702192
26,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5346254795073693,0.3576437881385176
30,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.588226229002928,0.2893425641511948
46,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.578400695349848,0.2930832956818603
22,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.6935709294199861,0.2738826806198435
23,beta,54,none,0.3,1.0,sae,none,,54,30.0,5,0.5237337900660631,0.2806474137860044
27,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6083043749443109,0.3454309458862284
16,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.5040645685750784,0.3566931503072955
18,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5956383212480774,0.3300256405247022
47,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5982235477178424,0.300815394556642
7,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.529513888888889,0.3301429797681697
31,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.589111328125,0.3236084905312723
38,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.6400615040536762,0.2743376628914357
35,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5933187294633078,0.2905850265043542
15,beta,54,none,0.3,1.0,sae,none,,54,31.0,50,0.631936650455169,0.2726429157220967
39,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.680770332187858,0.2818535844825651
43,beta,54,none,0.3,1.0,sae,none,,54,31.0,50,0.5647410358565736,0.2749724222573792
45,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5322790697674419,0.3413871161819048
24,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5373092369477911,0.3623963725842686
36,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6098657909765848,0.3031381559958109
28,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5715218544667999,0.3635657027459096
48,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6919381787802841,0.2893804270974868
32,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6653753026634381,0.2854991053585592
29,beta,54,none,0.3,1.0,sae,none,,54,29.0,10,0.6166859536011461,0.3023954771085544
40,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5152173913043478,0.37434240141945
37,beta,54,none,0.3,1.0,sae,none,,54,30.0,5,0.590124591503268,0.2957966569655182
17,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6679856115107914,0.2801530559547071
44,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6287189574625032,0.3034702954508771
49,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6236190897039329,0.2882709103309164
9,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.618018455560952,0.321255806822191
25,beta,54,none,0.3,1.0,sae,none,,54,31.0,5,0.4638297872340425,0.3129209187066775
13,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6816616008105371,0.2898735061959042
41,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.4439014202172097,0.3601199390369568
33,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.6305987966765353,0.2737316729015221
21,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5595083077243608,0.3088881138912682
