seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
1,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6800173869846001,0.2951425522533273
2,beta,54,none,0.3,1.0,pca,none,,54,30.0,50,2,0.722577519379845,0.2641441354459082
4,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.7107862216600174,0.2957240179181833
3,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.6421356421356422,0.3037804894980816
6,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6226580796252927,0.3069588777309364
7,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.6477481617647058,0.2983034926524608
14,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6829268292682927,0.2630276049632979
0,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.711812865497076,0.299746790461502
19,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.7410082050129257,0.2705363730216201
16,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.5895947044477994,0.3317469445535603
20,beta,54,none,0.3,1.0,pca,none,,54,30.0,5,2,0.6829079173477515,0.2875204581777027
5,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.5139414983164983,0.3345240309861524
42,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.5511857791353783,0.2935125644332368
12,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6226611226611226,0.3081082617486508
8,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.619600725952813,0.2711511666565616
34,beta,54,none,0.3,1.0,pca,none,,54,30.0,50,2,0.7106826132942804,0.2989258575190111
10,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6925633195617029,0.2799753870534482
36,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6736150770988008,0.2804442227618153
48,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.7768727373990533,0.2714112684217455
24,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.736004016064257,0.3163939815073613
28,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6882422560502796,0.3302739369520023
32,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.6198009147161688,0.2901559074165651
26,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6300726832222895,0.3173824368988162
46,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.7536288570186874,0.261113420449747
40,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.7074501811594204,0.2950639824461346
44,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.5689697565773297,0.3020530416932548
22,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.7831586303284417,0.2501059843953489
30,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.7380695536035342,0.2672998972720952
45,beta,54,none,0.3,1.0,pca,none,,54,29.0,5,2,0.6622558139534884,0.3116446112901139
18,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.6971544715447154,0.2865470387646426
38,beta,54,none,0.3,1.0,pca,none,,54,30.0,50,2,0.7677523064020129,0.2608285967916784
23,beta,54,none,0.3,1.0,pca,none,,54,30.0,50,2,0.7344017616833863,0.2461277166267992
27,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6514746502717633,0.3152247137884195
47,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.7382002074688796,0.2797581924307635
31,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.6548828125,0.3069894228295145
11,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.7531239446133062,0.2670141388269541
35,beta,54,none,0.3,1.0,pca,none,,54,30.0,5,2,0.6731927710843374,0.2655259817354345
15,beta,54,none,0.3,1.0,pca,none,,54,31.0,20,2,0.6566280084798604,0.2476134230108956
43,beta,54,none,0.3,1.0,pca,none,,54,31.0,50,2,0.7120214793001906,0.2421826623618054
39,beta,54,none,0.3,1.0,pca,none,,54,29.0,10,2,0.6347365406643758,0.2613003931313384
9,beta,54,none,0.3,1.0,pca,none,,54,30.0,10,2,0.7594099077221952,0.2869361302852655
29,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.8009037306441836,0.2525100319587993
17,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6559352517985612,0.2721285142281764
37,beta,54,none,0.3,1.0,pca,none,,54,30.0,20,2,0.7026909722222223,0.2670445098620442
49,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.6652673442333187,0.2654366807388298
13,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6286220871327254,0.2789691389330493
41,beta,54,none,0.3,1.0,pca,none,,54,30.0,20,2,0.7366750208855471,0.3002849794891247
21,beta,54,none,0.3,1.0,pca,none,,54,29.0,50,2,0.6568571279754154,0.279146500767711
25,beta,54,none,0.3,1.0,pca,none,,54,31.0,50,2,0.5198936170212766,0.2879270471025625
33,beta,54,none,0.3,1.0,pca,none,,54,29.0,20,2,0.7329290421163213,0.2611447487772963
