seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
2,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.3722421444575754,2.0
7,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4099248687594106,2.0
1,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4533356801608057,2.0
9,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.4531302451783823,2.0
3,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4022517052703805,2.0
4,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4325116030840004,2.0
18,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4453251150920978,2.0
8,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,10,0.5,0.4159351682991687,2.0
0,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4393344464585834,2.0
16,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4148798558674222,2.0
13,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4070394072200343,2.0
6,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,10,0.5,0.4072559263771155,2.0
14,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.5,0.3791176314488419,2.0
35,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,10,0.5,0.3952644258601517,2.0
19,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4296378020242963,2.0
34,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.4647517073088462,2.0
11,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4129025388097744,2.0
38,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.3996436804461366,2.0
43,bernoulli,54,none,0.5,1.0,raw,none,,54,31.0,50,0.5,0.356035263192926,2.0
10,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.5,0.4500509266381736,2.0
46,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.3918766377915224,2.0
42,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4123989371561697,2.0
26,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4336402627552177,2.0
39,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4213061559584579,2.0
23,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,20,0.5,0.4432228651245039,2.0
22,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.3731437078095979,2.0
15,bernoulli,54,none,0.5,1.0,raw,none,,54,31.0,10,0.5,0.3414155304125338,2.0
30,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.5,0.4082659440323119,2.0
24,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,10,0.5,0.4296389639058222,2.0
36,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.5,0.4180158428151218,2.0
28,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.3975831389902781,2.0
32,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4376096077265726,2.0
31,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4536525352091013,2.0
27,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.41270288333186,2.0
47,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4009304222618005,2.0
12,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4112266379100725,2.0
44,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4494774943998781,2.0
48,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4058041510217374,2.0
40,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4223991246532271,2.0
20,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,20,0.5,0.3879157911974366,2.0
17,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4276080707119373,2.0
33,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.3940970609424651,2.0
49,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4148554137578395,2.0
25,bernoulli,54,none,0.5,1.0,raw,none,,54,31.0,50,0.5,0.3735472434089099,2.0
29,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.4154510607330448,2.0
21,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.5,0.4035717270617339,2.0
37,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.3961515674114214,2.0
41,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5,0.4149575546113829,2.0
5,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,5,0.5,0.4005687224484699,2.0
45,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5,0.43115699221220954,2.0
