seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive,knn_selection_version
0,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4603188128792753,2.0
2,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,50,0.5,0.3518482318677083,2.0
7,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4577698404532294,2.0
3,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4193676684686716,2.0
1,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4118554838300568,2.0
5,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4727022920992765,2.0
14,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.347292334577486,2.0
8,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4054146578066939,2.0
9,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,20,0.5,0.4244145322710185,2.0
15,bernoulli,54,none,0.1,1.0,raw,none,,54,31.0,20,0.5,0.2623852456260997,2.0
6,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4280626091429919,2.0
4,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,5,0.5,0.4003603109653926,2.0
42,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4277890314167334,2.0
47,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4882936857547263,2.0
44,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4024450304275018,2.0
11,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.5301280516105094,2.0
16,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.393926818443808,2.0
40,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3666550042002734,2.0
12,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4311381215636766,2.0
32,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.43636459088921,2.0
21,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3393207998885525,2.0
48,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4385802012689342,2.0
30,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3341501616427487,2.0
36,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4829497441649833,2.0
29,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4840395596549667,2.0
37,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,5,0.5,0.3388581618280576,2.0
41,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,5,0.5,0.4288680325350474,2.0
19,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3765015738810233,2.0
33,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.437977241028246,2.0
39,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,5,0.5,0.4508911018796044,2.0
28,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,5,0.5,0.4498665658160722,2.0
13,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3017396643653394,2.0
20,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,5,0.5,0.4781019953261011,2.0
17,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.3984307120249851,2.0
24,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4160190994045973,2.0
45,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4399041298708616,2.0
23,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,50,0.5,0.4255277771618609,2.0
43,bernoulli,54,none,0.1,1.0,raw,none,,54,31.0,50,0.5,0.4181149307315805,2.0
35,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,20,0.5,0.3114676948828789,2.0
27,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4266470060376013,2.0
31,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.4633150046597476,2.0
25,bernoulli,54,none,0.1,1.0,raw,none,,54,31.0,50,0.5,0.4393480641558678,2.0
49,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4136763337411034,2.0
22,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4208285988487851,2.0
10,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,50,0.5,0.4206565639901907,2.0
34,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,20,0.5,0.3007835412867082,2.0
18,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,10,0.5,0.4499499134164102,2.0
26,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,20,0.5,0.3093458739933323,2.0
38,bernoulli,54,none,0.1,1.0,raw,none,,54,30.0,5,0.5,0.4094400419733678,2.0
46,bernoulli,54,none,0.1,1.0,raw,none,,54,29.0,5,0.5,0.35533382663787993,2.0
