seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
0,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5489591865922949,0.4888822290329359,2.0
5,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5633248190719454,0.470065337722464,2.0
2,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5042809409006592,0.4708804829234962,2.0
3,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.592744629414074,0.4431121069427342,2.0
4,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.565080445611419,0.4741766255756976,2.0
7,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5957420671163881,0.4336198163144686,2.0
6,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5719777029381025,0.4614993405115244,2.0
1,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5705709308269264,0.4958496694785476,2.0
15,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,50,0.5675569223311265,0.4546297836377186,2.0
11,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5987830766192734,0.4492542916211273,2.0
14,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.4800800989704556,0.5435330868101471,2.0
30,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.564144240916629,0.4934460277678115,2.0
31,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5494010683312567,0.4528375733451648,2.0
19,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5524021638853862,0.4663013877112142,2.0
39,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5597629459989524,0.442274320321857,2.0
34,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5737593586430796,0.4641985061376169,2.0
43,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,50,0.523945394000525,0.4943188281887137,2.0
10,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5523134395774325,0.4567978580908572,2.0
23,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5375786297782712,0.4652075425873166,2.0
17,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5480696749353465,0.4800365023343324,2.0
18,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.527443039911684,0.495968134438089,2.0
38,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5521374527112232,0.4470958970708173,2.0
22,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5712412148262532,0.5007032574697942,2.0
46,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5890068662507608,0.4626791104611552,2.0
47,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.498981077147016,0.5001601916237999,2.0
26,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5101502342361746,0.4928662297791314,2.0
27,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5786807486826697,0.4623694403118953,2.0
35,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,20,0.4937459874698368,0.4673099650750072,2.0
42,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5870516894740255,0.4281061551199805,2.0
9,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5389680382416346,0.4939601855227871,2.0
16,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5337001375515819,0.4531336816416435,2.0
12,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6100619411326379,0.4420287207770104,2.0
25,bernoulli,54,none,0.9,1.0,sae,none,,54,31.0,50,0.5456484208388341,0.4073449015482204,2.0
13,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5706148531219533,0.4811241672783194,2.0
45,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5897488229570897,0.4759128394848307,2.0
37,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5975698712666657,0.4270343364739427,2.0
48,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.566775593107927,0.4705380352063329,2.0
21,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5604002459612052,0.450539000554641,2.0
24,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5339404383436829,0.4679978375955492,2.0
33,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6111202213795224,0.4329993839501806,2.0
41,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5573067632850242,0.4748588345972588,2.0
29,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5588569221405496,0.4466275824016538,2.0
40,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6405945011432714,0.4059062383653053,2.0
49,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5596639490952475,0.460310590472019,2.0
28,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5056004233039991,0.4947530697943706,2.0
44,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.5968588959734475,0.4307938464526175,2.0
36,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,10,0.5996665180987553,0.4726876492750372,2.0
32,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,50,0.6191430642793174,0.402787417628954,2.0
20,bernoulli,54,none,0.9,1.0,sae,none,,54,30.0,50,0.5175799978690911,0.4896112106042919,2.0
8,bernoulli,54,none,0.9,1.0,sae,none,,54,29.0,20,0.5630837804843426,0.4388846556476795,2.0
