seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
0,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.7170955165692009,0.421700317811066
1,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6962866368604073,0.3759450329527669
3,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.5842768342768343,0.43406584530359
2,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,2,0.6750726744186046,0.4151954625468854
6,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6481264637002342,0.4268289327827823
7,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6468290441176471,0.3875126444384073
22,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7193920335429769,0.3570079178145792
13,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6213272543059777,0.33399653273199
5,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.5938552188552189,0.4077293895936338
11,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.663998649105032,0.3668951128461836
16,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.610498199976774,0.4402317355059047
10,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6467801329261721,0.4052798534942528
46,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7383094306823121,0.381129047093309
14,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.649390243902439,0.4090877238424159
30,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6854163456105203,0.3694315576257744
26,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6106904906117505,0.4192133226302808
18,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.6447209404526477,0.435258247982056
34,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,2,0.7279716865999513,0.3688502304799343
38,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,2,0.6910120212468548,0.3668052834876474
42,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6787365830893894,0.4003101361016571
19,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.7298808587164213,0.3618290702055312
47,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6596862033195021,0.3974342243487312
36,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.5731367789834381,0.4789545498461108
31,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6710205078125,0.4084395130285902
27,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,10,2,0.4792836140069499,0.4834335468527613
35,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,2,0.5889375684556408,0.4479231852419354
43,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,50,2,0.7447600900744846,0.3482784318702973
15,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,20,2,0.5821174710063599,0.4129596093184094
23,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,5,2,0.6687056520675312,0.4222852513554152
39,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6519186712485681,0.3519321723315242
33,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.6557874128545507,0.4116921142995952
9,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,2,0.6945118989800874,0.4092996280386078
21,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6556591489140059,0.4004512461849259
45,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,2,0.566186046511628,0.4780438335563212
41,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,2,0.6825187969924813,0.4579524187698653
29,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7490494296577948,0.3776780900175923
17,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7059352517985611,0.3694735242020059
12,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.6258951258951257,0.4330985876179691
32,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.707559860102233,0.3722709855517279
25,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,10,2,0.620904255319149,0.3692012918665634
49,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.635853954927088,0.374858114103291
37,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,2,0.6679942810457516,0.3932046587887778
44,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.6310548315711827,0.4074695877416486
24,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7228112449799196,0.4316628912106421
28,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7233808105129985,0.4434848893418001
20,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,5,2,0.6873506852759964,0.4424679234295791
48,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.7227791701475912,0.371399883685918
8,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,2,0.5938697318007662,0.4207083500756364
4,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,2,0.7012746910577017,0.4244079315543226
40,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,10,2,0.56231884057971,0.46027415437633634
