seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
2,beta,54,none,0.7,1.0,pca,none,,2,0.2723424099940099,0.5709188034188034,0.1665725342839573,0.9267750655259964
1,beta,54,none,0.7,1.0,pca,none,,2,0.2982944759955601,0.6318466353677621,0.2482012471100078,0.8969824938574938
2,beta,54,none,0.7,1.0,pca,none,,3,0.2719804909911409,0.6065277777777778,0.175149088176327,0.9210873504042968
1,beta,54,none,0.7,1.0,pca,none,,3,0.2907709334694154,0.6181310082718533,0.2334348179383532,0.8899109336609337
2,beta,54,none,0.7,1.0,pca,none,,4,0.2746216609805673,0.614951923076923,0.1676636853129182,0.9262590666283578
1,beta,54,none,0.7,1.0,pca,none,,4,0.2966397256664259,0.6201989716074223,0.2365559433541183,0.8891891891891892
0,beta,54,none,0.7,1.0,pca,none,,2,0.3036042667006488,0.5602165736326394,0.2220051179067179,0.8879169136859671
2,beta,54,none,0.7,1.0,pca,none,,5,0.277020064040434,0.5740064102564102,0.1729767771497686,0.922998891775095
1,beta,54,none,0.7,1.0,pca,none,,5,0.3248695941789392,0.6007042253521127,0.272704695630467,0.8981726044226044
0,beta,54,none,0.7,1.0,pca,none,,3,0.3046954594086012,0.5734769171797514,0.2226194970432315,0.8899545484487188
2,beta,54,none,0.7,1.0,pca,none,,6,0.2959225584969235,0.6210737179487179,0.2075130955315247,0.9274669731387392
6,beta,54,none,0.7,1.0,pca,none,,2,0.3004735884175214,0.6102588686481304,0.2282264379433687,0.9066572488080524
1,beta,54,none,0.7,1.0,pca,none,,6,0.322937651947027,0.6222222222222223,0.2668962073107733,0.8991605241605243
0,beta,54,none,0.7,1.0,pca,none,,4,0.305973554421342,0.567819010884582,0.2212404529349031,0.8902312100652131
4,beta,54,none,0.7,1.0,pca,none,,2,0.3012129051867489,0.5772189194826867,0.2155052923926731,0.9125290962453192
