seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5998353869783523,0.4249060674253008,4,2,30,2
2,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5365647337478323,0.4356784707286912,18,2,30,2
1,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5501637788047277,0.4545516541990225,28,2,30,2
7,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6071506780539132,0.4151296180220123,4,2,30,2
5,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5676715735699401,0.4290058798498184,4,2,30,2
6,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5849407734293346,0.4416513184663674,28,2,30,2
4,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5839924578862632,0.4331436226434428,3,2,30,2
0,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5972487680565849,0.4491834046100305,28,2,30,2
15,bernoulli,54,none,0.9,1.0,raw,none,,54,31.0,50,0.5799790943933587,0.4321787832323043,23,2,30,2
18,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,20,0.5605697921619421,0.4374603866626818,4,2,30,2
14,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.538166530372607,0.4637418718216923,26,2,30,2
12,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6316481929955291,0.4364246026102378,30,2,30,2
31,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5828295974636385,0.4382759943900279,27,2,30,2
30,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.5693808420021107,0.4415081547948474,4,2,30,2
39,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.585731078924608,0.4347947987436182,17,2,30,2
35,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5314582364791569,0.4238953427220225,4,2,30,2
23,bernoulli,54,none,0.9,1.0,raw,none,,54,30.0,50,0.5594135143597188,0.4221016663463988,4,2,30,2
43,bernoulli,54,none,0.9,1.0,raw,none,,54,31.0,50,0.5126290191093363,0.4349161036748994,7,2,30,2
11,bernoulli,54,none,0.9,1.0,raw,none,,54,29.0,50,0.6006096958925751,0.4324283747542064,11,2,30,2
