seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
1,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5839598997493733,0.4001042155760947,2.0
2,beta,54,none,0.1,1.0,pca,none,,54,30.0,20,0.5640449438202247,0.3033255066337872,2.0
5,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.5292929292929293,0.4514130117214311,2.0
0,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.6275735294117647,0.4083659928586374,2.0
3,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4790441176470588,0.427191681803039,2.0
6,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5569620253164558,0.3944242162267385,2.0
7,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.6091597796143251,0.3861825867497933,2.0
4,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.7536157024793388,0.340099381076779,2.0
11,beta,54,none,0.1,1.0,pca,none,,54,29.0,10,0.3529220779220779,0.4699259630185566,2.0
10,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.5192307692307693,0.3403332024749787,2.0
8,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5429841897233201,0.3791668575761475,2.0
9,beta,54,none,0.1,1.0,pca,none,,54,30.0,20,0.3787185354691076,0.3672658552612544,2.0
13,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.7430000000000001,0.2640443643289973,2.0
24,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4539325842696629,0.3583417634563783,2.0
14,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.674375,0.3356368804583536,2.0
45,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.4085365853658537,0.4147156296642046,2.0
26,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.376595744680851,0.3653775306885471,2.0
36,beta,54,none,0.1,1.0,pca,none,,54,29.0,10,0.5264778325123153,0.44502620528781,2.0
44,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.7014604810996563,0.35284016819157,2.0
17,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.4873547505126452,0.3279482842466648,2.0
33,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4030612244897958,0.4152139811204268,2.0
30,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.7311740890688259,0.3999090322230941,2.0
18,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5177956371986223,0.4841828580431674,2.0
15,beta,54,none,0.1,1.0,pca,none,,54,31.0,10,0.725378787878788,0.2747379848319221,2.0
32,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.3416867469879519,0.4102886349608096,2.0
16,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4864672364672364,0.3671904015933705,2.0
12,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.4904279279279279,0.4057215224277617,2.0
22,beta,54,none,0.1,1.0,pca,none,,54,29.0,10,0.6990740740740741,0.3769880683791681,2.0
43,beta,54,none,0.1,1.0,pca,none,,54,31.0,50,0.3044258373205741,0.3862288290536366,2.0
23,beta,54,none,0.1,1.0,pca,none,,54,30.0,50,0.5377720870678617,0.3678633577420992,2.0
42,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.3898050974512743,0.362741130344472,2.0
49,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.594331983805668,0.3481884643741277,2.0
29,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4175696594427244,0.3832548077462785,2.0
48,beta,54,none,0.1,1.0,pca,none,,54,29.0,10,0.4840182648401826,0.3730443385172787,2.0
28,beta,54,none,0.1,1.0,pca,none,,54,29.0,10,0.6056338028169015,0.4348587450518604,2.0
35,beta,54,none,0.1,1.0,pca,none,,54,30.0,20,0.5151515151515151,0.311548010834515,2.0
46,beta,54,none,0.1,1.0,pca,none,,54,29.0,5,0.7198515769944341,0.4041739382859843,2.0
19,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.7149484536082474,0.3110979456980254,2.0
37,beta,54,none,0.1,1.0,pca,none,,54,30.0,20,0.8354203935599285,0.2641391851594094,2.0
38,beta,54,none,0.1,1.0,pca,none,,54,30.0,10,0.448081841432225,0.3956717445756854,2.0
47,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.509388541165142,0.4759856625870028,2.0
21,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.8494983277591973,0.277138499753182,2.0
34,beta,54,none,0.1,1.0,pca,none,,54,30.0,5,0.6381987577639752,0.2702446356240088,2.0
20,beta,54,none,0.1,1.0,pca,none,,54,30.0,5,0.618421052631579,0.4308052437084164,2.0
41,beta,54,none,0.1,1.0,pca,none,,54,30.0,10,0.5482051282051281,0.3857728390647789,2.0
27,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.602,0.4008077542053624,2.0
31,beta,54,none,0.1,1.0,pca,none,,54,29.0,20,0.4714218233349079,0.4007023226112071,2.0
39,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5619047619047619,0.4026415750348072,2.0
25,beta,54,none,0.1,1.0,pca,none,,54,31.0,10,0.4502840909090908,0.4733258068410893,2.0
40,beta,54,none,0.1,1.0,pca,none,,54,29.0,50,0.6392156862745098,0.3363587488461088,2.0
