seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
3,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5661005661005661,0.3190156923234114,12,2,30,2
2,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5945736434108527,0.3045286228972826,19,2,30,2
6,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.5826258782201406,0.3212840534967632,26,2,30,2
1,beta,54,none,0.3,1.0,sae,none,,54,29.0,10,0.5617237953303527,0.3266641248795499,19,2,30,2
5,beta,54,none,0.3,1.0,sae,none,,54,29.0,5,0.5470065235690236,0.3310200495870987,8,2,30,2
0,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.592046783625731,0.3317184433326974,17,2,30,2
19,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6260537259750478,0.3179748881354451,30,2,30,2
42,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5801196385388825,0.304641695736703,29,2,30,2
4,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.6306315072491973,0.3232164170978486,23,2,30,2
20,beta,54,none,0.3,1.0,sae,none,,54,30.0,20,0.5066851083448594,0.2983928826817927,8,2,30,2
10,beta,54,none,0.3,1.0,sae,none,,54,29.0,10,0.580564038081552,0.3319686942916977,9,2,30,2
14,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6271318540253071,0.2984017715237883,16,2,30,2
11,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6355285376561973,0.3159513264280349,21,2,30,2
34,beta,54,none,0.3,1.0,sae,none,,54,30.0,50,0.6258237734927996,0.3391786073278466,16,2,30,2
8,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.4498084291187739,0.3142247881468053,17,2,30,2
12,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5317047817047817,0.3244311429831917,23,2,30,2
26,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.4890975166565717,0.3610141524132333,25,2,30,2
30,beta,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6232085067036524,0.3280558626815642,22,2,30,2
46,beta,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5978270317253368,0.3090556828023731,27,2,30,2
