seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
2,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5343992248062015,0.4853964310904655
3,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5365190365190365,0.4949449168007339
1,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6263661202185793,0.4481825446047867
5,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6690867003367003,0.4455126429742868
0,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5728265107212475,0.4989066985881257
4,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5599883234406929,0.5141642426331114
6,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5652810304449649,0.4866704540263172
7,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,10,0.5545343137254901,0.4595951480534256
22,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5918937805730259,0.4391251760254943
8,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.4840492034684411,0.4945195972582368
16,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5623040297294158,0.5008467418676261
46,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5569317687961756,0.4488253985953793
18,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.530323005932762,0.4795511058028979
9,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5984094220495386,0.4709571058195501
14,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5043095543737393,0.4584325029273745
31,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6048339843750001,0.4631363260889384
30,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5672676837725382,0.4158177868008002
47,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5038900414937759,0.4560174048661721
26,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5807591358772461,0.4773622431193018
19,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6957401371248736,0.3912521477722595
11,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.7250928740290442,0.3631670782688838
38,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.6365669555493431,0.3698085212448356
10,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,10,0.5626459493443506,0.4595409346632985
34,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.6094703441542593,0.4119450752373225
27,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6274169116991891,0.4753262635344387
35,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.5488499452354875,0.5226375958544991
43,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,50,0.5334314914256019,0.4115970373760235
42,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5341733486063384,0.464864890635631
23,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,0.5138854905798874,0.4766884465371369
15,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,50,0.5235066716548198,0.4689533269500018
39,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6732531500572738,0.3734061623037741
33,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.6164167701270175,0.4260279264620536
12,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.4904712404712404,0.5345958643678737
21,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5142976196676909,0.4767346618357417
48,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.640698969646338,0.3960103174705444
20,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,0.5120918730877237,0.5453269027513076
13,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.7542046605876394,0.3395387003924272
28,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5869077255846222,0.5337301032581279
32,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6190476190476191,0.4096722244569069
44,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.568805835587247,0.4626759864439198
41,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,50,0.471595655806182,0.566998402413299
45,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5516744186046512,0.4943989617464126
40,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.4554121376811594,0.5541837849757604
49,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6581970835174548,0.3974652114375937
24,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6427710843373494,0.5076531673771052
17,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6838129496402877,0.3974180268689459
36,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6067961165048543,0.4807402456239235
25,bernoulli,54,none,0.3,1.0,sae,none,,54,31.0,20,0.6264361702127659,0.3992128868195037
29,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,10,0.6135449385573373,0.4439066395527931
37,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,5,0.5988051470588235,0.4520906283702676
