seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_knn,rmse_knn
0,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,10,2,0.6937195806408273,0.4192911601223533
3,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7053736853342885,0.3897336517695545
12,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7325974913065078,0.3818380838709455
2,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,10,2,0.6922012555815373,0.4017850459562526
9,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7223933157478944,0.4126407939323077
1,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.659272279654917,0.4244856063572725
10,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,20,2,0.6801384822220922,0.403563788494802
15,bernoulli,54,none,0.9,1.0,pca,none,,54,31.0,50,2,0.7058899274363363,0.3911508263558377
16,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7427822797679564,0.3796656559127457
4,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7296832960549774,0.3956456638803374
48,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7040298177497133,0.4026656483451543
40,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6167356812224638,0.3852039686746247
24,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7489229580770715,0.3838749175585574
30,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7106206656113372,0.4138074665267585
44,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7538212944361953,0.3747208072534937
38,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7343032786885245,0.3805696216630467
8,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,20,2,0.6834397978593533,0.3823961796763753
20,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7165240141587055,0.3948202679757465
32,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,10,2,0.6992896437862108,0.3727850669366752
28,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,20,2,0.674473654895845,0.4116265419885671
36,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,10,2,0.6470384578650792,0.4333798508098929
34,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,20,2,0.677701583515537,0.4116615646576393
11,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7148943522906793,0.3940184631669006
14,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7001488750497997,0.4398583303037146
18,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7006705687537914,0.4123122091253277
22,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7327773576524218,0.4166287484399532
46,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.725813584144857,0.3938243122215176
6,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7102572291255371,0.3916060335660343
23,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7829746961546125,0.3771416187904667
42,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,10,2,0.7013965453877251,0.3848544371681802
26,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6800522319745841,0.4149700331784074
7,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6875557478355152,0.3818494789473627
31,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7256818938823848,0.3843671604070342
19,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6749395433131902,0.4004172153482372
43,bernoulli,54,none,0.9,1.0,pca,none,,54,31.0,50,2,0.7561348845563953,0.3914596985587932
27,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7598936987704917,0.3898765068587683
39,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7237334177924499,0.3842203565752431
47,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7031865071830897,0.4120734321142741
35,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7257680074974356,0.3847791214333136
21,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7102254023266937,0.3831222604401608
25,bernoulli,54,none,0.9,1.0,pca,none,,54,31.0,50,2,0.69902846890762,0.3547701415862526
5,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7407155340458426,0.3936281159387545
13,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6903268195498283,0.4136036363608308
45,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6921180062402845,0.4118365247813251
17,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.7738231917336396,0.3960234118727228
37,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7675404233476071,0.360090310934843
29,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,50,2,0.6869352497776113,0.3905575121754748
33,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,20,2,0.699725837859998,0.388382291023712
41,bernoulli,54,none,0.9,1.0,pca,none,,54,30.0,50,2,0.7475529100529101,0.3939323033542782
49,bernoulli,54,none,0.9,1.0,pca,none,,54,29.0,20,2,0.7148737323523564,0.3915368690230619
