seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
0,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3037092448000332
2,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.277833197780634
3,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3004660255042788
6,beta,54,none,0.9,1.0,pca,none,,54,29.0,10,0.5,0.2961770813569124
1,beta,54,none,0.9,1.0,pca,none,,54,29.0,10,0.5,0.3169859649931218
23,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.2725758874068255
7,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.2833574466518756
43,beta,54,none,0.9,1.0,pca,none,,54,31.0,10,0.5,0.2810574773314645
4,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3001866222109044
5,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3086364813083113
28,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3060506746166579
26,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3085287122155519
14,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3219642501534376
34,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.313855034830889
15,beta,54,none,0.9,1.0,pca,none,,54,31.0,50,0.5,0.2867629887599944
11,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2952363440797972
40,beta,54,none,0.9,1.0,pca,none,,54,29.0,5,0.5,0.2707616943588306
19,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3099202605912952
39,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.293683591397342
35,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.276038834119455
27,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3109878911347296
31,beta,54,none,0.9,1.0,pca,none,,54,29.0,10,0.5,0.2992016072753457
10,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2952462238034752
47,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3165776412558763
30,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3143220592804187
18,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.3118271020332611
38,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.2877774672253928
46,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.293351736870899
22,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3299487159356019
42,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2722090510476592
12,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.299232234601185
48,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3096216081064633
8,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2794633249325517
32,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.2810823020066982
16,beta,54,none,0.9,1.0,pca,none,,54,29.0,20,0.5,0.2966981034530682
37,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.2907394276203132
36,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3076609746861773
44,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2808575673900685
20,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.2700456603171403
24,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2915059765306116
21,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2871820396800851
25,beta,54,none,0.9,1.0,pca,none,,54,31.0,20,0.5,0.2505905656394616
13,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3084089232698139
9,beta,54,none,0.9,1.0,pca,none,,54,30.0,10,0.5,0.3261171283576111
45,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3186833307255728
29,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2936408788829837
17,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.3200131739013163
49,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2911529089193577
33,beta,54,none,0.9,1.0,pca,none,,54,29.0,50,0.5,0.2887399523502048
41,beta,54,none,0.9,1.0,pca,none,,54,30.0,50,0.5,0.3008586982000282
