seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
3,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5998850911935847,0.3239504266839118,16,2,30,2,2.0
2,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5020380434782609,0.2883441866686069,17,2,30,2,2.0
4,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.4708953390425382,0.3340995545350901,16,2,30,2,2.0
0,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.4777394612315591,0.3215453798020271,29,2,30,2,2.0
1,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.4946402854150301,0.3605234620002968,23,2,30,2,2.0
5,beta,54,none,0.5,1.0,sae,none,,54,29.0,5,0.6411068044788976,0.3313907729028072,29,2,30,2,2.0
19,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5830515217823753,0.316138118584827,17,2,30,2,2.0
7,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5162911184210527,0.3321888942097126,29,2,30,2,2.0
23,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5310447761194029,0.3012634350918817,29,2,30,2,2.0
43,beta,54,none,0.5,1.0,sae,none,,54,31.0,10,0.5990210723707211,0.2996527942494407,11,2,30,2,2.0
6,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5930816347022793,0.3159147141538064,23,2,30,2,2.0
36,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6022982831440952,0.3245636358066771,27,2,30,2,2.0
27,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5877773322641004,0.311886411526898,22,2,30,2,2.0
31,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5884457722503994,0.3241625013161463,30,2,30,2,2.0
15,beta,54,none,0.5,1.0,sae,none,,54,31.0,50,0.7133989726027397,0.3033113580230652,13,2,30,2,2.0
16,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.4992544492544493,0.355722651089173,23,2,30,2,2.0
39,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5653994322789944,0.3332486218855365,18,2,30,2,2.0
11,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5718532222142395,0.3126245608038793,21,2,30,2,2.0
47,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6368262780476521,0.3339051827577449,30,2,30,2,2.0
35,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.4773889011177147,0.3035346252307158,13,2,30,2,2.0
26,beta,54,none,0.5,1.0,sae,none,,54,29.0,20,0.5708572027385777,0.3177163352375522,17,2,30,2,2.0
24,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5550078247261345,0.3137065245990457,18,2,30,2,2.0
48,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6125812792983517,0.3648414538227501,14,2,30,2,2.0
8,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.61469146238377,0.3409648140788588,30,2,30,2,2.0
14,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5521296469269569,0.3123248324597825,20,2,30,2,2.0
28,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.6197951196561089,0.3119588457897065,24,2,30,2,2.0
44,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5307905232454313,0.3258544267943163,27,2,30,2,2.0
40,beta,54,none,0.5,1.0,sae,none,,54,29.0,5,0.527003391040514,0.328793775124284,25,2,30,2,2.0
20,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5968819599109132,0.270381167956511,5,2,30,2,2.0
12,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5883752709452454,0.3212170621670066,8,2,30,2,2.0
32,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5987647890468041,0.3194139484462695,23,2,30,2,2.0
13,beta,54,none,0.5,1.0,sae,none,,54,29.0,50,0.5791997247844504,0.3139595755080212,30,2,30,2,2.0
34,beta,54,none,0.5,1.0,sae,none,,54,30.0,50,0.5761679269296998,0.3063297518215357,2,2,30,2,2.0
