seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
0,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,5,0.5433823529411765,0.4662315105218687,9,2,30,2,2.0
3,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,5,0.5220588235294117,0.4470871315155145,7,2,30,2,2.0
2,bernoulli,54,none,0.1,1.0,sae,none,,54,30.0,50,0.6299625468164793,0.4092344552398646,13,2,30,2,2.0
1,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,20,0.6303258145363408,0.4692570328315006,17,2,30,2,2.0
5,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.5462626262626263,0.4631532012857644,26,2,30,2,2.0
9,bernoulli,54,none,0.1,1.0,sae,none,,54,30.0,50,0.6075514874141876,0.4263996218525782,2,2,30,2,2.0
15,bernoulli,54,none,0.1,1.0,sae,none,,54,31.0,20,0.5700757575757576,0.3509391875154272,2,2,30,2,2.0
6,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,5,0.7056962025316456,0.4202153089956464,4,2,30,2,2.0
4,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,10,0.6497933884297521,0.438113820808133,14,2,30,2,2.0
16,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.4362535612535613,0.4431209006879877,18,2,30,2,2.0
42,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,10,0.5277361319340329,0.4570403790988615,21,2,30,2,2.0
7,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.6153581267217632,0.4522253510741567,19,2,30,2,2.0
44,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.5975085910652921,0.4373378964243988,18,2,30,2,2.0
47,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,20,0.5358690418873375,0.4837512029588513,24,2,30,2,2.0
12,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,5,0.4425675675675676,0.4619034812312099,30,2,30,2,2.0
21,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.7984949832775919,0.4568555119085412,15,2,30,2,2.0
29,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.5568885448916409,0.4587999825702504,7,2,30,2,2.0
37,bernoulli,54,none,0.1,1.0,sae,none,,54,30.0,5,0.7737030411449017,0.4055861955311404,15,2,30,2,2.0
33,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,50,0.3469387755102041,0.476169690071582,21,2,30,2,2.0
17,bernoulli,54,none,0.1,1.0,sae,none,,54,29.0,5,0.6172248803827751,0.4313093441752528,21,2,30,2,2.0
