seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
0,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5521986057621996,0.4397818628546915,6,2,30,2,2.0
1,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.566315647712512,0.4518079526184023,30,2,30,2,2.0
3,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5893355590070695,0.4410085321063811,22,2,30,2,2.0
5,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5787945562392594,0.4274938943772684,4,2,30,2,2.0
6,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5487061655217309,0.4489994011112458,26,2,30,2,2.0
2,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5751491595740131,0.4173495974286382,6,2,30,2,2.0
39,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5589686411149827,0.4304153866239546,3,2,30,2,2.0
15,bernoulli,54,none,1.0,1.0,pca,none,,54,31.0,20,0.5678704856787049,0.4200001311018149,6,2,30,2,2.0
12,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6126971903559335,0.4262565444768299,3,2,30,2,2.0
16,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5196423214107136,0.463402686197277,21,2,30,2,2.0
31,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6131005861464083,0.4163712785646709,4,2,30,2,2.0
8,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5874528301886792,0.4370700562820959,17,2,30,2,2.0
44,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,20,0.5970949524249017,0.4199077160244652,6,2,30,2,2.0
21,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.58973306853557,0.4173285849389199,2,2,30,2,2.0
4,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6171081233780537,0.4282872011090628,4,2,30,2,2.0
20,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.530514921160775,0.4200063753495676,8,2,30,2,2.0
36,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5837234849475583,0.4386171655006866,4,2,30,2,2.0
10,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5870053381920471,0.4394561089308416,28,2,30,2,2.0
19,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6294383968332509,0.4136433549222504,6,2,30,2,2.0
11,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5773060796645703,0.4335926330826953,14,2,30,2,2.0
38,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5775026588175378,0.4307184509395869,15,2,30,2,2.0
24,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5420085658247609,0.455004166253896,21,2,30,2,2.0
32,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5735313146997929,0.419624578228586,8,2,30,2,2.0
48,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.605159680387165,0.4317480100421295,23,2,30,2,2.0
42,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5873063388886174,0.42625142306988,6,2,30,2,2.0
25,bernoulli,54,none,1.0,1.0,pca,none,,54,31.0,20,0.5624260156039818,0.4256891098417681,2,2,30,2,2.0
46,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6031884103196211,0.4282660119826236,5,2,30,2,2.0
40,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5687791816841415,0.425752148814891,2,2,30,2,2.0
28,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5914915931274234,0.4392750866836081,3,2,30,2,2.0
14,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5923490735206216,0.4195862781941558,6,2,30,2,2.0
18,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.623087300742003,0.4328856313459071,20,2,30,2,2.0
45,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5667967049157976,0.4472520984453301,22,2,30,2,2.0
37,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,20,0.5900394245941383,0.4341859811042695,14,2,30,2,2.0
7,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5655387205387206,0.4341004649862151,24,2,30,2,2.0
34,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6099229264657944,0.4272880838740867,3,2,30,2,2.0
30,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.6000581695966908,0.4202509455650353,6,2,30,2,2.0
49,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5814845893297776,0.4330846013801796,7,2,30,2,2.0
27,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5604094059207627,0.428218602299395,2,2,30,2,2.0
35,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5891594884745333,0.4242309203255031,9,2,30,2,2.0
26,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5863950627757041,0.4447661779665931,14,2,30,2,2.0
29,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5801061678463094,0.4398639708185353,28,2,30,2,2.0
23,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.5418350707588375,0.4288269615887278,4,2,30,2,2.0
47,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.606055158030995,0.4329594104575885,19,2,30,2,2.0
22,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5515293943406747,0.4507291694319622,15,2,30,2,2.0
43,bernoulli,54,none,1.0,1.0,pca,none,,54,31.0,50,0.55897249951843,0.4280918143281755,4,2,30,2,2.0
9,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6318396226415095,0.4179481073433639,4,2,30,2,2.0
33,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5550383441906489,0.4391478262152907,15,2,30,2,2.0
17,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,10,0.5804709336939082,0.4195311391819642,3,2,30,2,2.0
13,bernoulli,54,none,1.0,1.0,pca,none,,54,29.0,50,0.5806837474918969,0.4409178166690196,8,2,30,2,2.0
41,bernoulli,54,none,1.0,1.0,pca,none,,54,30.0,50,0.6077790304396844,0.416553293142144,12,2,30,2,2.0
