seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,bernoulli,54,none,0.5,1.0,raw,none,,2,0.423154057585455,0.5619162877120922,0.3362395902178067,0.8828313606000233
3,bernoulli,54,none,0.5,1.0,raw,none,,3,0.4263845421845302,0.5649968216713119,0.3288909170060748,0.8855853744286887
2,bernoulli,54,none,0.5,1.0,raw,none,,2,0.4107385226170995,0.5164214767616191,0.2518113646804769,0.9430490991928582
6,bernoulli,54,none,0.5,1.0,raw,none,,2,0.4200731581595958,0.61147705592931,0.3190469863587262,0.8986036710256814
3,bernoulli,54,none,0.5,1.0,raw,none,,4,0.4225060370538741,0.5690675272602806,0.3321465236048339,0.8775694363061055
1,bernoulli,54,none,0.5,1.0,raw,none,,2,0.4643379312406508,0.507830911233307,0.2830744483903973,0.938994738938146
5,bernoulli,54,none,0.5,1.0,raw,none,,2,0.4145119045616459,0.5783268733850129,0.3016198839922818,0.915357375447737
2,bernoulli,54,none,0.5,1.0,raw,none,,3,0.408781946287079,0.5280406671664168,0.253310105258588,0.9438238627165292
6,bernoulli,54,none,0.5,1.0,raw,none,,3,0.4283363426259876,0.5833617833115774,0.3202302757423325,0.9078206239168112
3,bernoulli,54,none,0.5,1.0,raw,none,,5,0.4297123988480253,0.5600092904992421,0.3327656981643702,0.8825032227821399
1,bernoulli,54,none,0.5,1.0,raw,none,,3,0.4520650502505702,0.5209969887405079,0.2774534008705541,0.9398960363872644
5,bernoulli,54,none,0.5,1.0,raw,none,,3,0.4165898689385118,0.570682601205857,0.30089745196642,0.909791191794204
2,bernoulli,54,none,0.5,1.0,raw,none,,4,0.4097779663962089,0.5306292166416792,0.2533490449232789,0.9430144082888134
6,bernoulli,54,none,0.5,1.0,raw,none,,4,0.4272671242033882,0.5875389095290692,0.3153289894011631,0.9013904206711832
3,bernoulli,54,none,0.5,1.0,raw,none,,6,0.4293533413017904,0.5901178426482812,0.3358775351478012,0.8833587249501934
1,bernoulli,54,none,0.5,1.0,raw,none,,4,0.4555592919680387,0.5146798900235664,0.2753214918436996,0.9404410069378945
0,bernoulli,54,none,0.5,1.0,raw,none,,2,0.4466865155390791,0.533758079980206,0.2878658682583592,0.9297344279788644
5,bernoulli,54,none,0.5,1.0,raw,none,,4,0.4186244171345828,0.5895133505598622,0.3025341725554524,0.9134951970042332
2,bernoulli,54,none,0.5,1.0,raw,none,,5,0.4128218363443222,0.534131371814093,0.2517859029672566,0.945223062513009
6,bernoulli,54,none,0.5,1.0,raw,none,,5,0.4313332339141255,0.606998694648057,0.322575021822622,0.8980029935402553
3,bernoulli,54,none,0.5,1.0,raw,none,,7,0.4269159229261413,0.5653757762456604,0.3353282927058595,0.8745810383218096
1,bernoulli,54,none,0.5,1.0,raw,none,,5,0.455334014331919,0.4857456140350877,0.2730502929255282,0.935368588735878
0,bernoulli,54,none,0.5,1.0,raw,none,,3,0.4478359500843815,0.5283301889710202,0.2835867421148698,0.926558923254333
