seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4448860703313116,0.549264705882353,0.3167387192824196,0.8963560334528077
3,bernoulli,54,none,0.1,1.0,pca,none,,3,0.448182195500933,0.5448529411764707,0.3174933607803999,0.8897849462365591
0,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4649868592589725,0.5272058823529412,0.3395746634650106,0.8587170405352222
3,bernoulli,54,none,0.1,1.0,pca,none,,4,0.4431688680846383,0.5610294117647059,0.3158838291972191,0.8873954599761051
6,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4145518775808622,0.6904008438818565,0.2909367729735176,0.9304645198062128
1,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4272846313534716,0.631578947368421,0.3224365243617849,0.8745341614906832
2,bernoulli,54,none,0.1,1.0,pca,none,,2,0.3882040918084456,0.5393258426966292,0.2781458257528927,0.9432382133995036
3,bernoulli,54,none,0.1,1.0,pca,none,,5,0.4376508248431106,0.5338235294117647,0.3186055384312283,0.8859020310633213
6,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4185847796268881,0.675632911392405,0.2858653201527281,0.9398689085209462
5,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4592733082481466,0.5652525252525253,0.3228805455135141,0.8955633100697907
1,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4311736847897753,0.6271929824561404,0.3308823398515287,0.8680745341614907
0,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4645021610024961,0.5485294117647059,0.333893880797984,0.8848878394332941
10,bernoulli,54,none,0.1,1.0,pca,none,,2,0.4336186650996398,0.6645299145299146,0.3466363799218023,0.9165883458646616
2,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4028730336909728,0.5325842696629214,0.2802119835659546,0.9485111662531016
3,bernoulli,54,none,0.1,1.0,pca,none,,6,0.4428789501902284,0.5529411764705883,0.3114816165224987,0.8951612903225806
6,bernoulli,54,none,0.1,1.0,pca,none,,4,0.4211591369027261,0.6265822784810127,0.2922450090615222,0.9182103163294386
1,bernoulli,54,none,0.1,1.0,pca,none,,4,0.4279279923851603,0.6115288220551378,0.3421553230834023,0.8703105590062111
0,bernoulli,54,none,0.1,1.0,pca,none,,4,0.4711001134793754,0.5283088235294118,0.3337233901220577,0.8872491145218419
10,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4183960272568483,0.6393162393162393,0.3022636691947363,0.917763157894737
5,bernoulli,54,none,0.1,1.0,pca,none,,3,0.4621506421840489,0.5591919191919191,0.3071679119333935,0.905034895314058
