seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
0,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5771096377906694,0.4779557670333924,2.0
3,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5913253997645356,0.4679213511005187,2.0
2,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.5286290150121894,0.4426733414527818,2.0
4,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5844896434830072,0.4600094974097144,2.0
1,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5884172433716935,0.483863021624472,2.0
5,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.595834026276401,0.4715196168081256,2.0
6,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5548027341407843,0.4817299146716391,2.0
10,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6043344840813195,0.4555292308558765,2.0
39,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5747502903600465,0.4679805161870857,2.0
8,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5962421383647799,0.4569873788758173,2.0
9,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.641049830672472,0.4410882158570736,2.0
12,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6326512123030927,0.4585076961329015,2.0
7,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5869276094276094,0.4412736102641562,2.0
42,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,10,0.5724345502826516,0.4530026665339609,2.0
20,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5418726228219641,0.4499821520285882,2.0
16,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5645465959976443,0.4631201259649998,2.0
32,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5489384612540669,0.4347581093302199,2.0
31,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6174271595430626,0.4306797362089903,2.0
44,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6196233546487354,0.4245117580641085,2.0
46,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6138645530218515,0.4546219008274288,2.0
38,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5686274509803921,0.4577107065712554,2.0
36,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.592315538932336,0.476923993069991,2.0
11,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6197686155757435,0.4577520018043686,2.0
24,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5279023069020268,0.5133583649605205,2.0
18,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6153401396771297,0.4490337156602011,2.0
40,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6002621231979031,0.4444813919935476,2.0
48,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5590577974945176,0.4366814244242009,2.0
34,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6039037395799376,0.4356707067606326,2.0
14,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6443695774239707,0.4316066193454854,2.0
28,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5578536569060035,0.4957536297404135,2.0
30,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5747371596001378,0.4511682914822766,2.0
19,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.6081296387926769,0.4269285406100442,2.0
22,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5550555826596042,0.4871557310021954,2.0
26,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5738844587716322,0.4821289964984502,2.0
15,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,20,0.5887343643602501,0.4478267165361151,2.0
35,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.593103169935771,0.4562153339280302,2.0
27,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5470656571726155,0.4639006753177336,2.0
43,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,50,0.5290245090818442,0.4849295978966733,2.0
47,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6386561672240001,0.4297930154426381,2.0
23,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,20,0.5188981422165279,0.482515858750302,2.0
37,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.5862901778937053,0.4601433264790917,2.0
21,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,5,0.6144402317527533,0.438985754073014,2.0
45,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5455097220817262,0.4898624453102682,2.0
49,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5749651324965133,0.4536464256110487,2.0
25,bernoulli,54,none,1.0,1.0,sae,none,,54,31.0,10,0.5561541565778854,0.4869139639574694,2.0
29,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,20,0.5933114256825076,0.4591093826504264,2.0
17,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.5503526705078656,0.4576744053587611,2.0
41,bernoulli,54,none,1.0,1.0,sae,none,,54,30.0,50,0.6178798866510253,0.4089718384082863,2.0
33,bernoulli,54,none,1.0,1.0,sae,none,,54,29.0,50,0.6123237404139523,0.46526492296399,2.0
