seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,beta,54,none,0.7,1.0,sae,none,,54,30.0,20,0.5718002136752137,0.3045244391919164,24,2,30,2
3,beta,54,none,0.7,1.0,sae,none,,54,29.0,10,0.5774476478240799,0.3119853192117047,20,2,30,2
1,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6385926671137939,0.3514084160425472,18,2,30,2
6,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6137344199424736,0.3190857843651278,27,2,30,2
0,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.624150515480383,0.3359585134454568,27,2,30,2
43,beta,54,none,0.7,1.0,sae,none,,54,31.0,20,0.5567295597484276,0.2875399960809909,26,2,30,2
7,beta,54,none,0.7,1.0,sae,none,,54,29.0,10,0.5209881376502369,0.3251257240598272,20,2,30,2
19,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6144090277485368,0.3114022644101821,7,2,30,2
4,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5580760673063552,0.3123498198132692,20,2,30,2
23,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.5760387299533207,0.2803997193926538,14,2,30,2
38,beta,54,none,0.7,1.0,sae,none,,54,30.0,20,0.631473897575908,0.316540371760671,14,2,30,2
8,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.6120162468054035,0.3143912900226885,13,2,30,2
46,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6100121523089388,0.3068797035983355,7,2,30,2
10,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5968247932312957,0.3093333134357436,7,2,30,2
15,beta,54,none,0.7,1.0,sae,none,,54,31.0,5,0.513330334382966,0.3005242054428882,28,2,30,2
9,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.625480907263853,0.3207448390915666,14,2,30,2
30,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.516424235694722,0.337978131203291,30,2,30,2
