seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
0,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5847328366194708,0.3204487069054303,2.0
2,beta,54,none,0.7,1.0,sae,none,,54,30.0,10,0.6034722222222222,0.2726636426519162,2.0
3,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5342334969994544,0.3176212412901886,2.0
7,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5272051051168618,0.3361534932417042,2.0
4,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.594432276456682,0.3140463478527696,2.0
6,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5960951799877974,0.2994548732468677,2.0
5,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6028254345733536,0.3130851036436669,2.0
1,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6535993740219092,0.2873630311438916,2.0
40,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5078898305084746,0.3466872845744125,2.0
8,beta,54,none,0.7,1.0,sae,none,,54,29.0,10,0.630722891566265,0.2874687955341869,2.0
43,beta,54,none,0.7,1.0,sae,none,,54,31.0,20,0.5461406518010291,0.2960341365862337,2.0
11,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.597141876654574,0.3054396564258428,2.0
19,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5777085350962146,0.3178954107824772,2.0
23,beta,54,none,0.7,1.0,sae,none,,54,30.0,20,0.5802444886074779,0.2736928020450686,2.0
38,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.5647079506908248,0.3209931422493343,2.0
15,beta,54,none,0.7,1.0,sae,none,,54,31.0,20,0.5882141250562303,0.271313084966191,2.0
46,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.5775047258979207,0.3170141220730252,2.0
10,beta,54,none,0.7,1.0,sae,none,,54,29.0,10,0.5765757201254873,0.3247023388516386,2.0
27,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6201526892642409,0.3027628116172792,2.0
30,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5124731660374565,0.3443335002395309,2.0
39,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6147331500282007,0.3163331382959051,2.0
47,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.5567133512244213,0.3275441409896184,2.0
35,beta,54,none,0.7,1.0,sae,none,,54,30.0,10,0.5605395541526927,0.3025898496137495,2.0
31,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5718553028226911,0.3083629590162779,2.0
16,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5458982256735065,0.3452633360994757,2.0
24,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5711552913848466,0.2964004689378285,2.0
34,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.5825682335576514,0.3170976149696693,2.0
14,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5861307494668256,0.3040793413828178,2.0
32,beta,54,none,0.7,1.0,sae,none,,54,29.0,10,0.5880424891079381,0.3015015881545591,2.0
18,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.646158141612687,0.2883269514129127,2.0
20,beta,54,none,0.7,1.0,sae,none,,54,30.0,20,0.5919473699071067,0.2611853872598501,2.0
26,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6241998948303686,0.3057258835940655,2.0
28,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5764102172793346,0.3072671382080186,2.0
42,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5588984290310924,0.3110715883677546,2.0
44,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5988197834854596,0.3007669569310326,2.0
12,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.5325340888151833,0.3447111196544048,2.0
48,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5798434664246824,0.3219930594322674,2.0
36,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5662260480238788,0.3507147103561087,2.0
22,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.6489629972723998,0.3019764179360353,2.0
9,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.6342042300698632,0.329363201063938,2.0
13,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.55892587750176,0.3176036594537372,2.0
33,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5523051948051948,0.3250720618209008,2.0
17,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.6198059551689529,0.3076641349692622,2.0
37,beta,54,none,0.7,1.0,sae,none,,54,30.0,5,0.4994229004922609,0.3188733007332668,2.0
21,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5503886239180357,0.3242440271290679,2.0
25,beta,54,none,0.7,1.0,sae,none,,54,31.0,50,0.5353481624758221,0.2861417567186415,2.0
41,beta,54,none,0.7,1.0,sae,none,,54,30.0,50,0.5504070905905389,0.2966289630091453,2.0
45,beta,54,none,0.7,1.0,sae,none,,54,29.0,20,0.548617316749185,0.3079401530938729,2.0
29,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.6229315998169895,0.3070625512472273,2.0
49,beta,54,none,0.7,1.0,sae,none,,54,29.0,50,0.5317055198285102,0.3275868908077533,2.0
