seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
0,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.5473294346978557,0.4453149092759661,5,2,30,2,2.0
1,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5772478887232985,0.4316117807822623,20,2,30,2,2.0
3,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5716505716505716,0.4442324339657286,5,2,30,2,2.0
2,bernoulli,54,none,0.3,1.0,sae,none,,54,30.0,20,0.5671511627906977,0.4299624863606466,2,2,30,2,2.0
6,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5645003903200624,0.4522401292407996,29,2,30,2,2.0
7,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5814950980392156,0.4288662084013581,16,2,30,2,2.0
22,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.6671558350803634,0.4037483843898041,5,2,30,2,2.0
13,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.7532928064842959,0.3994448027405055,18,2,30,2,2.0
5,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5793876262626262,0.4309479173724808,4,2,30,2,2.0
11,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,5,0.6402566700439042,0.4070670275056411,17,2,30,2,2.0
16,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5304261990477296,0.4505917671530899,3,2,30,2,2.0
10,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5616130770612539,0.4340504998511266,18,2,30,2,2.0
46,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5216210343328987,0.4411024043727025,28,2,30,2,2.0
14,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5556803594351732,0.4277765436158122,7,2,30,2,2.0
30,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,20,0.5628756356911697,0.4220385234535068,19,2,30,2,2.0
26,bernoulli,54,none,0.3,1.0,sae,none,,54,29.0,50,0.5836866545527963,0.4448910609586042,20,2,30,2,2.0
