seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
0,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.564824353353617,0.4867776838109411
5,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6225393050601136,0.4552582969422702
4,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5888958420247532,0.4703433137602339
7,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5433739184903887,0.4943973793963773
8,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.6046184738955824,0.4359264515943117
10,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6057847704154388,0.477627673830736
40,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5726864406779661,0.4947539733449596
2,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5721581196581196,0.446182188096216
36,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.6193401380486636,0.472166027865913
11,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6352665293983071,0.4530360529186418
9,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5778304143937218,0.5283877458391012
6,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5723764490543015,0.4423038336376615
3,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5419341978261782,0.4789389158872881
15,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,5,0.5906807617333932,0.4149108688742136
31,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5665387777473281,0.4693365401043081
38,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,10,0.6502182096467279,0.4386030324858042
43,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,50,0.5450428816466553,0.4924379952606526
46,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.6092104374831218,0.4583341009682671
35,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5588626948116,0.4579060650929717
19,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5961093098656787,0.4635695938384308
12,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.560542196425281,0.4910679755151399
39,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5702375916525663,0.4773881982066134
27,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6314159799472469,0.4496498030077684
26,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5877123791909191,0.4657120008923477
18,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.596158141612687,0.4292836979517633
23,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.531993806904839,0.4651076104897033
14,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6170548623822398,0.4476266927764339
16,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5707561494078347,0.4920579497578656
47,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5699744213351224,0.4847154651299607
30,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5470380857206307,0.4747801736319684
34,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.6397568358642084,0.4411743533911111
42,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6085310666414302,0.4528307452583603
28,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,5,0.5484157112607543,0.4789218501775224
44,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5814222033538526,0.4478560802233516
24,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5382335861173737,0.4547717655398403
20,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5560747663551402,0.409991512821324
48,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6004877495462795,0.4627267571613926
22,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5754001338068035,0.4344733998109436
32,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5750767074967988,0.4650300878614464
25,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,50,0.55894584139265,0.4539185349973565
17,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6249135719861716,0.4264458709961932
21,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5699081434375552,0.4793988232120335
45,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.6053677092138631,0.4177555360387298
13,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5550236347178921,0.4624208408349949
1,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.592231164766376,0.4287411238138028
37,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,20,0.522132012745514,0.4704223998671818
49,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.488632100750268,0.5243086895487622
41,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,20,0.5858291250128826,0.4371104208871501
29,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6160401098063139,0.4439720927802887
33,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5295129870129871,0.49581288474522556
