seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
2,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5350215517241379,0.4186345083478739,2.0
7,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5330180921052631,0.4631605206508808,2.0
1,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5588013877978528,0.5152574153720065,2.0
9,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5654917933621002,0.5062838213419517,2.0
3,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5717079849396118,0.4531291764165526,2.0
4,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5565948336375123,0.4917361142389964,2.0
18,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5182370820668692,0.514003603033878,2.0
8,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,10,0.5608791208791208,0.4633176258595571,2.0
0,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5362400643305602,0.5058602292558092,2.0
16,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5218855218855218,0.4621681820879795,2.0
13,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5479154572233331,0.4818490059467784,2.0
6,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,10,0.6234762526358067,0.4399248261878599,2.0
14,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,20,0.6294134130394171,0.4186114245617261,2.0
35,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,10,0.5598845598845599,0.461632963624712,2.0
19,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.6080549647289253,0.4782875140134168,2.0
34,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5278879988021262,0.5282935454803056,2.0
11,bernoulli,54,none,0.5,1.0,raw,none,,54,29.0,50,0.5660158775774121,0.4706064180300056,2.0
38,bernoulli,54,none,0.5,1.0,raw,none,,54,30.0,50,0.5844958317623895,0.4361620608343988,2.0
