seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
0,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5188503709382462,0.4927036213263058
5,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5892031406300134,0.4559543507412022
4,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5631953135864275,0.4812856722900333
7,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5151939866108131,0.4905952857671602
8,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5782676159182183,0.4361822685357603
10,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5649142820927211,0.4728971765790044
40,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5540423728813559,0.4964972979816852
2,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5414529914529914,0.4486508137899093
36,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5913373131146229,0.4754844729619071
11,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5942004118050789,0.4518289446543152
9,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5674035792898842,0.5298939395443512
6,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5498997646648653,0.4502735359600162
3,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5375487850937933,0.4789462117982465
15,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,5,0.5377417903733693,0.4205406597825495
31,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.543555311957614,0.4747759051996608
38,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,10,0.5786899147844792,0.4422973482890357
43,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,50,0.474190966266438,0.4936165725923702
46,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.596973737510127,0.4546879745428486
35,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5239692246991517,0.4602224979088722
19,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5757379258074025,0.4691324739915363
12,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5248986548737793,0.4897823909799048
39,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5365464608009025,0.484716295165387
27,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5707334654892775,0.4468785572577323
26,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5841357050898475,0.4679310797812262
18,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.643952423497878,0.4211117763588822
23,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5411794611082867,0.4639697473484064
14,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5862650926128063,0.4501956434931334
16,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5076352435902998,0.5075402630492523
47,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.571405358939953,0.4817849560978773
30,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5170349396698497,0.4752131887163059
34,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.6034698421434468,0.4376481350381679
42,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5740747113581224,0.4532930950259524
28,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,5,0.5296541462391027,0.4807173078265265
44,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5589556357461261,0.4482780890953336
24,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.538985106237617,0.4515846642991227
20,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,50,0.5334867436541773,0.4125512271919255
48,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5572368421052631,0.4749078008615491
22,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6183109464258144,0.4362815340280411
32,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.5339808170858399,0.4649485782421874
25,bernoulli,54,none,0.7,1.0,pca,none,,54,31.0,50,0.5222034171502257,0.4551754794133087
17,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6255938440950151,0.4270138528953117
21,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5605502561384914,0.4757205999644512
45,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,20,0.615577828764642,0.4179563074844656
13,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5717288544704817,0.4651662044722173
1,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.6064833445115134,0.4303928135185944
37,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,20,0.5164004774635244,0.4726812813175896
49,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.483902733118971,0.5269497282400859
41,bernoulli,54,none,0.7,1.0,pca,none,,54,30.0,20,0.5741935483870968,0.434862411570113
29,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.5655692389812415,0.4524680999449786
33,bernoulli,54,none,0.7,1.0,pca,none,,54,29.0,50,0.4899594155844156,0.49912844633636533
