seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch,knn_selection_version
7,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.6039944903581267,0.5062283381784434,2.0
2,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,20,0.6704119850187267,0.3680177797668965,2.0
3,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5224264705882353,0.501095555025376,2.0
0,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.5746323529411765,0.5143705193103111,2.0
1,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.6040100250626567,0.4336384243331839,2.0
5,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.4896969696969697,0.5547934417562513,2.0
6,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.7167721518987342,0.4618916899281454,2.0
10,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,5,0.6376068376068376,0.4401016536242123,2.0
15,bernoulli,54,none,0.1,1.0,pca,none,,54,31.0,5,0.4583333333333333,0.2661062397156469,2.0
4,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,5,0.7164256198347108,0.392709302099974,2.0
42,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,5,0.5610944527736131,0.4656250422432899,2.0
16,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.3575498575498575,0.4591584058313887,2.0
47,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4612421762156957,0.5950591061189514,2.0
9,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,20,0.6418764302059496,0.4743536114802598,2.0
44,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.6434707903780068,0.4387524253147833,2.0
40,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.6725490196078432,0.3930791817241593,2.0
32,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,5,0.4595180722891566,0.517290546489255,2.0
21,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.7809364548494984,0.3210165729262689,2.0
37,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,20,0.8220035778175314,0.3727687577888566,2.0
30,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.6299595141700405,0.3693966457072659,2.0
29,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.619969040247678,0.5060943882400243,2.0
41,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,10,0.5574358974358975,0.5058272362592446,2.0
48,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.4982876712328767,0.5071969923728222,2.0
19,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.6505154639175258,0.3906762470961446,2.0
17,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.6288448393711552,0.430335042441988,2.0
33,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4022108843537415,0.5160709244626157,2.0
39,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4428571428571428,0.5264439854127864,2.0
36,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.521551724137931,0.5700892442557498,2.0
13,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.8160000000000001,0.3096210185500705,2.0
45,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.5256968641114983,0.4942241643319008,2.0
8,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,5,0.6763833992094862,0.4436835729551757,2.0
28,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.5550339071465832,0.5110140891810941,2.0
20,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,5,0.5638544891640866,0.5523260920398504,2.0
35,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,20,0.5631313131313131,0.3605653082370751,2.0
12,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.4313063063063064,0.511691201902655,2.0
25,bernoulli,54,none,0.1,1.0,pca,none,,54,31.0,10,0.4048295454545454,0.5078088026645748,2.0
31,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.4208786017949929,0.5061013662878715,2.0
43,bernoulli,54,none,0.1,1.0,pca,none,,54,31.0,50,0.5035885167464115,0.4926718039678178,2.0
49,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,50,0.5396761133603238,0.4476158736363044,2.0
24,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.5739325842696629,0.4564367486936321,2.0
23,bernoulli,54,none,0.1,1.0,pca,none,,54,30.0,50,0.5140845070422535,0.4673821359606388,2.0
22,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.5925925925925926,0.4835382586858595,2.0
27,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,20,0.478,0.5341267672865948,2.0
11,bernoulli,54,none,0.1,1.0,pca,none,,54,29.0,10,0.4788961038961039,0.6121158095595507,2.0
