seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version,knn_selection_version
1,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5987332339791355,0.430527472947476,19,2,30,2,2.0
2,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5642926356589147,0.4398767252294991,16,2,30,2,2.0
3,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5585525585525586,0.4420190793705147,3,2,30,2,2.0
5,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5787037037037037,0.4317120454138508,2,2,30,2,2.0
7,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.5618872549019608,0.4334174648404206,23,2,30,2,2.0
0,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5792787524366472,0.4506615398793006,2,2,30,2,2.0
22,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6456673654786862,0.4036482431483372,5,2,30,2,2.0
9,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.6050267119961147,0.4235591122583389,3,2,30,2,2.0
4,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.591904252213681,0.4529207854652466,25,2,30,2,2.0
16,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5480780397166415,0.4551627117343909,11,2,30,2,2.0
8,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5841903609598709,0.461700083424662,26,2,30,2,2.0
10,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5775552362134004,0.4427526582705944,9,2,30,2,2.0
6,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5430571818891491,0.4466776585501563,10,2,30,2,2.0
46,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5981747066492829,0.4194908769102019,2,2,30,2,2.0
13,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.755775075987842,0.4045633552750849,24,2,30,2,2.0
26,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5459317585301837,0.4443194040429326,21,2,30,2,2.0
30,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6071300148970051,0.4184178230496576,14,2,30,2,2.0
33,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6520628402253843,0.4225110980556987,6,2,30,2,2.0
14,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.556803594351733,0.4250072128020436,5,2,30,2,2.0
18,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5774280377938915,0.4445063170026012,26,2,30,2,2.0
34,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.5922219510210724,0.4173984023071368,9,2,30,2,2.0
38,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,10,0.678711210511602,0.3961322141251043,3,2,30,2,2.0
36,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6116861793260994,0.4710560025959873,12,2,30,2,2.0
47,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5569891078838174,0.440688621716498,20,2,30,2,2.0
42,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5591616817275465,0.4432449697358607,29,2,30,2,2.0
12,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5157657657657657,0.4545176087053923,9,2,30,2,2.0
31,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5959472656250001,0.4439841586167323,13,2,30,2,2.0
45,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.5593953488372093,0.4484684358619226,10,2,30,2,2.0
21,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5403927287879577,0.4440808077265716,28,2,30,2,2.0
48,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6568156502367029,0.412066796439945,4,2,30,2,2.0
27,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5991936202441415,0.4416775502657308,3,2,30,2,2.0
32,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6209846650524616,0.4166713793805953,8,2,30,2,2.0
44,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,5,0.6342103106302762,0.4364131984574098,18,2,30,2,2.0
35,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,5,0.532092004381161,0.4508372465423337,7,2,30,2,2.0
19,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6605878385972801,0.4260360235510487,23,2,30,2,2.0
15,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,20,0.5651577503429356,0.4353047540417778,16,2,30,2,2.0
24,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5710843373493976,0.4601819262764783,28,2,30,2,2.0
11,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.6291117865585951,0.4134254953799763,21,2,30,2,2.0
41,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.5300543024227234,0.46747386793039,7,2,30,2,2.0
28,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5885197730890095,0.4666663430275249,4,2,30,2,2.0
39,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,10,0.6620131729667811,0.4125135166670191,17,2,30,2,2.0
43,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,50,0.5770829724579941,0.3995452516181257,3,2,30,2,2.0
40,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.5209012681159421,0.4571058587366243,9,2,30,2,2.0
23,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,50,0.559028627355028,0.4380800455133398,10,2,30,2,2.0
20,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.5058887631501738,0.4585487083658119,6,2,30,2,2.0
49,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.6403833406981883,0.4046133894057367,4,2,30,2,2.0
25,bernoulli,54,none,0.3,1.0,pca,none,,54,31.0,20,0.517127659574468,0.4170837301861491,16,2,30,2,2.0
29,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,20,0.5697911500523503,0.4395325482970047,9,2,30,2,2.0
37,bernoulli,54,none,0.3,1.0,pca,none,,54,30.0,20,0.6095792483660131,0.4210711343952123,6,2,30,2,2.0
17,bernoulli,54,none,0.3,1.0,pca,none,,54,29.0,50,0.7049460431654676,0.4232609025155997,24,2,30,2,2.0
