seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl,knn_selection_version
2,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,50,0.5405500374812593,0.4229394587903657,2.0
0,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5101598985556552,0.5099310770865778,2.0
4,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5511196125228135,0.5041751883183299,2.0
1,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,20,0.5424685781618225,0.5164267346911583,2.0
5,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,10,0.5995801033591731,0.4347302260472868,2.0
3,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.54967972226297,0.4609197031238473,2.0
16,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5677489177489178,0.4722652867570774,2.0
10,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,20,0.5433786346396966,0.4993983612755122,2.0
12,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5778908679672039,0.4559367352035414,2.0
14,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5976274985989165,0.4195879295890369,2.0
8,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5091293322062552,0.4757934681493351,2.0
6,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.6006627171402751,0.4432660647437861,2.0
32,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5233425106034675,0.5028757899764359,2.0
36,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5720750370248477,0.4704994140736887,2.0
28,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5926452661519708,0.4550018901576092,2.0
44,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,20,0.4815465206262277,0.5256686414547685,2.0
24,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5280281690140844,0.4874155380979244,2.0
48,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5986440848833107,0.4327804223027283,2.0
40,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5501784758165268,0.494765463352704,2.0
20,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,50,0.4852338530066815,0.4593384046964373,2.0
38,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,20,0.5449918310921201,0.4414671121684236,2.0
34,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,50,0.5084787003069551,0.5296157214387577,2.0
18,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5292596862662894,0.5084706662924808,2.0
42,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5558509731738078,0.4630871930823325,2.0
26,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5763762749755486,0.4783279829551224,2.0
46,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.5999116295510781,0.4326910296038148,2.0
22,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.6405800082270672,0.3960623162491745,2.0
35,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,20,0.5054418274757257,0.4709751087301382,2.0
30,bernoulli,54,none,0.5,1.0,pca,none,,54,29.0,50,0.6039787798408489,0.4392754598272451,2.0
9,bernoulli,54,none,0.5,1.0,pca,none,,54,30.0,20,0.5494213009638262,0.495682839052929,2.0
